	Summary	Job Title	Date	Overall Rating	Pros	Cons
184	Good benefits	 Managing Director	12 Nov 2020	5.0	Good benefits and good salary	Have to deal with tight deadlines
185	good	 Process Technician	11 Nov 2020	4.0	good package included and career	Not enough rest during rest day
186	Excellent and Friendly people	 Core Console	10 Nov 2020	5.0	Everyone is friendly and policies are great	Deficiency of oil and gas industry
187	Life	 Process Technician	10 Nov 2020	5.0	Very nice environment to work at	None to be said as they are a good company
188	Great environment	 Process Technician	10 Nov 2020	4.0	Provides great benefit and training	12 hours rotating shift work
189	Great company	 Inspection Lead	29 Oct 2020	4.0	Great culture salary work life balance	Bleak future with falling oil price
190	Good	 Manager	29 Oct 2020	4.0	Benefits are good and generous.	There are too many meetings
191	Shell Singapore	 Business Analyst	27 Oct 2020	4.0	"- The pay is good
- Quite a forgiving culture, depending on which business you are in"	- Lots of busywork. Can be a huge waste of time
192	3rd party contract	 Accounts and Administrative Assistant	23 Oct 2020	5.0	There’s various opportunities to explore even with contract employment	Transportation via ferry to and fro
193	Leader focused	 Supply Chain Manager	22 Oct 2020	3.0	Company reputation, benefits and remuneration	More focused on what leaders think than what people think
194	leadership	 Manager	22 Oct 2020	3.0	Good salary package at all levels	missing focus on Indians in leadership
195	Good company	 Chemical Engineer	20 Oct 2020	5.0	People are nice and friendly	There is multi-stakeholder management in the company
196	Shell	 Trader	19 Oct 2020	3.0	Conducive, great learning environment, big organisation	Archaic management, politics in management,
197	Good experience	 Project Management	17 Oct 2020	4.0	The people there were friendly	Distance to travel is tedious
198	It is a good technical company	 Process Technology Intern	15 Oct 2020	5.0	Learnt a lot of technical skills	Not much benefit and salary
199	Ok	 Originator	13 Oct 2020	2.0	Job security - irrespective of performance	Can't get rid of poor performers and poorly rewards vs market
200	lead tech	 Lead Engineer	13 Oct 2020	4.0	Good company with good brand	old culture with old assests
201	Market leader	 Senior Tax Advisor	9 Oct 2020	4.0	Core values of honesty, integrity and respect for people	Too many layers, silos on some areas
202	salary	 Station Manager	3 Oct 2020	5.0	good salary, good training,good colleague	boring and no chance to promote
203	Overall very fruitful experience	 Marketing Intern	1 Oct 2020	5.0	Able to speak with anyone and there's no rigid hierarchy, everyone is willing to share/mentor you, take in anyone of various disciplines	Require strong stakeholder management skills
204	Good learning experience	 Intern	1 Oct 2020	5.0	-Good mentorship system and opportunities given	- Some red tape and bureaucracy issues when needing things done, typical of a big MNC
205	Good Company	 Environmental Engineer	26 Sep 2020	5.0	Reasonable company (e.g. pay, welfare). Collaborative working environment. Job rotation available for new career exposure.	Reorg approx every 4 years, so prep to make changes.
206	Good environment	 Communications Specialist	21 Sep 2020	4.0	Healthy environment, fast paced, plenty opportunities	has Multiple layers of management
207	it was good company to work	 Engineer	15 Sep 2020	5.0	salary and increments are very good	now retrenchment period and very challenging
208	Great company overall	 Sales Manager	10 Sep 2020	5.0	Worked with a team, nothing to difficult	Repetitive work, rampant office politics
209	BUsiness Analyst	 Business Analyst	28 Aug 2020	5.0	Its a great place to workin	No cons i found as such
210	Bureaucracy	 Project Manager	21 Aug 2020	3.0	Good salary, work life balance	Political environment and unclear accountability
211	Great place to work and learn	 Maintenance Engineer	18 Aug 2020	3.0	Friendly colleagues, challenging work culture, vast bank of resources to learn	Struck in bureaucracy, limited opportunities for career progression, no/ sparse hike in salary
212	Good company	 Global Supply Manager	16 Aug 2020	4.0	Good work life balance and benefits	Frequent reorganization and slow promotions
213	Great culture	 Business Development Manager	8 Aug 2020	4.0	Great benefits. Good respectful culture.	Limited growth. Volatile business. Bureaucratic
214	Good	 Administrative Assistant	7 Aug 2020	4.0	Very friendly. Good working environment	None of I know. Big corp attitude. No vending machines
215	Excellent work life balance, very humane company	 Anonymous Employee	6 Aug 2020	4.0	Care for employees, good work life balance, ample opportunities for international career	Risk-averse company so internal decision making can be slow and winding
216	Business Analyst	 Business Analyst	3 Aug 2020	5.0	Supportive, Fun Colleagues and great working environment	none that i can think of
217	What you'd expect	 Mechanical Engineer	13 Jul 2020	5.0	Good pay and benefits, large company that everyone knows about.	Work site is located far away (Tuas) from the city, makes for long early morning commutes. Constant downsizing and cost cutting can be worry some, especially with how volatile oil is lately.
218	Review	 Software Engineer	9 Jul 2020	5.0	Best Employer for various staff	Nothing to mention on this
219	Reasonble	 Business Analyst	6 Jul 2020	4.0	Good work life balance with friendly coworker	Career promotion opportunity may be limited
220	great place to work	 Civil Engineer	5 Jul 2020	5.0	great company to work with.	nothing... one of the best company to work with.
221	Review of oil compsny	 Senior Project Director	1 Jun 2020	4.0	Good company to work for	Nothing to say no cons
222	Culture + Impact + Learning	 Product Manager	13 May 2020	5.0	culture is forgiving, very open, everyone is willing to help, conversations with bosses are transparent, accountability is given early	more industry-specific than Shell-specific: big question mark as to the future of the energy industry. unlikely it will die or go bankrupt, but facing disruption left and right, and growth is not like it was before
223	Good benefits but bonus peg to overall companyP&L instead of team P&L. Provide stability but low growth	 Anonymous Employee	6 Mar 2020	4.0	Good benefits, company that cares about safety	Mundane, bureacratic, growth dependent on network rather than competency
224	Good company and worth working for	 Project Engineer	27 Feb 2020	5.0	Attractive salary package and career development	Organization is a little bit complicated
225	looking for j9bs	 Intern	22 Feb 2020	5.0	good work environment to work in	long qorking hours to work for
226	planner	 Planner	28 Jan 2020	5.0	The money is good and benefits are great	almost no work life balance no family time
227	Ups and downs	 Commercial Manager	7 Jan 2020	4.0	Global company with diverse types of opportunities	Very process oriented company and difficult to ‘fight’ the process
228	Company Review	 Anonymous Employee	25 Dec 2019	5.0	People oriented culture and flexible working environment	can take a longer time to make decisions
229	PROCESS CONTROLS AND INSTRUMENTATION ENGINEER	 Anonymous Employee	18 Dec 2019	5.0	Shell is the best world class organization to work.	long time consuming process for selection of a candidate.
230	Great work experience	 Chemical Engineer	25 Nov 2019	5.0	Academically challenging, technical and enjoyable	Sometimes you'll be stuck on traffic
231	HR Manager	 Human Resources Manager	2 Nov 2019	4.0	Great, caring and  inclusive employer	Slow in decision making - wants to make everyone happy
232	Bug MNCs w MNC pros and cons	 Anonymous Employee	2 Nov 2019	4.0	Challenging roles. Job rotation. Flexi hours. Work from home. Good comp package.	No job security. Ongoing re-orgs. Complex/slow decisions. Lots of gifted amateurs.
233	D&I	 Management Assistant	24 Sep 2019	5.0	"Good work life balance
Good benefits
Inclusion"	Nothing to comments as all are good
234	PROCUREMENT MANAGER	 Anonymous Employee	5 Sep 2019	3.0	have focus on development plans for staff	local management with local culture.
235	service crew	 Service Crew	24 Aug 2019	4.0	Easy fast good pay lo	unfriendly workers with bad management
236	Internship Interview	 Intern	13 Jul 2019	3.0	Convenient, instead of having to go down in person. Shell conducted the interview online.	HR is overwhelmed with matters, so replies are a little slow
237	Finance Advisor	 Finance Advisor	1 May 2019	4.0	Working with highly capable individuals, flexible working hours (work from home)	Too much stakeholder engagement for decision to be made, re-organisation almost ever year
238	Financial analyst	 Anonymous Employee	30 Apr 2019	3.0	Work life balance was good	Working culture was quite political. Everyone was observing you.
239	Excellent Company for Employee to Work	 Component Landscape Manager	24 Apr 2019	5.0	Employee Oriented Company with Highest Values set in Work respect	As with any Big Companies, It is slow change in certain areas
240	"Good Company but too many ""shell lifers"" plus SPS is a joke"	 Commercial Manager	17 Mar 2019	3.0	"a. Nice company cultures. Most people are very helpful and professional. 
b. Good salary and benefits in general but not competitive to the IT companies anymore
c. Development opportunities if you are in a good team
d. Your work-life-balance is fully respected and managers are very people oriented"	"a. too many shell lifers! By ""Shell lifers"" it means people who start their first job as a graduate in SHELL and then worked all the way through their entire career. The entire knowledge set is very shell and very soon it makes you feel that it is the only way to do things.
 
b. too much nonsense and ""engagements"". It was encouraged to get to know people within the organization and talk about projects that they are working on. It is nice exposure but seriously it is not fun when you feel the peer pressure to do so to increase your ""visibility"". 

c. shell people survey is a joke. Some leaders get very low scores in SPS but they got promoted anyway. So unfair to those who have high SPS scores."
241	Shell Eastern Petroleum (Bukom)	 Anonymous Employee	17 Mar 2019	3.0	Excellent company and benefits. Strong safety culture.  Looks after contractors very well. Preached and practiced equality for all regardless of staff or contractors.	"Poor leadership  at all levels. Leaders only interested in results and not how  you get there.  Management willing to turn a blind eye to tyrant leaders as long as they deliver the KPIs. 

Locals born and bred in Singapore are often not hired, management citing locals not interested and no relevant experiences as not hiring locals.  
Interviews given to locals are often for formality sake with no real intention of hiring them. 

MOM/EDB should thoroughly check the hiring and interviewing procedures and why many locals are not given a chance to work here.  

If a  company based in Singapore do not even give a chance and groom the locals bred/born, then who else will?

Majority of the full time staff are not born/bred Singaporeans. (i.e. Engineering  & Maintenance dept)

More then half of the mid level management are not local born/bred."
242	Terrible Work Life Balance	 Anonymous Employee	6 Dec 2018	1.0	"Benefits 
Colleagues
Brand 
Training 
Global"	"Political
Long hours
Slave driver boss 
Weak leadership at middle level
Fake
Micro manage"
243	Sales Manager	 Sales Manager	6 Oct 2018	4.0	Flexible Working Hours, international exposure	Work overload, internal stakeholders plenty
244	Great company	 Field Based Account Manager	2 Aug 2018	5.0	The best company to work for	Not much to be honest
245	analyst	 Analyst	11 Jul 2018	3.0	big salary, good benefits, occasional OT	shifting schedule, far location, people management
246	God but tough to survive	 Channel Manager	11 May 2018	5.0	Supportive culture, good training, and rotation for graduates. Focus on relationship building as well. Sometimes rewarded for doing a good job	Have to find a new job every 2-4 years, management is short term minded. They want money now. Want to do too many things at the same time.
247	Sales Manager	 Sales and Marketing	10 Apr 2018	3.0	"work life balance
relatively stable
office location"	lateral moves not so easy to achieve
248	Good opportunities	 Analyst	4 Mar 2018	4.0	"-  Leadership very understanding of work-life balance requirement
-  Very good compensation and benefits
-  Lots of opportunities for lateral and upward movements for those who perform well"	-  Bonuses and benefits vary a lot with oil prices.
249	Decent	 Analyst	30 Jan 2018	3.0	Good culture and decent hardworking colleagues	Tough industry  and should affect the company materially going forward
250	Shell Project intern at Pulau Bukom	 Anonymous Intern	29 Jan 2018	4.0	Excellent exposure for a undergraduate intern in the oil and gas industry. Workload was manageable. Internship had made me keen on working in the industry. Good community.	Nothing out of the ordinary that isn't part of an intern.
251	Eye opener. Grateful for the opportunity.	 Oil Loss & Cargo Claims Analyst	29 Jan 2018	4.0	Get to learn different things. Nothing stays the same. Fast paced.	None that is worth mentioning about. Its all about adaptability of the individual.
252	Great company to work in	 SCM Manager	31 Oct 2017	5.0	Great career development and training ground for staff. Excellent recognition and reward  for outstanding performance from the management. Managed well for work life balance.	Restructuring as a result of oil dip had caused job insecurity, etc.
253	Analyst	 Anonymous Employee	25 Oct 2017	4.0	Good work life balance. Competitive wages. Strong culture and very performance based,	Less job security due to constant re organization.
254	company with smart people & new ideas	 Anonymous Employee	11 Oct 2017	5.0	cross functional/business movements are common, making it interesting for people who wants to have a diverse portfolio of career progression	the energy industry is facing a challenging time,  and the company is looking to reduce cast and do re-organisation all the time. job security is not as great as in the past
255	Not much value to employees	 Navigation Officer	2 Sep 2017	2.0	"Routine anticipated jobs
Safety  Culture"	People focus is quite low
256	Flexible but slow growth	 Senior Buyer	13 Aug 2017	4.0	Organization considers employee personal preferences and allows cross business movement.	Less accountablility, slow career growth. Career paths in most commercial positions is not defined hence becomes subjective.
257	Project Services Engineer	 Project Services Engineer	11 Jul 2017	4.0	The values of the organization are very robust. At the leadership level you often find many people that are an inspiration.	Organizational drag being a large company with lots of processes and procedures
258	Behemoth company ... lots of perks	 Various	29 May 2017	4.0	Some very smart people work here, the technical folks some of the best. Its in company DNA to consider decisions and actions very carefully. Great fantastic learning opportunity, you get exposed to every kind of work related to the oil and gas, and you learn the best way to execute that work.	Too many people inside the company leading to organisational politics, lots of processes, and people pushing those processes.
259	Upstream Planning Engineer	 Planner	21 May 2017	5.0	Fantastic team with strong knowledge based across team-mates.	The deployment was overseas and thus alot of travelling.
260	Senior Finance advisor	 Senior Finance Analyst	19 Apr 2017	3.0	"Job rotations policy. Each role is for 4-6 years. Good exposure to many parts of the energy business
Great flexi work options available (work from home, part time, job share)
Medical benefits cover spouse and dependent children. Deductible is SGD 200 per year, employee pays 20%, Shell pays the other 80% for all medical visits above the deductible.
(Generally) Intelligent, collaborative and knowledgeable folks to work with. You can call up anyone in Shell to find out what they do, and you get their time! 
(Generally) Discussions are civil, even when they are heated."	"Finance jobs in non finance operations ""FO"" countries are being offshored more and more to KL, Chennai, Manila and Krakow. Even Glasgow FO center was shut, likely getting too high cost for the shared service center model to work.
Change in CEO every 4 years means a change in strategy, which looks like more the flavor of the day rather than adding real value. Almost constant re organizations.
Stack ranking against peers.
Only high-potential folks get to choose assignments, especially now when there are more internal candidates looking to switch roles than there are roles available."
261	One of the best companies to work for in Singapore	 Business Analyst	9 Apr 2017	5.0	"Lots of formal and informal learning opportunities
Bosses are generally supportive of one's career development
Opp to see different parts of the organisation
Good work life balance. Work from home policy.
Opp to work with one of the smartest people around!"	"Tendency to be bogged down by processes and bureaucracy inherent in a large and complex organisation
Regular changes to org structure are inevitable"
262	manager	 Anonymous Employee	26 Mar 2017	5.0	good company to work in	no complains about the firm
263	Better days are long gone...	 Anonymous Employee	18 Mar 2017	3.0	"- Work life balance: No pressure to do anything (depends which way you look at it)
- Decent comp (for a corporate)
- Great brand name"	"- Lack of career progression (unless you have the right mentor or the right ethnicity)
- Mobility: Significant cost pressures have made relocations outside one's own base country almost impossible, so although an international company, very localised opportunities
- Uncertain outlook post BG acquisition (which has been a disaster in terms of financial stability: for e.g. lack of cash flows affecting everything; massive spike in redundancies across the board which is affecting morale, job security etc)
- Below average colleagues: Lack of motivation, drive, intellect
- Politics is massive"
264	It is a good employer	 IT Manager	24 Nov 2016	4.0	There are opportunities for you to develop yourself. When you are due for job change, you can find the job you like in the system.	It is a very large organisation. You will find it hard to understand the different division. Also, it is difficult to find the right party for help
265	Project Electrical Engineer	 Project Electrical Engineer	22 Aug 2016	1.0	Good medical benefit and bonus. Excellent branding which recognise globally.	Terrible organisation structure without proper define scope. Propaganda of the company caring about work life balance, employee welfare and career advancement are basically not true at all. Supervisor or line manager do not provide equal opportunity and suppress subordinates chances of promotion.
266	Operations	 Anonymous Employee	2 Aug 2016	4.0	Good pay, good opportunities to move around the company in different roles	Slow to change, career stability no longer as firm as it used to be
267	Lots of policies can be improved(Pulau Bukom)	 Process Technician	31 Jul 2016	4.0	"-Above average remuneration due to the bonus payout, hourly rate for overtime is attractive
-Good training ground for employees to work for other companies"	"-Ops are suffering heavier workload with recent policies that make it worse. Fatigue after work is getting more and more common and frequent overtime can take a toll on health.
-Rewards are pathetic for Ops, even stopped giving out groceries voucher which was a norm some time back
-Work life balance is not possible in operations due to the shift system. The 8 hour shift pattern makes it worse as the arrangement is such that regular weekend off occurs every four months or so.
-No company transport arrangements after hours and expect employees to have their own arrangements. One options for those who don't drive or ride is a costly cab ride with 50% surcharge. Having company transport for shift staff is common among companies and I wondered why there isn't any especially more and more trainees are entering the company.
-Very competitive environment, some got promoted due to their eloquence rather than the skills and having the leadership qualities.
- Have to spend additional commuting time due to its location"
268	Intern	 Intern	13 Jun 2016	4.0	High pay compared to other companies	Interns do not have many tasks to do
269	Shell Career	 Instrumentation Engineer	6 Apr 2016	4.0	Good salary and welfare. Great people.	Work life balance and over time.
270	Great Place to Work	 Intern	6 Mar 2016	5.0	Synergistic working environment. Great culture and place to be in!	There are times when the company is overly optimistic
271	So-so	 Anonymous Intern	24 Feb 2016	2.0	Provide a relaxing atmosphere to learn and study at the same time while very team-cohesive	competitive atmosphere to strive to win others otherwise you will lose out and fail in life
272	Good company but politics apply	 Anonymous Employee	11 Feb 2016	4.0	Comfortable wages, decent work life balance and generally high respect for staff and customers	Volatile industry. Tendency to cut jobs during downturns. Very political in certain commercial and strategic parts of the organisation
273	Sales	 	7 Feb 2016	5.0	Great working environment, challenging roles, complexity in problem solving	At times decision making can take time.
274	Good Environment	 Lab Analyst	20 Nov 2015	5.0	Good environment to work in	hard to get converted from contract->permanent
275	Average Company	 IT Manager	25 Oct 2015	2.0	Big Energy Major, Global Presence, Huge Brand Image & First in certain Industry Innovations,	No Longer an Great Company, Top down Bureaucracy still an issue, Too Little Global Opportunities to grow (Not much in Emerging Asian Markets), Too many reorganization & too many Loyal/good skills leaving group
276	Great working culture and benefits	 Project Manager	30 Jul 2015	5.0	Shell has got a fantastic culture and lot of their employees take a lot of pride in it. People are approachable across departments, despite status or rank. Eventhough I was a contractor, it was a pleasure working with them.	Can get a bit bureaucratic and a little slow because of all the processes in place.
277	Shell Singapore Review	 Recruitment Manager	30 Jun 2015	5.0	"- Excellent EVP
- Flexible Work Arrangements available (depending on job scope of course)
- Integrity and Honesty
- Compensation is at top 25% Quartile
- Excellent staff benefits
- Strong Diversity and Inclusion focus"	"- Ventilation, employees tend to stay long (can be seen as a pro) but this means a more restricted avenue to go up
- Bureaucracy, too process driven"
278	4 years compulsory job rotation	 Trading Operation	24 Jun 2015	3.0	able to have different experiences and learn different skills set	start by reviewing HR, IT policies, 4 year rotation policies, internal job transfer to be 1 for 1 rotation. Stop such musical chairs, each time the music starts (re-organisation) many chairs are removed, while those affected employess struggles to get jobs roles, the 4 yr rotation still go on in tendem while should pause to stabilise the business. There is simply too many changes happening at the same time too ofthen. Many employees quit or feel a low morale due to this.
279	Process Manager	 Anonymous Employee	16 May 2015	5.0	Freedom to work, great work environment,	career growth, not much projects in this locations
280	Sales Manager	 Sales Manager	10 May 2015	4.0	A really great company with excellent training for their employees. Open and transparent in most cases and value staff to be open with them. Shell also has a great internal open recruitment system.	A huge company with a global presence, but despite really trying to be fully inclusive with employees and making you feel as though you are part of a large family, at the end of the day you really are just a cog in a big wheel.
281	A good company to work in	 IT Staff	17 Apr 2015	5.0	"good work-life balance
colleagues are friendly
generally staff are being well-taken care of"	work process can be slow
282	First class career development and environment	 Organizational Development Manager	23 Nov 2014	5.0	"Smart people, long history of performance, culture and leadership are generally supportive and effective.
Large MNC so opportunities for progression and career changes within the same company exists for good talent
Strong people development processes"	Can be a demanding performance environment
283	Challenging technical work,  good benefits, but not so great a culture	 Engineer	29 Sep 2014	3.0	Challenging technical work, good training opportunities	culture riddled with office politics and bureaucracy
284	Great employer	 Finance Manager	16 Jul 2014	4.0	"- Management has a clear vision of where to take the company. 
- You get to work and learn from a lot of intelligent people. Great for your personal development
- Able to move between roles and businesses.
- Great medical benefits
- Pro work-life balance culture."	"- Need to do quite a bit of networking to get to a new role
- Promotions are based on what positions at a particular level is available - not able to promote within your role."
285	Instrumentation Engineer	 Instrumentation Engineer	9 Jun 2014	4.0	Want to change the land of Oppurtunities	well co-operative,taking care to the subordinate
286	Good company to work for	 Marketing Manager	8 Jun 2014	4.0	A good company with a strong brand, attract lots of smart talents. Good development and training programmes, strong value throughout the organisation and respected/practiced by every employees.	A lot of processes, sometimes too much time spent on managing processes. Tendency to over-engineer simple things, too much collaboration and rounds of engagements required before a decision can be made. The job rotations every few years require the employees to make their own career, make their own connections to secure next job they want.
287	Good company, great people and great benefits	 Human Resources Manager	17 May 2014	5.0	Good environment to work in, Above average remuneration and as a giant oil company certainly higher bonus then compared to smaller firms	Heavy workload, harder to promote since there are a lot of talented people around.
288	Brilliant minds and challenging environment	 Anonymous Intern	15 May 2014	5.0	I was fortunate to hone my communication skills through participating in several major projects such as F1 and Shell Eco-Marathon. The people were fantastic - always friendly, encouraging and most importantly fast thinkers. The company has a high turnover - but WITHIN the company itself, i.e. people were encouraged to switch departments to gain different experiences under Shell's umbrella of opportunities. As an intern, the communications department was an excellent place to start working and truly understanding the company.	While an efficient technical team is always available for assistance, the computer systems are pretty old and may be difficult for younger generations to adapt to. It also reduces efficiency, albeit to a small extent.
289	Good training ground	 Senior Manager	14 Jun 2013	4.0	Good training ground for employees to work for other companies.	Strategic thinking but falls through in execution
290	Good work life balance but without enough time to improve work quality	 Plant Engineer	31 Jan 2013	3.0	Work life balance is practiced	Insufficient time to improve work performance
291	great place to work in with good culture	 Regional Sales Manager	19 Jan 2013	4.0	excellent peop;es org and excellent skill development	too large, lost employyes syndrome
292	Capable colleagues, strong emphasis on safety, integrity, clear communication from leadership team	 Global Marketing Manager	11 Nov 2012	4.0	"Work with competent people
Emphasis on work life balance
Company with integrity
Leadership team communicates clear vision and strategy"	"Takes long time to make decisions due to many stakeholders to engage
Promotions hard to come by
Constant restructuring and downgrading of jobs"
293	Bottom Up Culture will do Wonders	 Anonymous Employee	15 Oct 2012	1.0	"Only for the Corporate Executives
-Good travelling policies
-Good Increment
-Good Benefits (by spending company's money through Corporate cards)"	"As Ops
- Decisions made are painfully slow and are not consistent at different levels
- Promotions requires Written Test, Oral Test and even Simulated Test ( Singapore only!!! There's no guarantee you will pass)
- Rewards are pathetic for Ops (as good as none)
- Cost cutting are always on OPs level, Corporate spend like mad"
294	Great place to work!	 Business Analyst	15 Sep 2012	4.0	"There's a lot of trust in Shell.  Even as a fresh hire from university, right from the start, I was faced with real issues and had to solve them my way.
People take you seriously, no matter how junior you are.  As long as you have the drive to push something through, you will be heard."	"Due to the ~4 year job rotations, corporate learning does get affected as people move on to other roles.
While the general culture is that everyone can have a say on things, it does mean that decision making is generally slower."
295	great employee company with great benefits	 Technologist	8 Sep 2012	5.0	it is an employee company and they take care of them. job security is high	"long decision process and because it is an employee company there are lots of ""faT"" and unwanted processes"
296	Wonderful  experience with lots of opportunities in any part of the world	 Team Leader	18 Jul 2012	5.0	Can Independently work,  work life  balance .	If working in operations, would need long hours occassionally
297	Shell	 	17 Jun 2010	2.0	"Dimensions of the company
Pleasant physical working environment
Some talented people"	"Horribly bureaucratic
Agonizingly slow decision making
Progression through having the right ""network""; not ability
Highly political"
