	Summary	Job Title	Date	Overall Rating	Pros	Cons
54	Inbound Growth Specialist (Account Executive)	 Inbound Growth Specialist	23 Aug 2019	4.0	"This is a review for the Singapore office:

values & work life balance
- transparency of management - one of the most transparent company I've ever worked for
- feedback culture - everyone including MD encouraged to give and receive feedback
- genuinely nice people who work here 
- flexibility and unlimited holidays - (however many people abuse this privilege)
- an international hub with people from all countries 

career advancement and opportunity
- still a small hub within a big market (Asia + India) so lots of potential and opportunities to learn
- a global company so lots of opportunity for internal mobility"	"- leadership outside of Singapore office is great, Singapore office leadership is lacking, they promote from within and managers lack experience (ie. don't know how to forecast, keep team accountable)
- surrounded by lots of new grads who lack business acumen - lack of talent here to learn from
- global internal processes still need work and causing lots of friction for sales reps to sell
- give out trophies for everything"
55	Great Place to learn & work	 Anonymous Employee	22 Aug 2019	5.0	"APAC Leadership team is committed and transparent
Great perks
Culture"	None which I can think of
56	Customer Support	 Anonymous Employee	22 Aug 2019	5.0	"Being in HubSpot for a few years now, I feel like I've gotten to know the company a lot better. Even then, I only have good things to say about the people that I work with, the values of the company, how management truely lives up to the standards we promote as part of ""HubSpot culture"". 
Of course no company is perfect, but having experienced a few other roles in my career, I can truely appreciate how happy I am working here."	Can't really think of cons at the moment.
57	Probably the best company I've worked for	 Anonymous Employee	22 Aug 2019	5.0	HubSpot Singapore is a great place if you're starting out your career. Employee onboarding is very well thought-out and managers and team mates are transparent and supportive. If you're more senior and looking to build on your leadership experience, this is the place to be. Forget about titles for a while and you'll realise the exposure you get is really good. As HubSpot Singapore grows, you get to collaborate with different leaders in teh region or even globally to help solve complex problems and truly get a chance to build something special. Company is pretty flat, which makes localised plays easy to execute. Flexible working hours make it easy for people with other life commitments like kids, etc.	Not really a con, but the pace can be blistering fast. So you'll need to be able to get used to the pace.
58	Transparent, thoughtful, challenging	 Anonymous Employee	16 Aug 2019	5.0	"Company does its best to stick to its HEART values. Transparency especially. Management doesn't hide anything from the teams, openly shares stats and results even during periods where things aren't amazing.  There is a lot of effort to be thoughtful and inclusive. 

The business as a whole is also doing well, so it is a good experience to see what it is like working for a global company that is going through a growth phase, even when it's alrady quite large.

There are a lot of challenges working in Asia, there are definitely some things that don't go smoothly, but the ones that thrive here are the ones who understand that and want to help solve those new problems that global teams or HQ hasnt solved yet."	"Company says it wants to be ""global first"" but is still quite a long way from getting there. I think we are getting better at recognizing that HubSpot operates in many countries, and so we are more and more international from that sense, but our operations and our systems are still very much USA centric and it's a frustration for a lot of regional teams."
59	Provides the stability of a big company with the fast-paced environment of a start-up	 Anonymous Employee	15 Aug 2019	5.0	"-Best of class leadership team, their clarity of vision is a daily inspiration.
-Hyper growth mode, there's always something new to learn or a problem to solve.
-Supportive environment for autonomous and flexible work.
-Perks are great (unlimited vacation, stock options, FREE books) but it's really working with some of the smartest and inclusive colleagues that's the greatest perk of being at HubSpot."	"You'll have to keep explaining to the uninitiated what HubSpot is, it's not as easy as ""Oh I work at Google or Facebook""."
60	Sometimes it still feels too good to be true to be working here	 Anonymous Employee	14 Aug 2019	5.0	"Smart people who care
Managers who nurture and not dictate
Challenging work
Huge growth opportunities
Above-average pay grade for fresh graduates
Transparent culture
Additional benefits are pretty sick too"	"Lots of changes, you need to be highly adaptable
Growing company = more competition when comes to certain positions but could serve as a motivation for personal and career growth"
61	The best company I've worked at, out of the 6 companies in my career	 Anonymous Employee	14 Aug 2019	5.0	"- Company really, really cares about you. They aren't lying when they say they care about your progress and your experience, a lot of the processes are structured to understand how you feel and they will push you to grow 
- At least in APAC, pay is rather competitive. It's not the top of the industry from what I know, but compared to many others in a cheap labour market in this region it's good 
- Benefits are UNREAL. So good! Medical insurance is super comprehensive, and unlike other companies people and managers genuinely encourage you to take your unlimited leave. + the amazing food and events make things all the better 
- The people! Most managers (90% from my experience) and directors have 0 airs to them. So willing to talk and help each other out. I came from many other firms where higher ups were more than eager to make everyone else do their dirty work, here management works alongside you and does the work with you. I've had the Senior VP, Managing Director, International - Jeetu memorise virtually everyone's names and he would personally address any of our questions, professional or personal
- Most colleagues are so willing to share and help. There are exceptions naturally, but no one I've met in all my time here is malicious, which in itself is a miracle to me. For context, I am a massive, massive pessimist. I was convinced every firm would be out there to squeeze you dry and you do the same. But the people here in HubSpot have proven to me that your colleagues can truly push you to become a better person.  
- The work is rewarding. I've met real customers who have expressed gratitude that we have helped them grow better as a business 
- So much autonomy! Many of my previous companies would tout that they are ""forward looking"" and ""flexible"" but reality was employees were staying till 10pm. HubSpot gives me the autonomy to work from home (even in APAC! which is huge!) and so long as I deliver, there is flexibility.  
- Huge, huge pro to me personally : the facilities. All your equipment is brand new when you first come in. The office isn't an open office which is incredibly not conducive as proven by multiple studies. Really empowers you to work better"	"- Processes in APAC are not optimised at the moment, there are many things internally we could work on to be more efficient and to avoid less grey area. 
- As a US-based company, it can be very challenging to work with APAC's cultural and buying behavioural differences. We're still working on localisation, I think we still have quite a long way to go in thinking global but acting local 
- Everything moves incredibly fast, sometimes too fast. The product evolves so much that even customers can get tripped up , and employees often have to bear that frustration with customers. If you're someone who doesn't like fast moving industries, this is certainly not a company for you."
62	One of the best companies I have worked at	 Marketing Manager	14 Aug 2019	5.0	HubSpot is definitely one of the best companies I have worked at. The culture is amazing and the employees are even better. The salary and benefits are above market standards. A really good product and a great leadership team are the key for it's rapid growth in a cluttered market. Proud to be part of this organization.	Nothing specific to mention. All good
63	The perfect place for exponential personal and career growth	 Marketing Manager	14 Aug 2019	5.0	"- Plenty of opportunities to do impactful work.
- The culture is great, one filled with lots of trust and empathy. 
- Very friendly work environment filled with like-minded individuals who build each other up."	"- Not the best place for someone who is unable to juggle flexibility and high output volume. 
- Like many other companies of this size, expect to have a different work environment and leadership experience based on the team you're on."
64	A Place to Learn and Grow	 Anonymous Employee	13 Aug 2019	5.0	"-Culture: I remember reading HubSpot's Culture Code when I was going through the interview process. I thought it sounded nice and aspirational (as it is with most businesses). Upon joining, I was surprised to find that HubSpot really ""walks the walk"" when it comes to culture. And it's not just about ping pong tables and beer taps; it's about all of us creating a place where we can do our best work
-Training: I went through a month of training before I was ever expected to deliver anything. That's true of most roles at HubSpot. They really want to make sure that each person is set up for success. And the learning has continued throughout my journey (over two years now)
-Flexibility: We are encouraged to work ""wherever, whenever, and however"" we want. Of course there are limits, but I love that HubSpot treats us like adults and hold us accountable for the output more than the input. I personally work from home one day each week
-Remarkable people: HubSpot is serious about its recruitment and it shows. I have the pleasure of working with some of the smartest, most creative, most genuine people of my career here at HubSpot
-Career growth: HubSpot is growing quickly and that means more opportunity for everyone. For me that means growing my skills and contributing more back to the business. But it's also meant that I've been promoted twice in two years
-Benefits: Where to start? Unlimited time off, free books program, tuition reimbursement, excellent health insurance... the benefits are many"	This is specific to APAC, but because we're so small (compared to the US) and growing so quickly, that means some of us have to take on extra responsibilities outside of our core roles. It's a double-edged sword though, as it's a great opportunity to stretch ourselves in meaningful ways.
65	Great Place to Work!	 Anonymous Employee	6 Jul 2019	5.0	Senior leadership and management is transparent and actions on feedback. Get to work with high performing teams and talented co-workers. The company's mission is to help millions of organizations grow better, but at the same time, the company is also actively helping its employees to grow better.	Things evolve and change at a rapid pace, as expected of a growing SaaS company, so there is a need to constantly stay on the edge and keep up with the latest information.
66	best place i have worked in so far	 Sales	8 Oct 2018	5.0	"great employee benefits, constantly reviewing themselves to make sure employees are happy
awesome work culture, everyone is happy and loves working here"	young middle management still needs to be trained and honed more but still very promising
67	Great personal and career development	 Customer Success Manager	2 Jun 2018	5.0	"- Incredible pace at product development and innovation, I've not seen a tech company until HubSpot that has product sprints going out on a DAILY basis. [Super important for any tech company to be ahead of the curve and thinking about setting the industry benchmark for what's next]

- Everything is in the Wiki. From the latest marketing experiments (which in my opinion, are pieces written 10x better than any you'd find on growthhackers.com), to the Management team's targets, focus, thoughts, and priorities. I can spend hours going down the rabbit hole in this encyclopedia of knowledge from the smartest people globally. There's best practices and playbooks all documented, learnings and experiences from individuals who've been there done that, that we recently needed to have someone's full time job as a Wiki Manager to organise this world of information.

- Culture. From projects working on diversity and inclusion, to ensuring that there are plentiful employee engagement activities, there's a lot of activities planned, if only you have time, bother to attend, show up, and engage in them.

- Learning. This spans not just your own job scope, but also personal development, and future career growth. There are just so much resources available to tap on, like taking Managerial lessons if you intend to be a Manager one day, to attending workshops like becoming a trusted advisor. Seriously, it doesn't get better than this. There's $5k tuition grant and a free Kindle books program. HubSpot really invests A LOT in educating employees to be the smartest of the lot. 

If you are looking for somewhere to stand, HubSpot is a giant. Anyone driven enough is invited to stand on its shoulders to look further than what one can on him/herself."	One of the biggest cons of a big company is that there are cliques and silos formed within teams. Humans tend to gravitate toward similar people with similar experiences. One of the ways we deal with that is to play musical chairs and physically move people around at their desks so different teams get to be near each other.
68	Positive onboarding and ramping up process	 Channel Consultant	27 Nov 2017	5.0	Great people, organized onboarding, well structured job role, good benefits.	Haven't found them yet! Although no company's perfect, HubSpot seems to be trying pretty hard to get as close as it can.
69	Find peace past the kool-aid	 Anonymous Employee	21 Jun 2017	5.0	"- Flexibility with working hours. As long as you get your job done, no one bats an eyelid at what time you're online
- Great level of autonomy with projects and day-to-day
- Good compensation (for Singapore)
- Lots of learning opportunities
- Cross-department interaction is strong and always highly encouraged"	"- Requires a great level of self-direction (can be a pro, too). Some colleagues struggle with this in terms of career growth or when they face ambiguous questions with no clear-cut questions
- Dynamic and constant learning can be a tiring (can be a pro, too)
- Strong sales culture, very cult-like, so some people may find the energy level quite disruptive
- Some Product teams are messy, so morale is affected"
70	great	 SDR	4 May 2017	5.0	compassionate, supportive, path for growth	competitive, rigorous, not many more
71	Exciting company to work for you are looking for personal growth	 Channel Account Executive	30 Mar 2017	5.0	"HubSpot is a dynamic company in a fast-growing technology segment. The company never sits still and you can sense that the excitement through the constant new products and features being launched. And the management never flinches from making bold decisions that has a major impact on the entire company.

One of the great perks in working in HubSpot is that you are surrounded by some of the smartest people in the industry. More importantly, because of the transparency in the company (particularly through the internal wiki), you can understand the thoughts and debates behind many important decisions made in the company. That makes it for a great learning experience if you are willing to invest your time and energy.

On the sales team, there is a strong structure and data-driven process around it. I feel HubSpot is a great place for a salesperson to start their career (especially if they want to build a career in tech sales) as they learn so much, not just learning from more senior colleagues, but also from learning the process."	The constant changes, while mostly positive and much needed for the company as a whole, can take its toll on individuals. On the sales side of things, the changes can impact your ability to do your job but you still need to hit your quota so there is a lot of adapting needed. It's probably not so much a con but a challenge that comes with working for a company like HubSpot.
72	Great company culture. Start-up mentality with customer-centric approach. Two thumbs up!	 Anonymous Employee	15 May 2016	5.0	Incredible growth opportunities for individual contributors. Proper mentoring and continuous feedback to set employees for success. Transparent and positive working culture to keep employees engaged and motivated to achieve more. Did I forget to mention about our unlimited vacations policy? No complaints thus far!	The bar is set very high and everyone is expected to either meet or exceed expectations. A lot of emphasis on achieving results which are clearly defined on a quarterly basis.
73	Want to feel humiliated and belittled? If yes, it is perfect for you!	 	12 Mar 2016	2.0	Great product and they practice their culture code well in their HQ. Great coworkers in HQ and If you join their new team, they will treat you really well during your new hire training..	"For a company that heavily prides itself on culture, humility and transparency, none of these were brought onto their Singapore office. 

1) You will be told to ask for help when needed, but you will then be shamed for needing help

You will ALWAYS be told to ""ask for help or questions"" and that you would be provided support, but when an employee bravely asked for help on things they were not certain on to help them in their role, is it ""support"" to be shamed by the management for not knowing it? Shamed and belittled for voicing out, by the same people that were hired to lead and support the team?


2) Even if you hadn't applied for the job but they had reached out to you, they will interview you, look at your CV, offer you the role after several rounds of interviews and hire you. Then they will tell you you are ""inexperienced to work with them""

Is it good leadership to constantly tell an employee repeatedly that they are ""very inexperience and it is clear that they need to face more of different situations for them to get the experience"" but then not providing them the support? If they had thought of an employee as inexperienced, why would they hire the person in the first place, and then only give them 3 months to prove to be exceptional in the role?

Additionally, don't be surprised if they also belittle you by saying that your ""English and Communication skills are very poor"".

These comments come from the same people who hired you. Your confidence will be chipped away daily.


3) If you are a local with expertise in the region, they will hire you as a ""local face"" and also to be someone who can help the company find a middle ground between the local business culture and their American practices. But once you're hired, don't expect the management to want to listen to your feedback. 

During my tenure, the local/expat Management were adamant of having a ""we have tried, tested and proven results for these in the US & Aus, Hence, it would work in the Asia region and you should just follow what is told"" mentality.  Is this really how you want to Solve For The Customer? 

4) Want to know what your progress is like and where you stand in the company? Don't bother asking the management. They will tell you things to deceive you so you would trust them, and then next thing you know, they're done with you. Transparency level = Opaque


5) Your understanding of your jobscope & skill sets needed, your global co-workers in the same roleas understanding, and the local management's expectations of your role will be extremely misaligned. So be quite prepared to be confused and ""inexperienced"".


6) Understand the features of the products but need more help with explaining them more succinctly? You can ask for help with fellow co-workers and even request for some time to do product training. 

But don't be surprised that as per Point #1, you will be shamed by the management for being transparent about the help you need and they will spin a story telling other employees that you do not know even the bare minimum. Yet somehow, you passed your New Hire Training. 


7) If the company is done with you and you resign on the same day, they will pay you to leave immediately, treat you like a criminal, humiliate you by saying you are not allowed back in the office to pack their own things, like a Bank's retrenchment.


8) For a company that prides themselves on hearing feedback, when an exit interview was requested, it was immediately refused. It required me to go up to the upper management before I was provided one. 


These were only the few out of many bad experiences I've had with the company; more specifically, the management here in Singapore. It is fine that the company felt that I was not a good fit, but it was absolutely uncalled for to treat someone with such hostility and humiliation.  It has left an extremely bad taste in my mouth, and also for the current employees to see how I was mistreated. 


SUMMARY: My whole time with the company since I returned from their New Hire Training in Boston was handled extremely poorly. Let's just say that for a company who prides themselves on a ""great culture (code)"" and a ""no-jerk"" policy, they did not carry that over from their HQ to their other offices (in this case, Singapore)."
