	Summary	Job Title	Date	Overall Rating	Pros	Cons
158	Not enjoying it much	 Investigator	14 Jun 2021	2.0	Pays well and generous benefits	Very limited strategic leadership and direction.
159	Dynamic culture	 Client Partner	13 Jun 2021	4.0	Many smart and capable people employed. All are encouraged to create impact and post about our achievements, best practices on company feed. Great office and benefits	Manager encountered does not have as ample leadership experience in integrity Vs my experience with managers from other companies.
160	Good for growth	 Software Engineer	8 Jun 2021	4.0	fast-paced, can learn a lot	WLB is not the best
161	Good growth.	 Market Specialist	6 Jun 2021	5.0	Growth opportunity. Good culture in the company. Investment on growth.	Difficult to progress from one tier to the other.
162	not moving so fast but still a good company and have the best welfare	 Head of Business Development	4 Jun 2021	4.0	welfare benifit balance culture autonomy managers	"not fast enough
privacy concerning 
legal concern 
not direct"
163	Great workplace!	 Program Manager	3 Jun 2021	5.0	Excellent benefits and great work culture	Nothing particularly stands out to me
164	Review for FB	 Head of Recruiting	1 Jun 2021	5.0	Career Growth and Development, Culture, and People-focused	Globalness in which it operates
165	Great place to work	 Business Marketing Manager	1 Jun 2021	4.0	Healthy work life balance, positive mental wellbeing, culture	Difficult to grow and get promoted due to strict organisational structure
166	Best place to work	 Anonymous Employee	15 May 2021	5.0	Nice people, good benefits, good flexibility, great cultural, pay well	Change fast, fear of underperforming
167	Smart people, highly competitive	 Anonymous Employee	11 May 2021	4.0	You get to work with the smartest, most passionate people	Fast paced, highly competitive, they expect you to over-perform, over-achieve your targets every 6 months with constant performance evaluation.
168	Good Company	 Account Specialist	10 May 2021	5.0	Great place to work at.	Nothing bad during my tenure there.
169	The best company I have worked!	 Client Solutions Manager	4 May 2021	5.0	Care employees so much with fair mechanism	High pressure from surrounding peers
170	Account Manager	 Account Manager	27 Apr 2021	4.0	Free food flexible work arrangement	Very competitive environment, compensation could be better
171	Great experience	 Enterprise Engineer	26 Apr 2021	5.0	Very professional and patient mentor, well-designed internship program	Work from home due to covid
172	Good place to work but choose your team wisely	 Program Manager	22 Apr 2021	4.0	Smart people, perks and interesting projects	Level of reporting and politics
173	The best place I've ever worked at	 Escalations Specialist	20 Apr 2021	5.0	Salary, opportunity, benefits and being able to work for one of the most innovative companies in the world	Salary for operations is too low especially stocks referesher is ridiculous
174	great	 Analyst	20 Apr 2021	5.0	worklife balance, pay, environment, people, product	sometimes very long hours from projects or due to deadlines
175	Facebook intern	 Software Developer	20 Apr 2021	4.0	Good work life balance (no overtime)	None i can think of
176	Good	 Anonymous Contractor	19 Apr 2021	5.0	take good care of the employee	NA, can't think of any
177	Good company, but culture is changing	 Finance Manager	18 Apr 2021	4.0	Benefits, flexible work arrangements, pay	Hardly any opportunities for career progression or rotation for non US locations
178	Great company to work at	 Business Analyst	18 Apr 2021	5.0	Great company that focusses on employees' strengths and helps drive career growth.	No cons noticed so far.
179	Good food	 Applications Engineer	18 Apr 2021	4.0	Good food, snacks, work life balance, colleagues are friendly	Not so many FTE roles in Asia
180	Good company to work with	 Partner Manager	17 Apr 2021	4.0	Building a greater impact, allow you to make mistake	work overtime , internal tools is not yet ready
181	Great	 Creative Strategist	16 Apr 2021	5.0	It’s a great place to work.	I have no complaints working at FB
182	best company to work for	 Analyst	7 Apr 2021	5.0	people, culture, impact, growth, benefits. absolutely best work culture/environment that I have been a part of and leadership/managers are truly caring for you as a person and friend not just as an employee.	typical big company inefficiencies that one would expect. but the org structure is very flat and it's probably still much more flexible than most super large companies
183	Good place	 Recruiting Manager	7 Apr 2021	4.0	Culture Inclusion Smart people Benefits Office space	"Red tapes
Too intense
Getting too corporate
HQ driven
Lack of regional respect"
184	Good company to work for	 Managing Director	7 Apr 2021	5.0	Great management, great colleagues, great environment	nothing much. apply for facebook!
185	Good Company	 Computer Programmer	6 Apr 2021	5.0	Free meals, transportation. Good learning environment	Bad work culture, a bit competitive
186	Benefits & Independence	 Project Manager	5 Apr 2021	5.0	High performing environment but with great care for people.	Career growth is a path you need to chart on your own and most times it's not simple because the organization is quite flat.
187	A relatively good company	 Program Manager	5 Apr 2021	3.0	"work life balance
Big brand name"	too many office politics nowadays
188	Happy staff	 Human Resources	28 Mar 2021	4.0	"Culture 
People
Office
Staff Benefits 
Fun place to work."	Cannot work remotely cross borders.
189	Great company to work at!	 Partner Manager	24 Mar 2021	5.0	The work life balance is great	The sales team is short on people and turn over rate is fairly high
190	Great working culture	 Client Solutions Manager	24 Mar 2021	5.0	Good learning environment and supportive culture.	A lot of internal tools and processes.
191	Great company and benefits, amazing culture	 Recruiter	21 Mar 2021	4.0	"* Great benefits, employee perks, health & wellness
* Amazing culture (big focus on diversity, lots of resources and training for managing bias, and highly collaborative environment)
* great above-market pay but ofc not as high as google's
* great focus on employee welfare because of covid"	"* because of the scale of FB, the roles are very much segregated into smaller parts and each role is focused on some. Not a company that let's you be a jack of all trades but you could become a master of some.
* fast environment, but since everything is internally built the internal tools and systems are not optimal and subpar to a lot of external ATS like Greenhouse"
192	Worth the experience	 Program Manager	18 Mar 2021	4.0	"- Great policies and perks
- Your experience can be most awesome to really bad depending on your manager. Nonetheless, it's better than most of the companies
- Culture is open and lot of freedom
- Opportunity to showcase your work is plenty"	"- Policies are made keeping US employees in mind. 
- The team culture varies a lot with regions. APAC offices don't have the best culture compared to US
- It's like a rat race where everyone is trying to prove their worth every 6 months 
- Too much overlap and duplication of work between teams"
193	Good	 Live Stream Host	16 Mar 2021	5.0	Good very good I love Facebook	Not much ppl watch my live
194	Good Package	 Client Partner	14 Mar 2021	3.0	Good Salary, Free Food, easy going. Lots of cash and good vibes.	Business is boring as it is all about ads. It doesn't have any other profit centers.
195	Amazing Company	 Data Scientist	14 Mar 2021	5.0	"Best place to work, absolutely
Great Pay
Great Benefits
Great Culture
Great Team
Open to relocating you to any part of the world you want"	Not allowed to work from home country - the only tech company to have this restriction
196	Program Manager	 Program Manager	14 Mar 2021	5.0	Good peers and managers, they did not see you as a contract.	No headcount for FTE due to COVID.
197	Great company	 Manager	10 Mar 2021	5.0	Culture, Pay, Flexibility, benefits, nice office	The company has grown to a point where individual growth is slow.
198	Interesting culture	 Director	7 Mar 2021	3.0	Esteem, cafe, learning, network, benefits	Culture is too millennial and not enough work gets done.
199	Best company to work for	 Data Scientist	3 Mar 2021	5.0	"Having worked in other big tech, the culture here is far far better than any other company.

Benefits are really good

There is a lot of human connection, you get the feeling that people here really care about you

All the colleagues are super talented and there's a lot to learn from them"	Very US centric, so beyond a point, you have to be ready to move to the US to grow
200	It's facebook what do you expect	 Software Developer	2 Mar 2021	4.0	Good hours good money good people	If you want more of a challenge probably go for a startup
201	Awesome place to work for	 Communications Manager	27 Feb 2021	5.0	Good environment, good trainings, good salary, opportunity to grow, amazing offices, amazing people	Too complex, too big, little process, too many issues
202	Great company	 Account Manager	25 Feb 2021	5.0	Great benefit, great team people and environment, fairness	I dont see downside here personally
203	Facebook Business Planning and Operations	 Manager	22 Feb 2021	4.0	Good entry for consultants and bankers	Not a technically challenging role. More growth opportunities elsewhere so most people leave within 12-18 months.
204	Best Place To Work in	 Client Solutions Manager	21 Feb 2021	5.0	"People Oriented 
Impact driven
Office Perks"	"High Goal
Competitive Environment
Work Life Integration"
205	good not great	 Job Coach	17 Feb 2021	3.0	open and flexible, good bosses and free food	too loose structure, unclear goals,
206	Great place to work	 Business Integrity Associate	17 Feb 2021	5.0	Amazing colleagues and benefits. Interesting issues to tackle every day.	Hours can be quite bad for APAC. Have to take calls at night during NA hours.
207	Good company with great benefits and constant change	 Program Manager	8 Feb 2021	3.0	Benefits are one of the best in the IT market	"Constant change every few months, like a start-up. 
No role clarity"
208	Great working environment	 Recruiter	6 Feb 2021	5.0	- Smart colleagues, great benefits	- Can get too comfortable there
209	Good environment to work in, but career progression?	 Business Analyst	2 Feb 2021	5.0	Good working environment, great colleagues	No career progression. Do what you are supposed to do, nothing more, nothing less.
210	Alright	 Sales Development Representative (SDR)	1 Feb 2021	5.0	Good culture and managment. Overall great experience.	startup within a large organisation. Needs more alignment
211	Best company that can inspire you	 Feedback Specialist	1 Feb 2021	5.0	You will experience the latest systems and solutions you have.	none. it's amazing workplace ever.
212	Ops	 Specialist	30 Jan 2021	4.0	Autonomy to explore and develop projects	Lack of mentoring from management
213	Good Company, Great Culture	 Business Solutions Manager	28 Jan 2021	4.0	People are super nice. Working hrs are very flexible.	Sometimes can be overwhelmed by people around you
214	Good company will recommend	 Intern	28 Jan 2021	5.0	Good bosses and colleagues at work	Slightly imbalanced work life balance
215	Great place to work	 Marketing Coordinator	26 Jan 2021	5.0	Great manager and people in general - very knowledgable and competent team members. Free meals & snacks in the office help save time and money!	As a contingent/contract worker, I did not get access to the full benefits (but still on par with the industry standards). Full-time employees are very well taken care of.
216	NA	 Researcher	21 Jan 2021	4.0	Good culture and working environment	NA NA NA NA NA
217	Great culture but not perfect	 Account Manager	17 Jan 2021	4.0	Great work culture and perks	Teams need to communicate more to one another, each employee is overloaded with work, company needs to hire more people for support systems as our systems are buggy. Career progression for young hires within the company is nearly non-existent
218	Best company in the world.	 Client Solutions Manager	16 Jan 2021	5.0	Work life balance and the overall benefits, RSU and competitive salary, puts a lot of efforts in growing great managers.	people trying to be too perfect.
219	company for both career and personal growth	 Industry Manager	14 Jan 2021	4.0	great investment to employees, lots of learning opportunities as well	culture and work/life balance can be improved
220	Highly political and lacks organizational structure	 Regional Security Manager	14 Jan 2021	1.0	Global brand name which was supposed to empower people around the world	Highly political, lack of organizational structure, doesn't appreciate experience, qualifications and motivated people.
221	Nice works	 Java SSE	8 Jan 2021	4.0	"Nice project
Nice people
Smooth product
Salary benifits medical and leave policies are very good"	Nothing special about cons to explain
222	Almost a real utopia	 Contingent Worker	7 Jan 2021	5.0	You get to work with really positive, energetic, and smart people. The environment is incredibly supportive and flexible. However, I have heard different departments have different cultures so it depends on your luck too.	"The line is drawn very clearly between FTEs and contingent workers. Should you choose to take on a contractual role in FB, you need to be mentally prepared that you will be treated as a ""2nd class citizen"" and not all FTEs will be sensitive about it as they brag about their benefits in your face."
223	Getting more political, difficult to promote, less transparent	 Executive Assistant	7 Jan 2021	2.0	Good parks (Benefits are good), office furniture, free food	Political, difficult to transfer internally or promotion
224	Super great	 Account Manager	1 Jan 2021	5.0	professional team, everyone is friendly, caring	nothing really across my mind
225	Great place to work	 Program Manager	22 Dec 2020	4.0	Strategic, matrixed, partnerships, diversity, flexibility	Sometimes confusing, overlapping roles, redundancy of some roles
226	The company cares people most	 Senior Partner Engineer	18 Dec 2020	5.0	"600k medical fund per year per employee
Openness for feedback between anyone"	"Everyone is a genius, not easy for you to be highlighted. 
Internal social network takes lot of time to read and post."
227	Senior Account Manager	 Senior Account Manager	14 Dec 2020	5.0	Good prospect, environment and company always try to groom you for better skills	very competitive, no worklife balance
228	Great place to work	 Business Integrity Manager	8 Dec 2020	5.0	Excellent workplace culture, great colleagues and benefits, fun	Managing work across global teams can be challenging at times
229	Ok	 Intern	3 Dec 2020	4.0	Working there is fine generally	Fast paced, lots of thing can be better
230	Great Company who Cares for the People	 Strategic Partner Manager	1 Dec 2020	5.0	A lot of autonomy and work life balance	High speed of change and ambiguity
231	once in a lifetime opportunity	 Digital Marketing Manager	26 Nov 2020	4.0	"1. Great company culture
2. Opportunities to drive change and deliver impact"	1. Changes can be erratic on all fronts
232	Not too bad	 Associate Chemist	24 Nov 2020	5.0	Nice people and friendly work environment	Too far from home, spent too much time travelling
233	Great company overall	 Client Partner	17 Nov 2020	5.0	Work life balance and perks	None, Overall great company to work for
234	Great company & welfare	 Lab Coordinator	17 Nov 2020	5.0	They put your welfare before anything else. One of the best places to work in.	Time zones and having your team members based somewhere else in the world
235	good staff	 Administrative Assistant	17 Nov 2020	5.0	staff is kind and caring	There is a lot of job
236	Fast growing opportunity with great culture	 Data Strategist	14 Nov 2020	4.0	"Great culture with core values
Mission & impact driven work"	"Fierce competition
Difficult to make work/life balance"
237	Program Manager in Singapore	 Program Manager	12 Nov 2020	5.0	"Open culture
Freedom of speech
Perks at office 
Flexibility of work timings 
Bonus structure"	"Lack of work like balance 
Super difficult region to work with xfn"
238	Good company as employer	 Senior Director, Business Development	5 Nov 2020	5.0	good compensation in the industry	top down culture and no longterm projects
239	Contractors treated like 2nd class Citizens	 Gaming Associate	31 Oct 2020	2.0	"Liberal culture, freedom
Of speech ."	FB employees get 3 days off for thanksgiving while contractors are expected to take PTO or work . FTEs get $1000 as Wfh benefits while contractors get $250.  FB has a large workforce of contractors yet provide double standards.
240	Meaningful work	 Partner Manager	29 Oct 2020	5.0	Get to focus on strength based work	Very lean company, sometimes feels like we are short on resources.
241	Good workplace	 Client Partner	23 Oct 2020	4.0	Friendly work environtment, work-life balance	Strict guideline during covid 19
242	Good	 Operations Specialist	21 Oct 2020	5.0	Free food, cool office, nice culture and people	Difficult to get permanent role in FB
243	Facebook	 Facebook Software Engineer	19 Oct 2020	4.0	Work culture, Employee Benefits, Flexibile Time,	Odd Time meetings to catch up with global peers
244	Amazing experience for a fresh graduate!	 Anonymous Employee	5 Oct 2020	5.0	Facebook offers a lot of opportunities for growth and self development, but also allows us to learn at our own pace. Facebook also offers great values, from celebrating diversity to focusing on impact. Also, amazing work life balance!	May be overwhelming at first but everyone is so supportive!
245	Growth	 Product Marketing Manager	4 Oct 2020	4.0	Lots of opportunity to grow professionally	Narrowing of size and scope roles due to size
246	The best company to work for	 Campus Recruiting Manager	15 Sep 2020	5.0	"- Incredibly rewarding 
- Working to solve some of the hardest problems
- Opportunity to grow
- The company truly cares for you as an employee"	- Nothing to share here
247	Amazing Company!	 Program Manager	10 Sep 2020	5.0	Great company culture - open, inclusive and caring. Amazing perks and benefits. Lots of talented people with great personalities	New joiners may need more time to get used to the work culture of moving fast and prioritizing ruthlessly
248	Great company to work for and feel pround to be part of	 SGA Project	6 Sep 2020	5.0	The company really takes good care of the employees. People are constantly looking out for each other and making sure no one feels left along. The company has a very open culture and the management will explain the motivation of a policy and decision in deepth, so that everyone is on the same page and for better buy in. The perks are fantastic -- it surely is the best I have received and I think it might be the best in the local market too.	It is still a very clearly US-central company. For all meetings and townhalls, it is all held in US timing. I have colleagues who is not willing to have meetings after their office hours so they propose timing during Asia sleeping time...
249	Average	 Digital Strategy Manager	3 Sep 2020	4.0	Popular but not that much good for you	Boring Evil very child like people
250	Great employer	 Business Planning Manager	29 Aug 2020	5.0	Very good quality of people.	Intense working hours and competitive environment.
251	Good	 Internship	23 Aug 2020	4.0	Basically everything you would expect from the company. Very fast-paced, lots of learning opportunities and great people all around	No progression opportunities from internship
252	Awesome	 L&D Partner	20 Aug 2020	5.0	Great culture and great work environment	None I can think of
253	Good Management	 Software Engineer	19 Aug 2020	4.0	Love the perks and energy	Sometimes hard to get the ideas across
254	Amazing training	 Account Executive	6 Aug 2020	3.0	Good training opportunity, amazing benefit to employees	Stressful workload, not much support for new employees
255	Good culture. Good people.	 Partnership Marketing Associate	26 Jul 2020	3.0	People support and help each other	Contract employees only have very basic benefits specially on medical.
256	Best company I’ve worked for	 Recruiter	19 Jul 2020	5.0	Great culture (open) and benefits, really cares for their people	Move fast culture can sometimes mean things get re-prioritized quickly
257	Exciting but extremely competitive internally	 Global Client Partner	13 Jul 2020	4.0	Facebook is a company that takes very good care of their employees and, for the most part, have employees that are trying to do the right thing. There are many great people to meet and work.	Lots of pressure. There is no break and no slacking off. Ever. Every single day, every single week, month, quarter, and review cycle is its own battle. Everything is around your impact.
258	Marketing Specialist	 Marketing Specialist	11 Jul 2020	4.0	had a lot of fun and learnt a lot	Might be too big and everyone's doing their own thing sometimes
259	Excellent	 Account Manager	9 Jul 2020	4.0	flexibility, smart colleagues, career, open	not qualified system and process, not fair evaluation
260	Nice working experience	 Product Manager	27 Jun 2020	4.0	Friendly environment and working style	hard working is required sometimes but it is doable
261	Great Company	 Anonymous Employee	21 Jun 2020	5.0	"- Great benefits
- People are generally talented, friendly and helpful
- Good office culture and high level of flexibility"	- Company is too huge hence difficult to make huge impact as an individual
262	Have grown so much here - am really grateful for the experience.	 Account Manager	20 Jun 2020	5.0	1. Great company culture. 2. Lots of perks and benefits that make it difficult to leave 3. Easy to be headhunted/looks good on your resume 4. Great pay	1. Big company 2. Difficult to grow if you're in a non-tech role
263	Great company with brilliant team and culture	 Event Manager	27 May 2020	5.0	Working culture, progression, transparent, great benefits.	Non for cons that i can think of.
264	Generally good	 Client Solutions Manager	20 May 2020	4.0	Great perks and compensation, rapidly growing company	Large enough company but lack of structure
265	Good company	 Trainee	14 May 2020	4.0	very nice people and team	none - organisation is doing very well
266	Great for those who have kids to feed.	 Copywriter	5 May 2020	4.0	Free meals. So many perks. Good work life balance.	The job got boring eventually. People here are really skilled at covering a**. Too many incompetent people who are only good at talking.
267	One of the best companies	 Personal Assistant	29 Apr 2020	5.0	Pro people development and enhancement	non that I can think of
268	No headline	 Operations	28 Apr 2020	3.0	Everything is perfect here in this place.	None none none none none
269	Great company for both learning and compensation	 Senior Account Manager	2 Apr 2020	5.0	Steep learning curve. Great compensation	High workload. Strong competitiveness among peers
270	Good	 Manager	17 Mar 2020	5.0	"Good for company
many chances given"	"Not Bad for company
keep trying"
271	Product Manager	 Product Manager	16 Mar 2020	3.0	good experience to have on resume	management is inexperienced and there's a lack of planning
272	Toxic culture, work politics at its worst	 Communications Specialist	21 Feb 2020	2.0	"1. Colleagues are smart and you learn a lot from them
2. Good perks and benefits"	"1. Everything depends on the whims and fancies of your manager. If you've got a horrible one, beware, you'll be on a leash all your time here.
2. Work culture in the marketing, policy and comms team is super competitive, toxic, isolating and bullying is encouraged.
3. Despite raising concerns to HR about bullying, nothing is done about it and poor managers are rewarded.
4. Company is in an insecure state right now which trickles down to every level of management. Frequent back stabbing, anonymous feedback that harms you and bullying is rampant within teams. 
5. They rely on their ability as the world's largest social media site to get get talented people but do nothing to develop them or encourage honest and fair performance reviews. The PSC process is rigged from the start with low performers getting promoted and actual performers punished for speaking their mind. Its a Yes culture. Don't disagree with anyone if you want to survive here."
273	Greate position for those likes to buid and go to market.	 Solutions Engineer	5 Feb 2020	4.0	Have opportunity to work with product development team to build new solutions for clients	wear many hats such as pre-sales, technical support, product development
274	Manager	 Sales Manager	3 Jan 2020	5.0	"Good benefits
Good perks
Nice cafe
Smart people"	"Becoming political
Career progression is slowing down"
275	Business Solutions	 Anonymous Contractor	14 Dec 2019	4.0	Good working environment. Free and open-minded management, a lot of projects can choose.	Contractors cannot have some same benefits like medical care, family care as FTE, no bonus, no career improvement. Many contractors work even much better than FTEs but cannot be treated equally and someone will take it as granted and treated by bad attitude.
276	Researcher	 Researcher	10 Dec 2019	5.0	"This is the company I loved the most in my career experience.
Lots of work life balance, freedom to experiment in my role. Never micromanaging... really really love working here. Ive been here more than 4 years and not planning to go anywhere else any time soon!
I get to attend international conferences related to what I do, I have best food, get timely promos, get to attend my kids school meetings, performances and important dates.. I go to the gym 3 xweek at lunch time...  I cant be any more spoiled!"	Really nothing... This is the best palce to work for!.. I can tell you that the Singapore office and people are much nicer than the US though... just saying =)
277	Solid growth company with good company culture	 Client Partner	16 Sep 2019	5.0	Extremely respect people and diversification	Less individual impact since the platform is super big
278	great place	 Client Solutions Manager	6 Sep 2019	5.0	good work life balance, great people	not enough career opportunities for senior employees
279	One of the best places to learn, work and create genuine impact	 Intern	5 Sep 2019	5.0	"- Great benefits - food, nice office, snacks, entertainment, transport fees, etc. 
- Smart people who are motivated and gets thing done quickly. 
- Little to no politics
- Your work is meaningful and impactful even as an intern
- Open communication
- HR and office culture are 30 years ahead of everyone else"	"- Might be a bit tough if you're an introvert like me, you need to be more open and talk to a lot more people to learn (totally my fault) 
- Might feel work is not as impactful depending on role"
280	Incredible Benefit and Insane Growth Opportunity	 Software Engineering Manager	3 Sep 2019	5.0	"Facebook takes care of the employees
Lots of room to grow"	Freestyle, a lot of noises and distractions
281	One of the best workplaces on this planet!	 Program Manager	1 Sep 2019	5.0	Ability to impact the future of technology	People can get arrogant, if not kept in check
282	Marketing	 Marketing	3 Aug 2019	4.0	"+ Incredible diversity of thought, backgrounds and talents within the teams
+ Fast-paced organization, where work always stays fresh
+ Great managers invested in people's growth"	"-The pace of of work can be exhausting, and its easy to burn out without managing tine carefully
-The company is getting bigger and noticeably more bureaucratic"
283	Facebook	 Client Solutions Manager	19 Jul 2019	5.0	Very open, transparent, fast team	Stressful, cuz need to work with very smart person
284	Great environment	 Workplace Support Specialist	4 Jul 2019	4.0	"- Fun working environment
- Great colleagues
- Fantastic office
- Flexible management"	Nothing negative experienced in the company during my short stint there.
285	Once in a lifetime company	 Sales Leader	26 Jun 2019	5.0	"Company where everyone cares for each other. It's highly mission driven. 
No discussion on the perks since it's all available in the news."	High turnover rate in sales but still lower than industry standards.
286	An opportunity of a lifetime	 Anonymous Employee	17 Jun 2019	5.0	One of the best place to work with	Long working hours and lots of personal commitment
287	Lots of contract stuff	 Senior Art Director	4 Apr 2019	3.0	Good benefits. Free lunch. Cool office. Flexible working hours.	Bad leave policy for contract staffs. Differential treatment. Was told the role will be converted to full-time, but did not happen
288	Marketing	 Anonymous Contractor	16 Feb 2019	3.0	"- Enjoy some of the perks as FTE employees like sometimes free swags, free food, drinks and snacks 
- Have the opportunity to work in Facebook"	- As a contractor, you are really a second class citizen.
289	An exciting mission driven company to work for!	 Group Manager	24 Jan 2019	5.0	Mission driven company! Exciting place to be specially if your personal goals allign will the company mission.	Not a good working place if you are not an independent worker and need lots of supervision.
290	Head of Sales	 Head of Sales	24 Jan 2019	3.0	"Strong market position, several strong businesses and new growth opportunities, compensation & benefits
Decent opportunities for transfers"	"Excessive politics, lots of posturing and fake positivity, not generally accepting of truly diverse or challenging views
Sometimes feels like more time is spent playing games, than doing work"
291	Broken Systems and Processes	 Escalation Specialist	7 Nov 2018	2.0	"Great Food
Free Cab Service
Timely Salary"	Almost all Internal Tools were broken and various process followed in my role and at work were highly inefficient. Making any attempts to fix these broken pieces or raising awareness about the situation wasn't perceived well. Most teams were perpetually understaffed across regions thereby taking away all flexibility around leaves and other perks. No serious attempts are made to hire on priority. Sr. Management is well aware of the areas to improve flagged repeatedly by the team but almost no changes are made. Performance evaluation random and highly driven by Management's perception of the person rather than basing it Impact  on the job. The HRBP and and other resource teams add zero value and encourage the team to keep their head down and keep working. The work pressure is endless and the poor management makes it worse. My only regret is not leaving this role sooner.
292	Great Company	 Account Manager	22 Oct 2018	5.0	Excellent Culture, exceptional colleagues and fun place to work.	No variable pay, operational work, and almost no work-life balance.
293	One of a kind, amazing company!	 Anonymous Employee	13 Oct 2018	5.0	"- focus on impact, not just tasks you do
- transparency, engaging and global
- freedom and autonomy 
- amazing and supportive leadership team 
- most of the tenured managers are gold and are good mentors
- teams generally are very helpful to work and solve each other's problem"	"- starting to feel big with more structure, which is needed to operate at scale but might be hard to look for opportunity to make bigger impact
- things change quickly and sometimes comms fell through the cracks
- frequent performance cycle can be stressful"
294	Autonomy flexibility	 Team Lead	28 Aug 2018	4.0	Flexibility, good place to learn	No structure, too fast growing
295	HR, People Services	 Peeps Partner	15 Jul 2018	5.0	Cool office, Great Benefits, and is very casual environment! PS: The cafe is awesome!!	Lean organization, don't expect promotion as your only way to move up
296	Great Benefits but Poor Work Life Balance	 Anonymous Contractor	14 Jul 2018	2.0	"Working hours can be flexible.
Provide meals and snacks.
With the work environment, it is easy to learn alot"	"Strong issue with work life balance.
Pace is extremely fast, and changes happen to fast.
With less clarity on the job scope, it can get really overwhelming.
This is especially true with large organisation, and each one has their own agenda."
297	Program Manager	 Program Manager	6 Jul 2018	5.0	Exciting and on top of the new wave	moves really fast. You need keep up
298	Best company based on how it behaves in a crisis	 Anonymous Employee	5 Apr 2018	5.0	Mission oriented, idealistic, fast moving, long term oriented.	Can't decide whether it wants to be a startup or a mature corporation.
299	Partner Manager	 Partner Sales Manager	18 Feb 2018	5.0	Culture / Flexibility / Work	Not much everything is great
300	Client partner	 Client Partner	13 Dec 2017	5.0	Creative and connective ,more interaction , more understanding with network	Super handson and super fast moving, stay young and smart
301	Executive Chef	 Executive Chef	6 Dec 2017	5.0	Everything is a dream and fantastic	None everything is perfect and there's no cons
302	Amazing place to work at.	 Anonymous Employee	6 Dec 2017	5.0	"- At the forefront of the industry 
- Smart and very capable colleagues
- Ownership and trust from the leadership
- Great perks for those with kids and families"	"- Being the biggest in the world also means encountering problems which no one else have had to deal with
- Lots of work. but fun!"
303	Contingent worker as a 2nd class citizen	 Business Integrity Analyst	13 Nov 2017	1.0	"Great company perks
Great company to have on your resume"	"Weak accountability amongst Full-time Staff
Full-time staff take credit for work of contingent workers
No recognition or KPIs for contingent staff
Easily used as a Scapegoat to cover up mistakes by Full-time staff"
304	Best company to work for	 Project Manager	20 Oct 2017	5.0	"This is one of the best company I worked for in my 25year career. Extremely employee focussed, great benefits and caring. Work culture is very competitive, surrounded by very smart people and always one need to up the game to keep up. There are tons of opportunities to learn, grow and prosper.
It is always motivating to work in a place where the product helps billions of people around the world."	Salary may not be astronomically high compared to other bigwigs, yearly salary raise is lower too.
305	Negative culture in SG office	 Partner Manager	5 Oct 2017	2.0	Good benefits, flexible work hours, opportunity to help small businesses grow.	Bad management, aggressive infighting culture, unhappy suppressed employees. Politics slowly emerging in every organization.
306	Business Integrity Analyst	 Anonymous Contractor	20 Aug 2017	4.0	Flexible working hours. Productivity is not a KPI. Place for self-development and recuperation.	Upper management practices a eyes-on-hands-off approach in handling internal team issues. Lack of appreciation and action for team. HR is non-existent in the company.
307	"""Nothing is someone else's problem"""	 Anonymous Employee	24 Jul 2017	5.0	Smart collective of people. Able to move fast - shift anf lift. Agile community. Strong perks and amazing food. Best intend for clients and users.  High integrity. Freedom to do waht you want to do, and thrive on your strengths. Fair compensation.	Although a good work-life balance is stimulated, you tend to be always on (by choice).  Support has to be won - you need to have a selfstarter mentality.
308	Product Support Team - Disappointment	 Product Support Specialist	18 Jun 2017	1.0	"The pros are - 

- The overall company culture
- Good food

I did not find any pro in the product support team. 

I would recommend working at Facebook, but be very aware of which teams you join, the core responsibilities, the manager, the career level your are joining at etc."	"- It was a struggle to spend time in such a monotonous and mundane role. 
- I was sold this role to be a product role, but this is a pure Operations role. 
- Do not be fooled when asked / told about strong analytics required etc, you would most likely end up answer to angsty folks in sales teams and doing customer service.

Please spend your time in a core role, it is where you'd have value in Facebook. It is easy to feel rudderless in this role (no matter what is told to you during your interviews). Employees in non-support / core roles are valued in the company, unfortunately this team and its immediate umbrella organization is not one of them."
309	Regional Marketing Manager	 Regional Marketing Manager Singapore	24 May 2017	5.0	"- Great company to work with
- Huge learning opportunity
- Brand name for your resume
- Awesome management team and colleagues"	"- Politics is emerging slowly
- Difficult to choose between work and parties"
310	Business Integrity Analyst	 Business Integrity Analyst	10 May 2017	5.0	The best place to work at!	Work-life balance sort of goes for a toss.
311	Incredible place to be; not incredible place to grow	 Client Partner	17 Jan 2017	5.0	"* Culture there is positively amazing, and it believed and lived.  Consistent throughout offices around the world--a rarity.
* Benefits are world-class
* Mission driven--everyone believes in it
* Zuck is fantastic"	* At this point in the organization's life they are more inclined to hire managers from outside instead of promoting from within.  Many employees have been burned by violated expectations around this.  Therefore, no longer a great place to get new responsibilities quickly--you kind of just stay in place as the pyramid grows around you
