	Summary	Job Title	Date	Overall Rating	Pros	Cons
184	Product Manager at HP Inc	 Product Manager	29 Mar 2021	5.0	Great company to work with great benefits	No cons it's a great company to work with
185	Flexible working environment	 Business Operations Manager	27 Mar 2021	4.0	Flexible working hour and environment	Management only focus on high level judgement, less appreciation of detailing
186	Great company	 Strategic Sourcing Manager	21 Mar 2021	5.0	Very result oriented and very humane company...	Pay range can be better, but that not too bad with the work-life balance given.
187	Good for fresh graduates	 Product Engineer	18 Mar 2021	4.0	people oriented, friendly colleagues and working environment	slow career advancement, relatively low bonus
188	Great place to work	 Anonymous Employee	18 Mar 2021	4.0	Friendly colleagues , flexible working hours.	salary not as competitive as others
189	review headline	 Pricing Analyst	18 Mar 2021	4.0	MNC with global presence, stable company	very specialized scope, hard to gather different working experience
190	IT Support Specialist	 IT Support Specialist	9 Mar 2021	2.0	No Pros except its you get your pay on time.	Lots of politics - filled with incapable management
191	Intern	 Data Analyst Intern	7 Mar 2021	5.0	Nice environment and everyone is friendly and supportive. Great work-life balance.	People are very comfortable with the current way of doing things.
192	Not too bad Not too good	 Anonymous Employee	7 Mar 2021	3.0	MNC work culture, basic benefits are there	Things move to slow, too many middle management
193	Ok for my first job.	 Product Engineer	5 Mar 2021	4.0	Good Mentoring system and nice office	Do not have much cons I can think of.
194	Great experience!!	 Data Science Intern	1 Mar 2021	5.0	The managers and team leaders are extremely nice and will guide you with their vast experience.	Remote working during covid was sad but inevitabke.
195	always learning	 Strategic Development Manager II	1 Mar 2021	5.0	flexible work culture including late evening working	career growth not as per market
196	Great company to work with	 OSR	27 Feb 2021	5.0	The people and it’s culture, great opportunity to explore other domains.	Very flexible, so when working from home, u need to be highly motivated. Mediocre pay
197	Generally a good company to work	 Business Development Manager	24 Feb 2021	4.0	Company culture is good; free to share opinions	Slow on business decisions; process not automatic
198	lots of opportunity	 Senior Firmware Engineer	20 Feb 2021	4.0	company is doing good, have lots of work	work life balance concept slowly diminishing
199	HP INC	 Business Operations Manager	14 Feb 2021	5.0	"Provide good working environtment
Good working Culture
Provider tools and system 
Flexible"	"Limited prospect
Low % of bonus
Low % of increment
Welfare"
200	Good company	 Consultant	11 Feb 2021	5.0	Good working culture, lot of opportunities	I dont experience anything in Cons
201	Good for Work life balance	 Software Engineer	3 Feb 2021	3.0	Great place for work life balance	not much growth in terms of professional skills
202	Great place to work.	 Marketing Specialist	2 Feb 2021	5.0	Good culture , workplace and people.	No cons for now at least.
203	Recommended	 Data Science Intern	2 Feb 2021	4.0	Very good work life balance	Low pay and low motivation to excel
204	Good comoany	 Program Manager	25 Jan 2021	4.0	Flexibility to work from home, working hours can be adjusted, non-toxic environment, good team work	Promotions are very rare, some people are resistant to change
205	Great Environment to work	 Product Quality Lead	17 Jan 2021	5.0	Everyone is helpful. Openness in accepting feedbacks.	I do not have any feedback
206	Department Specific Progression	 Engineer	17 Jan 2021	3.0	Good work life balance, nice building and environment, flexible hours	"Depending on your department, if it's not in the growth sector focus will be placed on cost cutting and you will be stretched when turnover happens. Training is done in-house as opposed to external certification.
Too many meetings."
207	Test	 Senior Software Engineer	15 Jan 2021	4.0	good work place, great team	benefits needs to be on par with the industry
208	Great working environment	 Product Engineering Lead	14 Jan 2021	5.0	Great working environment , good colleagues and wonderful culture	Need to juggle Work life balance
209	work life balance	 Data Scientist	13 Jan 2021	4.0	work life balance. good management	salary is under market rate
210	Life at HP	 Technical Specialist	11 Jan 2021	5.0	You can learn a lot of things and make some good amount of money.	It is a 12-hour shift job.
211	Data Analytics intern	 Data Analytics	11 Jan 2021	5.0	HP inc culture is one of the best I have seen in tech companies so far. The benefits you get are also at par to most of the companies in Singapore	The only downside is they do not have any graduate development programme and most of the hiring is based on vacancies
212	Low Opportunity for career progressing	 Software Engineer	11 Jan 2021	3.0	Noting to do at work	Low Salary with less opportunity
213	Good place to learn	 Engineer	5 Jan 2021	4.0	Great work life balance and supportive of learning	Change of management is the new constant
214	It is a great company with great values, great benefits	 Search Engine Marketing Manager	1 Jan 2021	4.0	This is a great place to work in. Culture is good, company practises integrity, demonstrates compassion, people are often nice. Opportunities are given when you ask for it. There is constant support for employees to retrain themselves.	As with all MNCs, there are red tapes, things move slow.
215	Good Company	 Business Operations Manager	27 Dec 2020	4.0	Great Place to work with Flexible Workplace Environment	Expect to work with different time Zone
216	Good	 IT Engineer	22 Dec 2020	4.0	Work life balance is good	Less career opportunities and growth
217	Nice	 College Intern	22 Dec 2020	5.0	Work life balance is good	Pay is a little low
218	Internship	 Software Engineer	21 Dec 2020	5.0	Flexible working time, open environment	Working under Covid-19 felt not so good
219	Good Company	 Senior Manufacturing Supervisor	16 Dec 2020	5.0	"good environment
flexible working hours
a good provider of training"	dynamic and fast phase organization
220	Company Culture and Value	 Engineering Manager	9 Dec 2020	4.0	A good company that provides huge opportunities for individual to learn and develop their career in many area of work	Years of transformations and changes due to competition and cost the company original culture has been eroded
221	Management	 Operations Supervisor	7 Dec 2020	4.0	Continuous learning company with equal opportunity	Lean workforce that leads to high pay load
222	Good Environment	 Data Scientist	6 Dec 2020	4.0	Good environment, nice team meats, good work and life balance	low salary, not good for career development
223	great place to work	 Finance Manager	3 Dec 2020	5.0	Diverse and inclusive environment, great flexibility	too many reorganizations over short periods of time
224	Great Company	 MCS	1 Dec 2020	5.0	Fun job, great place to learn	They could provide better food and drinks in the staff kitchens
225	Nature of work	 Software Engineer	26 Nov 2020	5.0	Stable Job and leaning progress	Pay low & work load
226	Very good	 Mechanical Engineer	21 Nov 2020	5.0	Good environment and culture, no racism	Not many cons all I can say is although flexible timing sometimes need to work at night
227	Employees centric company	 Business Operations Manager	19 Nov 2020	4.0	Flexible work and trust in employees. Think ahead and plan ahead.	Lower pay increment and performance bonus.
228	Good	 Manufacturing Technician	19 Nov 2020	5.0	Good for your work enviroment	Good for your monthly paid
229	Good	 Regional Sales Manager	11 Nov 2020	3.0	Good benefits. Compensation matches market	Work hard and less empathy
230	Good culture and good benefit	 Presales Consultant	8 Nov 2020	5.0	Good Culture and Work and Life balance	A bit old and too much internal process
231	Good Company	 Intermediate Financial Analyst	5 Nov 2020	4.0	Flexible time , Std insurance benefits etc	Depends strongly on your Immediate boss
232	Dynamic environment	 Business Operations Manager	5 Nov 2020	5.0	Open, receptive, dynamic, friendly and helpful colleagues	Work round the clock due to collaboration across 3 time zones
233	Ideal Platform to begin	 Process Engineer	4 Nov 2020	4.0	Flexible work environment and culture	Salary and benefits are not as attractive
234	Great	 RNO/P ENGINEER	2 Nov 2020	4.0	Awesome to work and the ppl r great	Nothing bad to review so far
235	Good company	 Senior Business Analyst	31 Oct 2020	5.0	Flexi working hours and mostly nice people	Low to medium pay range
236	Excellent	 Vice President	31 Oct 2020	5.0	HP established the Silicon Valley culture we know today 75 years ago	HP is often referred to in the past tense. Yet they continue to flourish and are still number one or two in almost every market they play in.
237	Great Company	 Associate Engineer	25 Oct 2020	5.0	A good company to work at.	the salary and benefits are just ok
238	Buyer	 Buyer	24 Oct 2020	3.0	Great management, even better coworker	No work life balance; dont expect good bonus
239	Modern working place	 Experienced Assistant Process Engineer	16 Oct 2020	5.0	Open culture , Humanity ,Environment, high quality work, team work, growth mindset	poor management skill ,unclear job scope, traditional Culture ,
240	Good company to work	 Mechanical Design Engineer	15 Oct 2020	5.0	"Good working environment
Nice people to work with"	Career progression could sometimes be slow
241	FA	 Financial Analyst	15 Oct 2020	2.0	structured good for learning in early stage	No career advancement opportunities yet
242	Great Company Culture	 Senior Software Engineer	15 Oct 2020	5.0	"There is work life balance .
People are nice.
Flexible timing.
Results-oriented culture."	Nothing bad I can think of.
243	Still a great MNC to work for	 Enterprise Sales Manager	13 Oct 2020	5.0	Scale, opportunity, pay, colleagues, culture	Tends to be slow and cautious
244	Great company	 Senior Director	13 Oct 2020	5.0	Great culture, collaborative teams, excellent leadership	in a declining industry, especially print
245	Fast	 Doctor	9 Oct 2020	4.0	Efficient and good locality in town	None That I can think of
246	very good company	 Expert Engineer	6 Oct 2020	5.0	"company takes care of employee
good people
good working environment"	"pay increment a bit slow
promotion a bit slow"
247	Great Place to Learn & Grow	 Senior Data Scientist	5 Oct 2020	5.0	Excellent Employees to work with and lot of opportunities to upskill internally.	Nothing specific to mention here - had an excellent time working there
248	Great place to work!	 Electronics Engineering Intern	2 Oct 2020	5.0	Great support from members and supervisors to get the job done. Liberty and freedom to embark on many projects.	Not that I can think of.
249	Not as used before	 Sales Pursuit &amp; Closure	30 Sep 2020	3.0	Flexible working, no micro management	Low salary, management not capable, not at top of technology development
250	Good place to work	 Network Engineer	23 Sep 2020	4.0	Good place to work and helpful staffs	no proper career growth .
251	great workplace	 Manager	17 Sep 2020	3.0	generally positive, lots of challenging projects	annual increase on the low side even on a good year
252	Work life balance, growth mindset	 Expert Engineer	16 Sep 2020	5.0	Work life balance, growth mindset	Maybe salary n bonus not as high as other high tech companies
253	Great company to work	 Business Strategy Manager	2 Sep 2020	5.0	Great people and leadership that cares about employees	Salary can be below par
254	-	 Global Supply Planner	1 Sep 2020	3.0	Good place to work at	It is different for everyone depending on what you are looking for
255	Best place to work	 Procurement Engineer	31 Aug 2020	5.0	amazing people & work culture with positive environment	benefits are mediocre, pay is very average
256	Flexible	 Process Engineer	22 Aug 2020	5.0	The Company has a Flexible Working Environment	Your Job Responsibilities might over stretch
257	Highly motivating work environment	 Marketing Strategy Manager	20 Aug 2020	3.0	High growth potential, work benefits & flexinility	Frequent changes to Organization Structure & Management
258	Good Company	 Business Process Engineer	20 Aug 2020	4.0	"Work life balance 
flexible working location (able to work from home depending on your role)
Flexible working hours ,if you have late night calls.
Opportunity learn new skills and offers various course for free"	"Pay increment and bonus is low.
Late night calls if you have meeting with America and Europe."
259	Good	 Engineer	13 Aug 2020	5.0	Work Life Balance, People are really nice here.	Pay increment is rather low
260	Great company with great culture and value	 Mechanical Engineer	12 Aug 2020	5.0	Great working environment with work life balance	In the midst of redefining company strategy
261	good company to work at	 Engineer	7 Aug 2020	4.0	people culture flexibility work life balance	salary less than what other tech company offer
262	No longer a good company	 Systems Engineer	5 Aug 2020	2.0	"Flexible working hours
Medical benefits are good"	"Re-org every few months. 
Cronyism is bad
Lots of red tapes
Managers only care to make senior management happy but ignore the people at the ground."
263	Reinventing	 Category Manager	4 Aug 2020	4.0	Good culture, very wide portfolio, international	Too big, not nimble to change, legacy
264	Flexible company and a friendly environment	 R&D Engineer	1 Aug 2020	4.0	High autonomy at work, given liberty to deep dive on things. Pretty nice work life balance. Business travels are common, exposure is there.	Relatively slow pace, compensation is below market average.
265	Very good!	 Financial Analyst	27 Jul 2020	4.0	Good benefits and people and friends	Sometimes there are long hours,
266	Great culture	 Engineer	16 Jul 2020	4.0	Work-life balance and great company culture	Pay not as competitive as other engineering companies
267	A great company to work for	 Businessmanager	3 Jul 2020	5.0	People focussed. Supportive during the COVID19 crisis	Hard to find anything negative to say
268	it's a good place to work	 Data Scientist	4 Apr 2020	5.0	good people and interesting tasks	charges 7 SGD to buy the card for canteen
269	A great place to grow, for fresh grads or early career starters	 Marketing Intern	2 Apr 2020	4.0	Personally, I was lucky to work with a supportive team who was dedicated to teach and guide me about the internal operations.  I was also given fair amount of autonomy to take charge of smaller projects, and was exposed to various cross-functional/market project meetings which have really expanded my knowledge of marketing and working life in an MNC. The culture there is mostly healthy as well - they encourage employees to be open, values-driven, and have a thirst to innovate.	"Even though I didn't experience it first-hand, I have witnessed the difficulties in learning how to manage different colleagues and people; some people have differing interests and intentions which may cause misalignment or conflicts during projects.
Lean on headcount, therefore some teams can be overstretched, and seems to be little room for promotions within the next few years, at least in Singapore."
270	Good place to work	 Anonymous Employee	31 Mar 2020	5.0	"open culture
flexible 
lots of internal opportunities"	"constant cost pressures
Poor HR"
271	Great people	 Business Development Manager	6 Mar 2020	5.0	It has great people and culture.	At times, the organisation structure makes it bureaucratic.
272	Great work life	 Data Analyst	2 Mar 2020	5.0	Great work life and community service	Nothing that I could think of
273	Strong brand name with poor talent management	 Business Director	1 Mar 2020	2.0	Strong brand name, good pay.	Poor talent management, lacking innovation
274	Undergrad Internship	 Intern	27 Feb 2020	4.0	"- Exposure in big company
- Working environment is comfortable 
- Learn to take on projects and work on your own
- Occasional free breakfasts/meals
- Shuttle bus to MRT"	"- Lack of guidance from mentor — was thrown into a project that no one on the team had any experience with. Was left to Google as my mentor
- Mentor was frequently not in the office anyway."
275	Excellent Company Culture	 Senior Program Manager	27 Feb 2020	5.0	Great people Managers and Colleagues!	"Constraint by the legacy CRM system and speed of execution is affected by 
beaurarcy of the systems."
276	One of the best company to work for	 Financial Analyst	25 Feb 2020	5.0	Great flexibility policy, great benefits, love the culture.	Under going organization restructuring and currently laying off employees.
277	Best company to work for	 Product Engineer	22 Feb 2020	5.0	Work life balance, reasonable boss, friendly colleagues, good benefits	Salary maybe not be at high side compared to peers but it's OK if you enjoy the working environment and culture.
278	Hard to work	 Anonymous Employee	20 Feb 2020	1.0	Flexible workplace, work&balance, managing schedule	Networking only company, nothing to do for newcomers
279	Structured & organised environment	 Intern	14 Feb 2020	3.0	Good office environment, motivated colleagues	Could have more guidance from managers
280	Wonderful company to work with	 Conseiller Develippement	30 Jan 2020	4.0	Wonderful brand and capable colleagues	Too much processess and political networks
281	Great work/life balance, progression can be limited	 Product Engineer	29 Jan 2020	4.0	"- Flexible working hours (good work/life balance)
- People are generally nice and helpful
- Office is pretty nice
- Work can be as fulfilling as you want it to be 
- Good travel opportunities if you like that, and you get to stay at nice hotels"	"- Progression can be limited since the organisation is so flat (people with 20 plus years experience are doing the same thing as I am)
- Pay is average"
282	Employer of Choice	 Engineer	23 Jan 2020	5.0	HP’s work culture is great! People are supportive of one another and take the time to teach others. With extensive IP around microfluidics and best in class innovation in personal systems, we also have a strong business outlook beyond print and PCs.	Being a large company, it takes some time to get everyone pulling together. But once we do, we go very far.
283	Good place to start and semi-retire at	 Business Operations Analyst	21 Jan 2020	4.0	Majority of people are friendly and willing to help	Increment and bonus is very small
284	Trust your managers	 Anonymous Employee	16 Jan 2020	1.0	opportunity to move across different industries	too much disrespect for local views, and lack of mentoring to improve staff
285	APJ Commercial Marketing Manager	 Marketing	17 Dec 2019	4.0	Work life balance, career opportunities and Growth mindset	Consideration for quicker time to market
286	It an amazing company	 Solutions Specialist	2 Dec 2019	4.0	Great company and great culture	Every 2 years they re-structure
287	Comfortable working environment	 Software Quality Assurance Engineer	18 Nov 2019	4.0	Colleague, culture, work life balance	Business future plan, business segment, industry
288	Data Science Intern	 Data Science Intern	5 Nov 2019	4.0	Good  environment, friendly colleagues, good payment.	career opportunities not good enough
289	A good company to retire but not for progression	 Principal Engineer	27 Oct 2019	3.0	Work life balance. Flex hours	Stagnant career progression.  Low compensation compare to other similar companies.
290	Great experience for fresh graduate	 Process Engineer	24 Oct 2019	3.0	Lots of stuff to learn about the big organisation	A lot of cost cutting going on
291	Pleasant Working Culture	 Anonymous Intern	4 Oct 2019	5.0	Not so much pressure for employees.	Sometimes lack of energy for employees.
292	Great people	 Specialist Software Engineer	30 Sep 2019	4.0	Continuous learning and grow technically strong	Too big company, you will need to work hard to be lucky.
293	Positive Working Environment	 Senior Finance Analyst	26 Sep 2019	4.0	A good platform to learn and grow in yout career. Positive working environmemt and excellent staff welfare	No more flexible working hours and the new desk arrangment is small and not comfortable.
294	Flexible	 Business Operations Manager	22 Sep 2019	3.0	Flexible, good culture, no politics	low salary compare to market
295	Good Culture to start with	 Intern	9 Sep 2019	4.0	Great Culture and interesting work	Not a formal program, growth and satisfaction depends on team and manager
296	Program manager	 Program Manager	3 Sep 2019	5.0	Life balance between work and family	Flatten compensation across employee in engineering
297	Excellent organization	 Anonymous Employee	2 Sep 2019	4.0	"Great company to work with. 
Open door policy, Hierarchy is not seen. 
Very casual environment
Great people.
Very less or no Politics (unless you create one or encourage one)
Salary is up to the market
Employee benefits are OK OK, not bad"	"Frequent org changes like many other technology company, which can lose the best talents.

in some cases a few of them lost their job, were given Package based on their tenure in HP, later they rejoin the company after a year. both the candidate and org lose money/time.

new roles offered for externals in most cases."
298	Initiative is very important	 Process Engineer	4 Aug 2019	3.0	Flexibility in terms of time management is really good	Management is something that requires alittle adjustment as an employee
299	Great place to work but lots of reorganizations happening recently	 Compliance Officer	24 Jul 2019	4.0	"1. HP Culture - people are generally friendly.  generally feels like a happy environment
2. Collaborative - most of your work requires you to sync up with people from other departments."	"1. Career Development - there is not much training happening in my organization such as certifications to help with career growth.  It can feel you are stuck and don't feel any career progression.
2. Work-life Balance - although top management try to make this as a priority, introducing people initiatives like global wellness challenge, but if you are working in operations, you still have to work after hours and have late night calls especially if you are part of the Global function. After the late night call, you are still expected to be in the office the day after and can really be tiring and detrimental to ones health."
300	giant going down	 Business Operations Manager	20 Jul 2019	3.0	No matter what, HP is still a big name that is useful when you interview. Some processes have been mature for many years so you can still learn a lot. Work life balance is good here.	the company is too big to change and many people are too stubborn to change too. It is a death spiral. With 0 or negative growth in revenue/ profit, you do not get too much adjustment in salary either.
301	Increase pay	 Demand Planning Analyst	7 Jul 2019	4.0	Great working environment, people, management, work-life balance, opportunities, culture	Salary and bonuses are low
302	No Rush Stay back and relax	 Senior Firmware Engineer	3 Jul 2019	3.0	Work-life balance, No pressure or hectic schedule , no micro management (most of the managers)	HP is Not for hungry brains or to earn.  more like a service based company
303	more than 12 years with HPI	 Engineer	2 Jul 2019	4.0	mostly you meet nice & helpful peoples. Flexible work arrangement (depend on boss). Consider has good SOP and work process.	Sometime you feel nice but could be next scapegoat without knowing. It huge organisation.
304	Benefit	 Anonymous Employee	1 Jul 2019	4.0	"Flexi time
Work life balance
Mild politics"	"Low salary
Limited career progression
Low bonus"
305	Good Boss	 Marketing Communications Manager	29 Jun 2019	4.0	Flexibility to work from home and work-life balance	Benefits of contract staff is not as good as perm staff
306	Product engineer	 Product Engineer	10 Jun 2019	3.0	Flexible working hour. Work life balance is good.	Promotion is slow. Salary is not so good.
307	Good company that appreciates talents	 Internal Audit	22 May 2019	5.0	Flexibility hours, Opportunities to learn and grow, Great culture	Large organization with big processes operating in Silos. Could be a challenge to align back to company priorities
308	Good stepping stone, bad as long term job.	 Supply Chain	14 May 2019	3.0	Work flexibility, people are generally nice, system setups and processes are well defined, learning curve is broad, have a clean and new office.	Workload imbalanced between teams, work life balance is quite subjective, politics game quite heavy, low salary and increment, prospects not very good as it is very dependent on people above you to leave.
309	Great company, great manager	 Software Engineer Specialist	15 Apr 2019	5.0	"- Lot of flexibility in terms of timing
- A lot of trust on the employee
- Friendly and very helpful manager
- Very friendly team
- Lot of experience to collaborate with various teams"	- HP is moving forward with adapting latest techniques in its developments but can be a little better to optimize some of those development methodologies specific to the asset groups.
310	Great company to work for!	 Embedded Software Engineer	9 Apr 2019	4.0	"Work Culture
Career Growth
Work Life Balance
Trust on Employees
Reorganizing for market changes"	"Pay Compensation
Spendings on Innovation is Low"
311	Great place to experience work-life balance	 Senior R&D Engineer	9 Apr 2019	4.0	HP offers many opportunities and flexibility for you to grow and shape your own career. HP staff are generally friendly and helpful to the extend that some of them are like your family.	There many non-work events (e.g. volunteering, sports, talks, team buildings, etc) happening in HP. You have to carefully manage your time to strike a balance between work and non-work related activities.
312	Best place to start and grow a career	 Engineer	8 Apr 2019	5.0	High flexibility and manage by objectives, strong HP Way culture which is people oriented, trust and respect in place,  good training in place and lots of career advancement opportunities	Base pay can be better to  be among the top in Singapore companies to retain and attract talent
313	A great place where individual effort is noticed and appreciated	 Business Relationship Manager	8 Apr 2019	5.0	Employees are empowered to decide and deliver on their work. Managers constantly ask for feedback to improve as opposed to top-down decisions.	Working late nights occasionally can be disruptive to personal well-being
314	Very Good	 Finance Director	31 Mar 2019	5.0	good career progression opportunities in finance	benefits, specially healthcare, not good
315	Good working environment	 Demand Planner	26 Mar 2019	3.0	Flexible and good hours, lots of autonomy over what you do	Poor pay progression, increment matches or is lower than inflation
316	Lots of learning opportunities	 Supply Chain	24 Mar 2019	3.0	Nice and respectful colleagues and bosses. Overall good working environment with flexible working hours and work from home occasionally	Have to be self taught most of the times and experience the learning curve by yourself
317	Stable and rewarding	 Senior Product Manager	16 Mar 2019	4.0	Decent salary, good work life balance, nice office	Salary not as high as other companies
318	Marketing Manager	 Marketing Manager	5 Mar 2019	4.0	Established brand, nice working environment & good colleagues	Unstablity. Every quarter always retrenchment
319	Needs quite a bit of effort but still doable	 Mechanical Engineer	28 Feb 2019	5.0	Really nice company to work in. Great experience. Must be able to multitask a bit and overtime is required more than regular.	Do need to be self-taught and responsible.
320	Work life balance	 Anonymous Contractor	26 Feb 2019	4.0	Very flexible working hours. Can work from home when you don't feel like coming to office. People are generally very nice.	Not a place for people who dream big. Many people are comfortable here and have no drive to make any change or improve things
321	Good working environment with management full support	 Principal Mechanical Engineer	1 Feb 2019	5.0	The working environment and culture	It is a great working place
322	Life!	 Business Analyst	18 Jan 2019	5.0	"Best work life balance
Family oriented 
Good environment 
Amazing exposure"	Many have been here for 20 odd years, some carry themselves with a certain attitude
323	Fw engineer	 Fw Engineer	12 Dec 2018	4.0	Flexibility  in work，work life balance	Less career growth, salary acceptable
324	Stable but in IT No Career Advancement	 Anonymous Contractor	2 Dec 2018	3.0	Job security was decent. The work role itself was stable with manageable changes and incremental technology advancements to give a reasonable challenge. The staff members I served as part of my role were typically reasonable and polite. Local management was very reasonable and receptive to requests. Flexible work options were possible.	Contract employees do the same amount of work and shoulder the same amount of responsibility full time employees do but do not get any of the employee benefits they do. There was no room at all for career advancement. Chances of conversion to a permanent role did not exist in the few years I spent there. Interference and red tape from an upper management which not value or understand the job role was a problem. Local management did not have the backbone to deal with this. This led to dealing with some impossible situations.
325	Good place to work!	 Business Operations Analyst	13 Nov 2018	4.0	Flexible and managers do not micromanage	difficulty in moving from one position to another
326	Good Company for work-life balance	 Anonymous Contractor	24 Oct 2018	4.0	work-life balance, good benefits for permanant staff	No growth,less salary, almost no hike
327	Relax work environment	 Senior Software Engineer	17 Oct 2018	3.0	Flexible timing. No work pressure	Not much career growth overall
328	Process Engineer	 Engineer	7 Sep 2018	4.0	Flexible hours. Work life balance good. Staff voluntarily work extra hours. Open culture.	Increaments are below market level.
329	Quality Engineer	 Quality Engineer	14 Aug 2018	4.0	Work life balance. Flexible working hours. Good careers development. Good working environment.	Low increment. Sometimes too much politic..
330	College Intern review	 College Intern	11 Aug 2018	5.0	One of the best place to work with open culture and free seating style	The organizational structure is a bit confusing when you just joined.
331	Struggling Tech Giant	 Software Engineer	29 Jul 2018	4.0	"Flexible Working Hours
Great working environment"	Everyday can be the last day
332	College intern	 College Intern	3 Jul 2018	4.0	Good welfare. Good mentorship by colleagues	Currently Can't think of any.
333	Great company!	 Intern	3 Jul 2018	5.0	Simply the best! Great management and culture!	No cons so far yet!
334	Good learning experience and competitive pay	 Program Manager	31 May 2018	4.0	Holistic view at PLC and end to end process. Wages are competitive with good benefits.	Re org very common and metrics by different organizations contradict each other
335	R & D Firmware Engineer	 Firmware Engineer	16 May 2018	4.0	"Wide career options
Flexible timing- as long us your work is done, no one cares of the time.
Great company with great culture and great people"	"Too many changes with the management and road maps.Project can be ""called off"" all on a sudden."
336	HP, a friendly tech-giant	 Recruiter	16 Apr 2018	4.0	"Amazing work place
Work/Life balance.
Has good ideas on their people strategy
Good infrastructure
Good brand name
Flexible work schedule
Leadership team are down to earth"	"Many initiatives are high level and seldom put into something that is tangible
Many long-stay employees who are still stuck in the old ways of doing things
Likes to talk about career opportunities but will not look at internal candidates from other functions  
Not the most competitive comp&ben"
337	Cool Workplace	 Senior Engineering Manager	13 Apr 2018	5.0	HP Inc values employees as individual, and embrace diversity and inclusion in the workforce.	Need to have a metric in place to measure pay  equity in organization.
338	Talent Partner	 Anonymous Employee	10 Apr 2018	5.0	"Amazing culture and people
Great leadership
Career Opportunities
Mobility"	Slow to invest in the unkown
339	Continued Reinvention	 Anonymous Employee	10 Apr 2018	5.0	"People and Culture - HP continues to demonstrate from top down their focus on people and building the right culture for people to thrive
Dedication to innovation - the products and venture into 3D printing have been an amazing journey
Career opportunities - more flexibility and agility on job scope, allowing career growth"	It is a much leaner org since separation from Hewlett Packard, so employees are expected to work smarter and harder
340	Global BI Project Manager	 Project Manager	30 Mar 2018	5.0	Work Life Balance; Opportunity for complex and transformation project	Matrix organisation challenging to drive change due to lack of accountability
341	Good working environment	 Senior Procurement Specialist	27 Mar 2018	4.0	Good working environment & nice colleagues.	Some senior management doesn't demonstrate HP value & behave disrespectful to staff. Need more management skill training on them to improve.
342	Company culture and work life balance	 Senior Financial Analyst	23 Mar 2018	5.0	Overall company culture is positive. Senior management cares about their employees. Many training opportunities and talent program is well established.	Average working hours 9-10 hours per day. Sometimes even 12 hours during peak season. Late WW calls due to time differences. But GBU is kind and understanding towards regions.
343	Good place to work in, needs improvement in some areas	 Project Manager	7 Mar 2018	4.0	"Senior Management leadership is moving the company in the right direction

Great environment to learn with experienced colleagues

Opportunities for personal and professional development

Very family oriented culture and ability to work from home as long as work is being delivered (Depending on organization)"	"University Internship conversion to full time hiring is rare

Generally older workforce in the company and information and skillset transfer is inadequate when staff retires and new staff is hired to take over, resulting in delay for new staff to get online

Not dreaming big enough and taking risks to propel the company for the future

Too much focus on cost down activities

Compensation is not competitive enough

Not enough  job rotation to keep staff engaged to reduce silo mindset"
344	Data Scientist	 Data Analyst	6 Mar 2018	5.0	Culture is good. People are nice	Maybe longer promotion time for employers
345	Missing it.. Regret leaving	 Anonymous Employee	13 Feb 2018	5.0	Good work life balance, caring management, friendly people, beautiful office	Workforce reduction happening constantly, though HP is humane enough to let you know way in advance (1 year) if you are one of the people they foresee they may have to let go. Active outsourcing to Mexico, Poland and India, one for each region, always got to keep on your toes and work extra hard if you don't want to be outsourced.
346	Intern	 Master Data Intern	12 Feb 2018	4.0	"Nice Office 
Full Freedom to think and Innovate"	"Management Access
No centralized platform to address"
347	"""Intern Experience in HP Singapore - Engineering Intern (3-4 month Summer Internshpi)"""	 College Intern	3 Feb 2018	3.0	"- For an intern experience, it was a really good place to start and learn about how an IT-based company works
- Nice people to work with, was able to learn a lot about engineering work discipline and example of good team dynamic that goes into making a product
- Good work environment, no stressful micro-management all the time
- More result oriented, so you are sort of free (still need to adhere to rules and etiquette that is) on how to do your job as long as it is done on time
- Reasonably good HR experience as well. Really helpful during the first time entering the company 
- Everyone seem to be given some chances to express ideas or potential innovation. Even interns are sometimes invited to (seemingly, not too sure about outcome of ideas that were actually given) present/propose possible ideas of innovation for the company"	"- Actual management can still be improved upon to make teams more livelier and better bonded with other groups.
- Relatively not so competitive salary when compared to other IT-based company
- Not so much innovation or drive for innovation was happening, and printer business was relatively hard to capitalize on
- Back then, not so much diversification attempt as well (in Singapore division that is). 
- Most of the work there will be usually be related to one product type (aka printers), and not so much opportunity to  work on other product types that HP also develop (laptops, PCs, etc.)"
348	Internship experience in HP Inc.	 College Intern	2 Jan 2018	4.0	"Good working environment.
Positive company culture.
Multicultural.
Work-life balance."	"Frequent long-session of meetings.
Low transparency.
Monotonous work."
349	Best place to groom your skills	 Senior Firmware Engineer	10 Nov 2017	5.0	Benefits clubhouse, flexible hours, continuous employee training.	Difficulty in cross functional team interactions, there is barrier in getting things done.
350	Contract Staff	 Anonymous Contractor	10 Nov 2017	3.0	Good place to learn by taking more initiative.	No growth and no benefits for contract staff. Too much overload. Work in different time zones.
351	HP as a company to work	 R&D Engineer	11 Oct 2017	4.0	Company culture is exceptional and almost unique.	Although there is strong drive for innovation, priorities will be changed as per product scheduled. Pay is not too high
352	Senior Product Development Engineer	 Senior Product Engineer	8 Oct 2017	5.0	Healthy working culture, family-friendly benefits, flexible working time, work-from home benefits, no micro-management style, respect of individual, open-door policy.	Slow progress, less competitive working culture, frequent re-organization, cost saving measures.
