	Summary	Job Title	Date	Overall Rating	Pros	Cons
184	Very good	 Intern	25 Oct 2021	5.0	Friendly coworkers and great food options	None that I can think of
185	Good place for career growth	 Anonymous Employee	25 Oct 2021	5.0	Good benefits. Great culture. Working with a bunch of motivated people.	It's very competitive and takes time to be promoted.
186	Interesting work, good work life balance	 Software Engineer II	22 Oct 2021	5.0	Good working hours, lots of other benefits (health care, education, etc.)	As far as I know no problem.
187	Good	 Software Engineer	16 Oct 2021	5.0	All good, everything good, like it	Current don’t have, maybe tell next time
188	Senior level management position in Google	 Director	16 Oct 2021	5.0	Fantastic company, really care about DEI and made concrete progress	highly competitive. Promotion is hard to come by.
189	good stuff	 Senior Software Engineer	14 Oct 2021	2.0	great company to work for	terrible ceo. do not approve
190	Focused on results	 Project Manager	9 Oct 2021	4.0	Flexible company that caters for remote working	Compensation is fair but could work on hiring better associates
191	amazing	 Data Analyst Intern	5 Oct 2021	5.0	amazing. great work life balance. good projects.	Cant think of anything bad. all good.
192	Love it!	 Anonymous Employee	4 Oct 2021	5.0	Great culture and opportunities to grow	Become a very large company
193	Overhyped	 Sales Operations Analyst	3 Oct 2021	1.0	Food was good. But thats it !	Too much politics. People are not smart, have limited knowledge on tools used. Everyone is focussed on buttering the managers. Not a good place to be.
194	intern	 Intern	1 Oct 2021	5.0	free snacks free food free drinks	i became fatter over there send help
195	Amazing workplace	 Staffing Channels Specialist	26 Sep 2021	5.0	"Strong support from team and managers
Challenging work"	Lots of changes happen all the time.
196	Informative and fun course	 Online Marketing	26 Sep 2021	5.0	Informative and fun. Lots of learning benefits.	N/A, not applicable for this course.
197	Engineering support	 Engineer	23 Sep 2021	5.0	Good culture and constructive workplace	Slow pace and less growth
198	Great place to work	 Account Manager	21 Sep 2021	5.0	The food, vibes, people and place	nope nothing bad to write about
199	Great benefits	 Head of Global Accounts	17 Sep 2021	5.0	Fantastic benefits, great colleagues, high achievers	Bureaucratic given the size of the company
200	Good for Full-time employees.	 Marketing Project Manager	13 Sep 2021	4.0	Good benefit, smart people in the team. Most of the time got work-life balance. Make your a good profile after working here.	Getting more and more restriction for contractors. Not only benefits, work environment (they're banning some contractors from the main office now) but also the working doc access. Be careful as there are some junior managers (APMM) and will have micro management with only 2-3 years experience.
201	Good	 Manager	10 Sep 2021	3.0	Not bad at certain point in work	Too bad at employment related
202	Best place!	 Senior Strategist	1 Sep 2021	5.0	everything is a pro here!	absolutely nothing that i can think of
203	Senior Software Engineer	 Senior Software Engineer	1 Sep 2021	5.0	Self Motivation Team Player. who always think out of the box.	nothing special which i can identify
204	Great culture & people	 Global Mobility Specialist	21 Aug 2021	5.0	Great culture and great people	nothing to add at this point
205	A monster of a company	 Planner	19 Aug 2021	3.0	"Google has:
1. Great benefits
2. Organized and best in class tools
3. Training opportunities
4. Transfer opportunities"	"Feels like a cog in a machine
Everything has to be optimized or automated
Type A personalities/ultra-competitive"
206	Secure but slow moving	 Consultant	16 Aug 2021	5.0	Google's culture is known to be great and it is - for the Right person - open, inclusive, welcoming, learning focused... left, America, California-tech world.	With any large organisation, it moves very slowly and with the HQ in the US, APAC receives less attention and autonomy in decision making or implementing change.
207	Positive experience and culture	 Digital Marketing Apprentice	15 Aug 2021	5.0	Culture fits my values and ways of working well. People are generally nice and care about helping one another despite being focused and striving for excellence.	Main imperfections include speed and ability in getting access to data across teams, arising from strict adherence to data privacy policies based on teams which are authorized to use the data.
208	Great place	 Government Affairs Manager	13 Aug 2021	5.0	Still one of the greatest places to work.	Org structure can still be messy even though it’s no longer a startup
209	Great company	 Tax	12 Aug 2021	5.0	Good benefits with great community	Segmented responsibilities due to the size
210	Admin role review	 Anonymous Employee	12 Aug 2021	5.0	A good and progressive company to work for. Managers and teams are generally nice, respectful and considerate. Insurance package is comprehensive and other benefits are good too.	Sometimes you can feel a little lost amidst business and process ambiguity in this huge tech firm. People are generally nice but also distant at the same time.
211	Great place to work	 Strategy Consultant	8 Aug 2021	5.0	Great company with smart and nice people	Too big and operates slow
212	Great	 Marketing Specialist	4 Aug 2021	5.0	Great work culture and a high performing team to work with.	Cross-functional management is a must, otherwise a great company to work for.
213	Competitive but Collaborative working environment	 Insights Manager	3 Aug 2021	4.0	Perks are great; Thoughtful conversations	Loose structure; Product breath is too much to handle at times.
214	Great place to work, but getting a bit too big	 Marketer	3 Aug 2021	5.0	"Leadership
Cares about doing the right thing
Good values
Supportive learning environment"	"Getting too big to make meaningful change
Slow moving
Tools and systems are frustrating"
215	Great place to work	 Strategic Partner Manager	2 Aug 2021	5.0	Good benefit, culture and team - managers and teammates are great.	The company is getting bigger and more corporate now. It’ll be harder to climb the corporate ladder
216	Great place to work  for	 Program Manager	1 Aug 2021	5.0	Great company , no issues.	No issues , its a great company to work for.
217	yes	 Junior Software Engineer	29 Jul 2021	5.0	great company smart people great pay	nothing much to be honest
218	Good company	 Account Manager	27 Jul 2021	5.0	Benefits and compensation, I like that	Too big to have a rapid growth
219	A dream company for a reason!	 Recruiting Coordinator	27 Jul 2021	4.0	It almost doesn’t feel like work when you gotta meet and interact with fun people everywhere! Having leads who are supportive made it all even better too! Free lunch and other cool facilities in the office, what else can we ask for?	There’s a clear line between permanent vs contract employees.
220	Inside sales	 Inside Sales Representative	25 Jul 2021	5.0	Great company with amazing perks and an awesome culture. Perfect place	Nothing specific i can say at this point in time to be honest
221	Good experience	 Business Intern	21 Jul 2021	5.0	Flexible working time, good benefits	Competitive environment, especially if you are in the sales team
222	Best company ever!	 Intern	21 Jul 2021	5.0	Lots of benefits for staff there	Can’t think of any cons
223	Experience in Google	 Anonymous Intern	16 Jul 2021	4.0	People are very open to teaching	Things can be quite slow-moving in a big company
224	Glamorous on the outside, messy on the inside	 Technical Recruiter	12 Jul 2021	4.0	"Free food
Great learning opportunity
Every resources is everywhere, you need to take initiative to learn"	"No work life balance 
Criteria and benchmark used for assessing perf is unfair
Alot of talks on promoting DEI , but really, we ourselves are not walking the talk. Look at the representation of our teams and you will understand."
225	Short OJT at Google	 Trainee	11 Jul 2021	5.0	Flexible working hours, collaborative work environment, highly creative	Nothing much, great work environment
226	Google SG	 Anonymous Employee	11 Jul 2021	4.0	Bright people, opportunity to innovate and work on projects you are passionate about	Too many bright people, perf can be a blood sport, distributed site
227	Typical	 Technician	9 Jul 2021	4.0	OK to work, no issues	Nothing much to complain either
228	Great colleagues and benefits but less challenging	 Strategy Manager	5 Jul 2021	3.0	"Great caliber of people
Caring culture focused on wellbeing"	"Feels like many people are overqualified and lacking challenge or learning opportunities
US centric with limited impact for those in other regions"
229	Strong company	 Sales Associate	5 Jul 2021	5.0	nice working culture, nice team	no cons from my experience
230	Great Place to work	 Anonymous Employee	3 Jul 2021	5.0	Great place to work, with top of the field other folks	Everyone is at the top of their field, so standing from the crowd can be trickier than other places.
231	Proud to be Googlers	 Software Engineer	2 Jul 2021	5.0	"Owsm company 
Everyone are cooperative"	No cons in Google ,best job
232	Great opportunity	 Account Strategist	1 Jul 2021	5.0	Lots of resources at this company for you to learn and grow.	None really, it’s a great environment that fosters one’s growth.
233	Great employer	 Senior Account Manager	30 Jun 2021	5.0	Great company culture, colleagues, benefits and interesting industry. Great work life balance.	Career progression could be a little faster.
234	Great place to work, incredible job opportunities	 Account Manager	29 Jun 2021	4.0	The SG Google office is an APAC hub which means there are a ton of different teams from all kinds of different functions. In turn, this means a lot of opportunities to grow, progress, and interact with potential career opportunities.	Not much to complain about....
235	Good	 Administrative Assistant	28 Jun 2021	5.0	Good company to work in	No cons great company to work for
236	Loving it	 Product Specialist	27 Jun 2021	5.0	Work life balance and colleagues that share same thoughts.	nothing to complain since it is one of world best co to work for
237	Na	 Manager	26 Jun 2021	4.0	Its a very good company	Salary is below market average
238	Good place to work, highly competitive environment	 Senior Account Manager	24 Jun 2021	4.0	Office perks, health insurance, inclusivity, good compensation	High pressure, high expectation from leadership, highly competitive
239	Great place	 Industry Head	24 Jun 2021	3.0	Free food, good benefits and exposure	Quarterly numbers, favoritism and too focused on bringing in the dole
240	Great culture but need to treat contractors better	 Regional Brand Manager	22 Jun 2021	4.0	Flexible work life balance, working with incredibly smart people to get the job done	TVCs (contractors) are treated quite poorly especially during COVID, no opportunities for conversion no matter how hard you work
241	Great job	 Contract Specialist	9 Jun 2021	3.0	Great package and benefits always	Lack of ethics in Business operations
242	Good place to work	 Sales Associate	8 Jun 2021	5.0	Good place to work, thanks!	Too much food! I'm fat now
243	good	 Intern	3 Jun 2021	5.0	critical thinking is encouraged and problem solving	long working hours and strict management
244	Its ok, but company is dead	 Operations	3 Jun 2021	4.0	freedom to do your work alone	lack of structure, company is unstable
245	Opportunity to work with the best and smartest people	 APAC Sourcing Specialist	2 Jun 2021	4.0	"Fantastic office facilities and free food 
Smart colleagues and regional collaboration 
Exposure to top edge technology and products 
Good in-house built ATS system 
Data driven approach to things"	"Clear segregation of FTE and TVCs 
Low conversion rate of TVC even if you are an outstanding performer 
FTEs tend to push a lot of work to TVCs 
Don’t create projects for the sake of it, do it only when really needed"
246	None	 Investment Analyst	1 Jun 2021	5.0	None I just wanna finish this	There were no cons working here
247	High salary Low position	 Janitor/Cleaner	28 May 2021	5.0	Best salary, flexible, understanding, no micro managing	Low position janitor, no pride, Low esteem
248	Great company culture, can be bureaucratic	 Product Marketing Manager	24 May 2021	4.0	Google works on so many products that it's hard not to find products/teams that you're interested in, great working culture	Company is becoming more bureaucratic/slow, internal mobility seems to be more limited vs. before
249	Google Review	 Senior Manager	24 May 2021	5.0	Very flexible and good benefits	Sometimes, Work life balance could be an issue
250	Quick review	 Head of Business Development	23 May 2021	5.0	Amazing company for work profile and well being	Big Corporation and hence slow on execution
251	Good	 Recruiter	20 May 2021	5.0	Good company great benefits for all	Not bad, usual big company
252	AE	 Account Manager	19 May 2021	5.0	Benefits, compensation, smart people, good products	slow promotion, red tapes, political
253	Review	 Software Engineer	19 May 2021	5.0	This is a Great Place to work	This is a Competitive Place to work
254	Great perk, average management	 Industry Manager	18 May 2021	3.0	Perk, office, reputation, colleagues, connection	Management, team support, politics, personal improvement, relationship between teammates
255	Great compaany	 Consultant	17 May 2021	4.0	Dynamic and fun with great leaders	Long hours and sometimes weekends work
256	Good environment	 Engineer	17 May 2021	5.0	Lot of employee welfare for everyone to use	Not that i think of
257	Great company	 Recruiter	16 May 2021	5.0	Excellent, good culture and environment, great place to work	None, all good, positive experience
258	Good overall	 Business Analyst	13 May 2021	5.0	Great work hours, environment and culture	Not much learning and supervision.
259	Google Customer Engineer	 Customer Engineer	13 May 2021	5.0	high salary and wonderful working environment	I do not have any bad memory working in this wonderful company
260	NA	 Executive	11 May 2021	5.0	Overall it is still ok	It is a good company
261	Contractor at Google	 Recruiter	9 May 2021	3.0	"- Decent pay
- Free food and transport"	"- No sense of belonging
- Not as much recognition for work/projects done 
- They did not know how to exploit the full potential of highly capable individuals"
262	Good pay and good culture	 Technical Lead	8 May 2021	4.0	Big tech name and you know it is good	OT culture and tight deadlines to be mets
263	Good company just not for contractors	 Staffing	7 May 2021	4.0	Great culture, people, environment and food	Not fair for contractors, not inclusive
264	Great Company	 Senior Sales Manager	3 May 2021	5.0	People first mentality - for the most part	Becoming like other legacy large tech company. Slow and lethargic
265	Overall good	 Partner Operations Manager	1 May 2021	4.0	Great company, a lot to learn	Nothing much, except for certain colleagues who are not very responsible
266	Really miss it	 Program Manager	29 Apr 2021	5.0	- Everything about the work environment	- Was far too much travel for the role + was at the early stages of kicking off the team there so was quite lonely other than my Noogler crew
267	Good work-life balance, great people	 Senior Technical Solutions Consultant	28 Apr 2021	5.0	Good work-life balance, great managers, talented and self-driven colleagues in general.	Experience might vary depending on teams and projects. I had good and bad moments, but mostly good.
268	Great place to work with a lot of opportunities to grow	 Senior Account Manager	28 Apr 2021	5.0	"Huge opportunity to grow
Great culture
Company takes care of employee's wellbeing"	"High performance expected
Growth is a default"
269	Great place to work	 Lead Generation Associate	26 Apr 2021	5.0	great people who are willing to help and share ideas	contract basis for sales roles
270	Very good company	 Administrative Assistant	24 Apr 2021	5.0	Very good company to work	no cons that i can think about
271	Best company in the world	 Strategic Partner Manager	23 Apr 2021	5.0	Very supportive but high paced, innovative environment	People are just too nice some time !
272	Awesome place to grow your career	 Senior Consultant	21 Apr 2021	5.0	Fantastic collaborative colleagues to work with	Too much internal reporting to senior management
273	Good wlb	 Software Engineer	21 Apr 2021	5.0	Good wlb and good compensation	Less growth and interesting work
274	good place to work at	 Software Engineer	19 Apr 2021	5.0	"freedom to initiate projects
fast processes"	no cons so far that I see
275	Very great working environment	 Strategy	17 Apr 2021	5.0	Companies care about the staff a lot	Nothing specific at the moment
276	Great tech company	 Anonymous Employee	16 Apr 2021	5.0	Amazing perks and great working culture	Can be bureaucratic and slow in execution
277	Software Engineering	 Internship	14 Apr 2021	5.0	Good work environment, helpful colleagues	no downsides from my experience
278	Good company but not dreamland	 Regional Client Lead	10 Apr 2021	4.0	Great benefit, possibility of advancement	Management and directors are completely shielded from any negative comments by the HR department and it is a highly political organization
279	Good place to work at	 Designer	8 Apr 2021	5.0	Good place to work at	Nothing bad. Everything is good.
280	Good place to work	 Analyst	7 Apr 2021	5.0	Good benefits and Good people	No inspirational vision as a team, too competitive, too hectic, overwork,
281	Great company with insane perks	 Product Marketing Manager	6 Apr 2021	4.0	People you work with are probably the smartest	Too hierarchical and growth can be slow
282	So-so company to work for	 Talent Acquisition	4 Apr 2021	4.0	Great benefit and office ammenities	Not as glamorous as what people expect out of a top tier company
283	Check one time	 Software Engineer	2 Apr 2021	1.0	Salary is very good and the only good reason	Long working hours, like very long
284	Good place to work	 Research Manager	1 Apr 2021	5.0	Good salary and independent work	Lack of team spirit and work feels a bit meaningless sometimes
285	Politics, politics, and politics	 Industry Manager	30 Mar 2021	1.0	"- talented colleague
- good perks
- good brand"	"- politics
- terrible people manager
- too many events internally and externally"
286	Best to work	 Software Developer	30 Mar 2021	4.0	"flexible working
good working environment
the perks"	Potentially long durations between promotions.
287	good company	 Computer Programmer	26 Mar 2021	5.0	many benefits and compensations. lively work environment	no cons as company spirit is good
288	Great company	 Project Manager	25 Mar 2021	5.0	Great experience to learn and grow professionally	Temp contracts could be improved
289	good job experience	 Partnerships Manager	24 Mar 2021	4.0	i like the working culture here	fairly hierarchal nature, because many people
290	Great	 Senior Human Resources Manager	24 Mar 2021	5.0	Culture benefits people opportunity fun	Slow decision making slow execution
291	Great company culture, treating everyone with respect and equality	 Field Sales Representative	21 Mar 2021	3.0	Good pay and perks, good company culture	Large company, sometimes slow to act
292	-	 Anonymous Intern	21 Mar 2021	3.0	A lot of fun bonding activities	Stressful because performance is very important
293	-	 Enterprise Sales	20 Mar 2021	3.0	amazing technology and products to offer to customers	lack of customer centricity and too internally focused
294	Good Company	 Product Architect	18 Mar 2021	5.0	"Good company to work with
Provided foods"	"Stress overtime
Too much works with the position i had"
295	good	 Recruiter	13 Mar 2021	5.0	good company is very good	career promotion opps is not much
296	Google	 Product Strategy	8 Mar 2021	5.0	Awesome people to work with	Slow promotion speed and kind of blackbox
297	Android	 Android Developer	8 Mar 2021	5.0	hard working, reliable, reliable, reliable, reliable	sensitive, sensitive, sensitive, sensitive, sensitive
298	A really dream employer	 Product Marketing Manager	4 Mar 2021	5.0	Great team, management, salary and benefits	Drastically changing roles within the company (from one function to another) might be a challenge
299	Mi zjzfnxmznvzmgsjgjfgj	 Senior Software Engineer	3 Mar 2021	5.0	Good working culture, excellent food options good holidays	No cons all the things are perfect and blessings
300	Great	 Software Engineer	1 Mar 2021	5.0	Good place to work at	Nothing bad in particular all good
301	A great professional and personal experience, but hard to progress and too much politics	 Program Manager	1 Mar 2021	4.0	great environment, benefits and perks and relocation opportunities	Despite being an amazing company politics and visibility is important to progress your career
302	Great company to work at	 Anonymous Employee	28 Feb 2021	5.0	Employee Friendly, Good perks and benefits, inter-team mobility	Nothing that I can think of
303	Best place to work	 Head of Sales	27 Feb 2021	5.0	Great experience working with smart motivated Googlers.	Google is getting bigger so decision making process longer
304	Powerhouse of a place to learn, contribute, and grow	 Strategic Partner Manager	26 Feb 2021	5.0	Independent thinking and working is embraced (very little-no micromanaging), fantastic and intelligent group of colleagues, company is transparent about goals	Because it is so big you can feel like a cog in the machine
305	Great company culture	 Business Development	26 Feb 2021	5.0	The company culture is great in terms of collaboration, respective. I met nice people there and learnt a lot from everyone. And of cause the food and snack is top notch.	I wish they are move inclusive toward TVC in terms of career opportunities.
306	People first company with great culture	 Account Manager	25 Feb 2021	5.0	Great benefits, great culture and the company cares about their employees development and safety deeply	Complex organization with many cross functional collaboration with complex structures.
307	Good	 Software Engineer	23 Feb 2021	4.0	Good and Fun, very interesting	No Cons, eat food every day
308	Great company	 Operations Manager	15 Feb 2021	5.0	Interesting problems to solve, benefits , salary , peers , culture	Too big to feel lost or insignificant
309	Great company	 Industry Manager	11 Feb 2021	5.0	Amazing people, great salary, great brand	Getting too big, slow in areas
310	Google internship	 Business Intern	8 Feb 2021	5.0	Great benefits and very friendly team	Virtual internship due to covid, so it took longer to learn and assimilate
311	Fantastic company, but screwed over in compensation	 Recruiting Coordinator	7 Feb 2021	4.0	Fantastic team in Singapore, free meals, gaming areas, coffee, snacks. Also free shuttle service to town, which saved a lot of money! Wonderful work environment that really cares about you. Also learned how to work quickly under a high workload.	"Yeah... TVCs are pretty much second-third class citizens in Google. A lot of stuff / projects are given to FTEs. Also not allowed to learn anything beyond your core role because you're a TVC. A lot of information is withheld from you because you don't have security clearance, and they don't want you to have it. Pre-covid no TVC in my team was allowed to WFH so there was not much flexibility, but other teams are actually allowed to, so there is a lot of inconsistency in how different TVCs are treated.

Also - and this is VERY important: Google contracts a bunch of external companies to provide TVCs, and each company has different paid time off days / salary ranges. I got screwed over because other TVCs in the same role as me was getting paid almost 1k per month more than me, and all of them had 14 days of PTO while I only got 12. Make sure you know what you're getting into when you sign the contract!

Pre-covid the FTEs could go on nice local offsites to chill / enjoy themselves while the TVCs had to stay back in the office and continue slaving. Very obvious different treatment that could be felt by everyone."
312	Software Engineer Intern	 Software Engineer (Swe II)	4 Feb 2021	5.0	Nice place, relaxed, good manager means good learning.	Slightly too relaxed, overall level of competition slightly low thereby breeding mediocrity.
313	Interning at Google	 Software Engineer(Internship)	3 Feb 2021	5.0	"- Work with really smart people
- Made a virtual internship work
- Great competitive compensation for interns
- Nice perks (would have been if non-COVID times)"	- Was quite disorganized but understandable during COVID times
314	Working at Google is an unique oppotunity	 Software Developer	29 Jan 2021	5.0	Working at Google is a unique opportunity	it is really stressful sometimes
315	Good company	 Software Development Engineer	26 Jan 2021	5.0	"Nice office and colleague
Good work life balance"	there is no cons s
316	Lifechanging	 Channels Specialist	26 Jan 2021	5.0	"-Management that cares about overall growth
-Endless opportunities that relies on you to grab 
-Challenging work on daily basis"	There isn't much as you only bite off what you can chew.
317	Review	 Financial Analyst	25 Jan 2021	3.0	Positive and Energetic Environment to work in	Work is stressful in the company, alot of competition
318	best	 Engineering Executive	25 Jan 2021	5.0	very conducice environent to work in	very high standards...hard to compete with sundar pichai
319	Good job	 Specialist	25 Jan 2021	5.0	I like the good work life balance	Takes a significant time for promotion
320	Wonderful people for a corporate	 Senior Data Scientist	22 Jan 2021	4.0	Wonderful coworkers, amazing products, and good benefits	Google has become a big corporate
321	Good	 Manager	21 Jan 2021	5.0	Good and fun working environment	Can be stressful at times
322	Best place to work in	 Executive Director	20 Jan 2021	5.0	I get really rich and I love it	Nothing bad to say about it
323	A Dream Job	 Anonymous Employee	17 Jan 2021	5.0	The pantry is great. Wonderful and infinite selection of snacks. I feel like Charlie in the chocolate factory.	Extra precaution necessary to control my weight.
324	Great	 Associate Staffing Lead	14 Jan 2021	5.0	Flexibility, growth and impact in the world	Ambiguity, constant change, competitive salary range, long-term career planning
325	Energetic	 Account Manager	13 Jan 2021	5.0	Flexibility in time maven heng	Able to plan at your own
326	Great place to work	 Software Engineer	12 Jan 2021	5.0	Great place to work Great place to work	nothing to declare here etc
327	Google	 Strategy and Ops	12 Jan 2021	4.0	Benefits, smart employees, work lolife balance	Big company that has grown
328	Flexible, good benefits, great people	 Program Manager	11 Jan 2021	5.0	Community of incredibly smart and solid people	Progression can be slower in non sales roles
329	awesome	 Banana Republic, Sales Associate	10 Jan 2021	5.0	awesome company would try again 10/10	no work life balance work like a donkey
330	awesome	 Veterinarian	10 Jan 2021	5.0	It is an awesome awesome place!	Nothing much to say really
331	Best perks but also very competitive in work nature.	 Talent Acquisition	7 Jan 2021	4.0	Some of the best working perks one could have. Felt like a university campus but for adults.	surrounded by really smart talents and intelligent people inevitably creates a really competitive vibe and environment where performing at 110% is the norm and average. So be prepare to really push and go beyond what you think you are capable of in your own work.
332	Great inclusive culture	 Product Marketing Manager	5 Jan 2021	5.0	Work on meaningful projects with top talent	Poor work / life balance
333	it was okay	 Business	5 Jan 2021	4.0	the environment was okay so far	not much things to say, depend on what's is your expectation then
334	Fun but...	 Supply Chain	4 Jan 2021	4.0	Nice workplace with all the splendid benefits	As a vendor, you are treated like an outsider
335	Great inclusive culture	 Software Engineer	23 Dec 2020	5.0	Work on meaningful projects with top talents	Mostly the same as a standard software engineer's woes
336	good	 Project Manager	22 Dec 2020	5.0	friendly kind international relaxed good	international salary exposure training relaxed
337	Fantastic Office, No Micromanage	 Internship	17 Dec 2020	5.0	Living up to its name	Not at the moment, its great
338	Best company to work for :)	 Strategy &Amp; Planning	14 Dec 2020	5.0	Incredible culture and work environment, working with some of the smartest people in the world!	"No objective cons. 
Depending on personal preferences, some people may prefer a more fast-paced environment such as in startups."
339	Great culture, high value work	 Account Strategist	14 Dec 2020	5.0	Strong culture that is collaborative and the work given are of high value which gives you a sense of pride and ownership	Challenges: Steep learning curve, high expectations to be met
340	Nice environment	 Engineer	8 Dec 2020	5.0	good learning to start here	nothing bad but more flexibility
341	Great company to work	 Operations Manager	4 Dec 2020	5.0	Free F&B. Very nice office	Not easy to get promoted
342	Amazing	 Human Resources Specialist	2 Dec 2020	5.0	Great work environment. Development focused.	None that I can think of.
343	Pretty decent considering virtual	 STEP Intern	2 Dec 2020	5.0	Good pay, mentorship, friendly culture	Virtual is less exciting than working at the office
344	Pretty Good	 Anonymous Employee	28 Nov 2020	5.0	Good environment, friendly colleagues doing very fruitful projects	"Bad working hours
Management need to be more transparent"
345	good environment	 Sales Associate	24 Nov 2020	5.0	very friendly colleges, good environment	too much work, not work life balance
346	Good	 Consultant	11 Nov 2020	3.0	good place to work for a start	none that i can think of
347	Great learning experience	 Business Intern	11 Nov 2020	5.0	Amazing workplace, very international culture, feels like going back to school but better	You have to be comfortable with ambiguity
348	An excellent place for Engineering Educa	 Data Science Intern	9 Nov 2020	5.0	"Very convenient locality 
Rigorous and holistic education in Engineering and Business"	Not any so far so it’s blank
349	Great	 Software Development Engineer	7 Nov 2020	5.0	Love it and the dining hall is pretty great.	Pay is not so good.
350	nice place to be if starting out	 Business Development Manager	30 Oct 2020	4.0	great workplace, good environment, this would be a good place to start your career with.	its a large organization so it could be hard to get around
351	nice	 Anonymous Intern	29 Oct 2020	5.0	good pay fun employee environment	too good free food and gym
352	Positive feedback	 Sales Lead	22 Oct 2020	5.0	Great culture, great benefits, opportunity to grow in your career	Sometimes, work can take over your life, but then it's Google so who cares?
353	Good place to work	 Software Engineer	21 Oct 2020	5.0	"Great atmosphere
Nice place
Good tech
High salary"	"More challange
Hard to hired
No fulltime remote"
354	Solid place to work	 Staff User Experience Designer	20 Oct 2020	5.0	"- Working with really smart and generally kind people
- Can work in virtually any space, lots of new areas to learn about and explore (it's like working many mini companies
- Great global mobility"	"- Still ways to go in terms of true diversity – highest level leaders are still extremely homogenous
- Lots of deadlines
- Org is large and complex which means it can be hard to move fast if you aren't good at navigating ambiguity and consensus building"
355	Great experience	 Software Engineering Intern	18 Oct 2020	5.0	"- Meet with a lot of smart people
- Work-life balance
- Career growth"	"- Too many things happening at the same time
- Less agile"
356	Amazing company	 Recruitment Coordinator	17 Oct 2020	5.0	"-good work life balance
-beautiful culture - no politics, genuine managers
-good food :P"	-work is a LOT. The sheer volume overwhelms you, but you get used to it soon enough.
357	Good	 Business Development Associate	15 Oct 2020	5.0	very very very very good	no cons that i experienced
358	Good place to work	 Marketing Analyst	14 Oct 2020	4.0	Great level of learning and autonomous market experience	Top down management approach can be painstaking sometimes
359	Love it	 Digital Marketing Specialist	14 Oct 2020	5.0	Like the food coffee people and work culture	Everything has to be read between the lines
360	Great culture	 Sales Associate	13 Oct 2020	5.0	Great culture and good place to work	Not many, just a very large corporation
361	Best Place to work at with excellent well-being package	 Technical Specialist	13 Oct 2020	5.0	"Excellent benefits
Great helpful colleagues
Non-stop growth opportunities"	"Documents get deprecated easily
Takes at least 6 months to ramp up due to overwhelming information
Hard to climb"
362	Awesome	 Software Engineer	12 Oct 2020	5.0	All cool and good and friendly	No Cons at all, awesome everything
363	-	 Business Development Manager	11 Oct 2020	5.0	Excellent team and work culture	Fast paced environment and high expectation
364	Good place to work	 Manager, Analytics	11 Oct 2020	3.0	"Impact of work
Perks are good"	Working for different time zones
365	Good place to start career.	 Google Engineering Practicum	25 Sep 2020	5.0	Easy Going and plenty of employee benefits.	Sometimes lack structure and timing.
366	---------	 Recruiter	24 Sep 2020	4.0	good culture and benefit. pleasant journey	nothing to complain. good one
367	was good	 Anonymous Employee	19 Sep 2020	5.0	Awesome and had fun and supportive	There are literally no cons
368	Hjkl	 Third Assistant Engineer	16 Sep 2020	5.0	Good coz it's google and Singapore	Work load is too heavy
369	Great working culture, pay is great	 Software Engineer	13 Sep 2020	5.0	Flexible working arrangements, relaxed atmosphere	I can't find a flaw.
370	Great place to work at!	 Anonymous Employee	13 Sep 2020	5.0	A lot of independence over your work. Full of amazing and smart people that you can continuously learn from. Great perks and benefits (especially a super generous medical coverage).	It gets a bit bureaucratic to do things/launch some things at times as everything needs to be thoroughly reviewed. With so many amazing folks around sometimes it's hard to stand out from the crowd, and this might give you a case of Impostor Syndrome.
371	Great culture and people but slow career progression	 Senior Solutions Consultant	12 Sep 2020	4.0	"Culture and people are amazing. The perks and the ""people-first"" mindset (at least in the Ads business) are great."	Slow career progression and lack of opportunities to move fast and innovate.
372	Great mentorship	 Software Product Sprint	9 Sep 2020	5.0	"- Get to work on a group project under great mentorship of a google engineer
- Weekly soft skills and technical skills training sessions"	Nothing much. It is a very well organized program
373	Great company	 Associate Director	1 Sep 2020	4.0	Great company to work for	Test test test test test
374	workspace	 Anonymous Temporary Employee	31 Aug 2020	5.0	amazing infrastructure, pantry is cool, 5 floor building, friendly staff	none there are no cons,
375	Well about time	 Senior Engineer	31 Aug 2020	1.0	Slacking at my own pace	Tiring to an extent that i fall sick
376	Contract Experience	 Account Strategist	30 Aug 2020	5.0	Open, fast paced and dynamic culture that encourages learning	Culture that encourages one to highlight achievements
377	"""Cloud Singapore - Poisonous snakepit"""	 Field Sales Representative	28 Aug 2020	1.0	"Compensation package (management offering us relief in COVID era)
Cloud products (cutting edge platform, destroyed by lack of management reality checks)"	"- Regional management and politics
(Leaders hired mostly from AWS bringing AWS processes and culture. Leaders criticize constantly and do not offer tangible solutions all the while claiming credit for work they do not do.)
- Promotions/Development - Old boys club (if you are tight with APAC management, ex aws, can coast, not do a thing, be none the wiser and get paid)
- Lack of direction
We spend too much time to make plans and do not meet customers as much as we would like to. Conflicting directions or lack of from teams."
378	Maintain DC Business	 Engineer	26 Aug 2020	4.0	Good enviroment, flexible working time	A lot of OT, not enough man power
379	great	 Sales Manager	24 Aug 2020	5.0	great for the full job	busy with working all day
380	EXCELLENT!	 Lead Teacher	22 Aug 2020	5.0	Everything :) Great place to work!	None.. great place to work!
