	Summary	Job Title	Date	Overall Rating	Pros	Cons
771	Consider it twice	 Technical Project Manager	31 Oct 2022	3.0	Deep learning curve Friendly culture	Fully Work from office Too much mandarin
772	Supply Chain	 Assistant Manager	31 Oct 2022	3.0	Fast moving, high efficiency, quick turn around	Chaos, frequently change of mind
773	Good place to start	 Associate	31 Oct 2022	4.0	Friendly Colleagues and good place to learn the foundation in E-Commerce business	Long hours and heavy workload
774	Pros and cons	 Business Development	31 Oct 2022	3.0	nice people, rare office politics	unstable due to high turnover rate
775	Good	 Business Devlopment	31 Oct 2022	5.0	Good culture and good working environment	Work over time some time
776	Area Leader at Shopeefood	 Area Leader	31 Oct 2022	5.0	a company that is not a place for people looking for faces	24 hour is never enough for you
777	fair	 Senior Software Engineer	31 Oct 2022	2.0	work life balance, international, fair pay	unstable, job cut-off, stock drop fast
778	so far so good	 Expert Engineer	29 Oct 2022	4.0	easy to follow up; no hard thing to do	too much chinese, hard to show off your contributtion
779	1.5 year working in Data Infra Shopee SG	 Senior Data Engineer	29 Oct 2022	4.0	Working environment are good, people are friendly and nice. Task arrangement is arguable and can re-arranged if anything goes wrong.	Lots of changes may happens. Frequent On call and On duty
780	Fast moving company	 Internship	29 Oct 2022	3.0	Diversity and start up culture	Over time work and lack of management
781	Product Manager @ Shopee	 Product Manager	28 Oct 2022	5.0	Amazing experience, they have a very strong feedback and continuous learning culture, you know were you're standing most of the time.	Since the development area is centralized in China you have to work constantly out side of your time slot
782	Do not recommend	 Backend Developer	28 Oct 2022	1.0	Big existing systems that you can learn from. Decent pay.	- 5 day WFO - Long working hours so no time for family and friends. Difficult to care for those at home with 5 day WFO - Office benefits minimal, don’t expect drinks or snacks. - Pedagogical approach to everything, be expected to receive compulsory e-learning courses for things like problem solving, how to respect people, how to fill up forms etc. - high turnover rate and constant restructuring leaves things messy - Employee opinion does not seem to matter - Lack of diversity
783	Good	 Anonymous Employee	28 Oct 2022	4.0	wlb，work life balance，can learn new things	Some projects are not well defined.
784	Learned a lot	 Partnership Manager	28 Oct 2022	4.0	People work hard and you are encouraged to try different roles	The job was demanding like my infant.
785	Good office environment	 Anonymous Employee	27 Oct 2022	4.0	Comfortable working space, Good work life balance, Team is very nice (but it depends)	The current layoffs, Salary not high
786	Great place to learn	 Product Manager	27 Oct 2022	5.0	Amazing place to learn Good for cultural exchange Lot of autonomy	Salary and benefits could be better Brazilian PM has not much interaction with developers
787	GOOD	 Senior Analyst	26 Oct 2022	5.0	Salary and Benefits are Good	Management could hire more experience leaders
788	It's ok to work there as a fresh grad	 Associate Product Manager	26 Oct 2022	4.0	can learn a lot from team	too busy and too tired
789	Need Communication with Empathy	 Senior Analyst	26 Oct 2022	3.0	Nice office with a good view	Team lead should be able communicate with empathy
790	Good for fresh grads as you will learn a lot of things	 Software Engineer	26 Oct 2022	4.0	Will learn a lot of things and get lots of experiences	Depending on team, OT is not an option as they have very tight deadlines
791	Not as bad as some people make it to be	 Recruitment Analyst	26 Oct 2022	4.0	A friendly environment to learn as freshgraduate	still consider this as an unstable company
792	Opportunities for growth	 Associate	26 Oct 2022	5.0	- plenty of opportunities to grow and expand portfolio	- emphasis on WFO culture
793	Overall good experience	 Senior Recruiter	26 Oct 2022	4.0	Fast paced environment with good career progression	Constant changes, need to keep up
794	Good	 Senior Analyst	25 Oct 2022	4.0	Good pay for a company	Working environment Unstable company Work life balance
795	Environment	 Key Account Manager (KAM)	25 Oct 2022	5.0	Coordinate working environment and promote ownership	Have to be manual for input a task
796	Company's values are not respected	 Senior Product Manager	25 Oct 2022	2.0	Good compensation (above the industry) Opportunity to work with colleagues abroad	- Poor work life balance - Everything is for yesterday, but when you request something urgently you are not considered - Too many leads with MBAs who don't know how to lead
797	A lot of opportunities to learn	 Marketing Associate	25 Oct 2022	4.0	Good leaders and colleagues. Awesome work culture.	Long working hours, too much workload
798	Great environment	 Business Development Associate	25 Oct 2022	5.0	Great team, great environment and great opportunities	A lot of internal confusion and salary is not very high.
799	Lacking of benefits, motivation and growth	 Project Manager	25 Oct 2022	1.0	Nice colleagues , team support and challenges work	Less WFH and will be removed soon Less annual leave They don’t care about employees well-beings
800	Unclear management direction, no career development	 Business Development Associate	25 Oct 2022	2.0	- Young demographic - Salary may be competitive depending on where you're coming from	- No career development - Workload may be toxic - Management cannot make up their mind on things - Constant changes, not in a good way - A lot of people, even among leaders, lack experience - No transparency
801	Chaotic	 Account Manager	24 Oct 2022	2.0	WFH is good, individualistic working culture	There are lots of fast changes, cannot follow up the change easily
802	EVP	 Recruiter	24 Oct 2022	4.0	Young company, used to offer flexibility, benefits are alright but slowly diminishing	going towards a backward thinking company, most of the stuff is manual, lack of standardization
803	Great People, not the culture	 Product Manager	24 Oct 2022	3.0	Met very smart and enthusiastic people. In charge of large projects. Despite the winter fundamentally the company still strong in Southeast Asia	Too much mainland chinese centric culture
804	..	 Marketing Project Manager	24 Oct 2022	4.0	Fast pace environment and reactive to the market condition	EXTREMELY FAST, MICROMANAGE & (TOO) AMBITIOUS
805	Had a great experience	 Anonymous Employee	24 Oct 2022	4.0	-Great team with positive culture -Benefits are ok -Opportunities for growth -Great for fresh grads	-Sometimes lack transparency from upper management
806	Review	 Senior Associate	24 Oct 2022	4.0	Quick learning. All are smart, logical and very data-driven. No political issues in the company.	Fast changing culture is overwhelmed sometimes
807	N/A	 Human Resources Business Partner HRBP	24 Oct 2022	4.0	Nice environment and people Great atmosphere	A bit mess of org
808	Bad culture, Management	 Anonymous Employee	24 Oct 2022	1.0	It was fast growing, stock was raising	Layoffs Cutting all benefits Bad management
809	Good work life balance @shopee	 Designer	24 Oct 2022	5.0	Able to achieve work life balance	Currently company is cutting down expenses，so no more free meals
810	good start learner	 Business Intelligence	23 Oct 2022	4.0	good environment workplace good co-worker a lot of food and snacks	financial benefit is less than orthers
811	High salary but you will be maximized	 Anonymous Employee	23 Oct 2022	3.0	High salary, the benefits are ok but can still improve	Lack systems and a lot of processes are not streamlined. Lots of manual work and monitoring.
812	Good for those who want to run fast	 Product Manager	23 Oct 2022	4.0	you can learn almost anything inside the company, if you are a proactive and curious person, you will get huge benefits from this opportunity	if you care about your mental health and you don't want to push yourself to survive or be open with others about your situation, at some point, you will find yourself struggling
813	Bias and terrible management	 Business Development	22 Oct 2022	1.0	Benefits and a lot of workshops, trainings	Low salary, high workload and company does not care about well-being. The manager/higher positions lack of communication with team members.
814	BD	 Data Analyst	22 Oct 2022	3.0	Good benefit, young and dynamic	Low salary, not gain much exp
815	Good place to learn	 Business Development	22 Oct 2022	5.0	Fun place and collaborative friend in this place	Not too competitive for salary and benefit
816	Benefits are getting worse	 Senior Associate	21 Oct 2022	3.0	People in Shopee is willing to help each other.	The benefits get worse after the significant layoff. They cut the snacks as well.
817	Great company	 Product Manager	21 Oct 2022	5.0	I love this company. Everything is good	None. All is good. Except the company pay much attention to the education background
818	crazy work hours but managable	 Online Marketing Manager	21 Oct 2022	4.0	exposure to upper management. gained great skills	crazy work hours. very fast paced
819	So so experience	 Assistant Manager	21 Oct 2022	3.0	Good colleagues that can helpful to each other	Bad management with poor people management skills
820	The environment is good	 Senior Network Engineer	21 Oct 2022	5.0	you get to learned a lot of device and network topology.	you get to be evaluated by other division for your performance. communication skill is very crucial.
821	wlb and salary	 Senior Software Engineer	21 Oct 2022	4.0	WLB relatively in China, payment is fine	lay off and not sure if we have bonus in this year
822	good company	 Software Test Engineer	21 Oct 2022	4.0	people in the team are qulified, easy to work with them	have okr each quarter, give me much pressure, afraid to get a C assessment
823	Experience working in Shopee	 Operations Associate	20 Oct 2022	2.0	- Great colleagues and knowledgeable people all around - Great benefits and insurance	- Does not adapt to working from home flexibility - Not quite transparent regarding the condition of the company - HR does not allow to work from home anymore
824	Not bad experience	 QA Engineer	20 Oct 2022	3.0	not bad working experience, friendly environment	busy working flow and lack of study time
825	Good	 Software Engineer	20 Oct 2022	5.0	Good company recommend to work	Do more busniess for strategy
826	A good place to get ecommerce experience	 Senior Associate	20 Oct 2022	3.0	Good staff benefits, medical and allowance,	Hard for you to grow, face pace environment and office politic
827	Hard working org	 Recruiter	20 Oct 2022	3.0	Key culture is to be humble and leadership promotes this	Promotion criteria can be vague
828	Great Places to work with	 Associate Operations	20 Oct 2022	2.0	- Get to work in one of the best e-commerce companies - Self-development - Good Team Leader/Manager - unlimited food (snacks & drinks)	- salary too low, depending on the experience - Less chances on career growth (depends which project/department you’re in) - barely recognised by Manager/HR team for future career development - too focusing on work, not talent.
829	Great working environment	 Relationship Manager	20 Oct 2022	5.0	great benefits and environment, salary	overtime, overload workload, very fast phase
830	Young environment	 Associate	20 Oct 2022	4.0	Employees and management are young, open to new ideas. Management/HODs very much involved with all decisions.	Has a start up mindset/environment still. Processes are not yet established, always changing, and has many layers.
831	Good if you're looking to learn lots and are very adaptable	 Marketing Solutions Specialist	20 Oct 2022	4.0	"- Good increment in my time there - Decent bonus (though not as high as banks) - Good increment considering its a ""startup"" - Great learning curve - Community & people are unmatched - If you have encountered good managers with clear direction - u will be in good hands - Can transfer to other depts - Managers (if they are smart) would rather allow u to transfer to other depts than letting u leave the company"	- OT 3 days a week on average - Pay sometimes doesn't feel worth it (read: could be higher) - Manual / Tedious - Management direction can be unclear during uncertain times - Turnover is very high, >3 years in Shopee is considered unicorn with wings
832	Good	 Associate	20 Oct 2022	5.0	Well atmosphere and good environment	Long hours and changeable projects
833	Good place to work at	 Senior Account Manager	19 Oct 2022	4.0	Flexible working hours and environment , less micro manage,	Need to have alot of project initiatives to get promoted.
834	was good until 2022	 Anonymous Employee	19 Oct 2022	3.0	colleagues are friendly and good pantry	work life balance, need to adapt to different culture when working with people overseas
835	Working at Shopee	 Production Support Team Lead	19 Oct 2022	4.0	Benefits are good and company culture is alright	Upper Management are not exactly transparent on happenings in the company (when incident happens)
836	Shopee	 Relationship Manager	19 Oct 2022	4.0	The culture is nice because people around you are also young.	Company does not really listen to their employees.
837	Good partly	 Senior Expert Engineer	19 Oct 2022	5.0	Nice environment and friendly people	hired a lot of people and layoff at last, sign.
838	TDS	 Intern	19 Oct 2022	3.0	free food nice events drinks freebies	996 some toxic colleagues competitive
839	Plenty of learning opportunities, but culture is uneven	 Product Manager	19 Oct 2022	4.0	Moves fast, good environment for people who want to get things done fast. Encourages people to take ownership so you can drive projects if you want to step up.	Some teams are not collaborative, probably because of the workload. Bosses can be hit or miss, some are too busy to provide guidance and mentoring.
840	Good Colleagues but competitive	 Business Development	18 Oct 2022	4.0	- Good incentives & bonus - Good colleagues - Good working space > big table	- Very competitive - People can be fake and super competitive - Due to it's competitive sometimes it's' difficult to work with one another.
841	Good culture	 Anonymous Employee	18 Oct 2022	4.0	- Progressive team - Good benefits	- Career progression is not guaranteed
842	Good stepping stone	 Relationship Manager	18 Oct 2022	4.0	- nice friendly workmates - nice office - WFH a few days in a week - room for growth (especially excel skills)	- heavy workload - not paid enough for amount of workload - dont care much about the wellbeing of employees
843	Sales marketing	 Anonymous Employee	18 Oct 2022	5.0	I experience the same problem as the agents as a buyer	I doing my best for this work
844	Overall very good	 Senior Business Development Executive	18 Oct 2022	5.0	- Good working environment - Steep learning curve	- Fast Pace - A lot of self navigation is required
845	good opportunities for fresh graduates	 Assistant Manager	18 Oct 2022	4.0	fun colleagues to work with nice managers	long working hours especially during campaigns
846	Amazing	 Logistics Analyst	18 Oct 2022	5.0	You got snack, free lunch, and great coworker	Small annual increment, and a rather inconsiderate workload
847	Good experience when the firm was growing	 Category Management Analyst	18 Oct 2022	4.0	- autonomy - good colleagues - no drama	- technical training - very flat, career progression is hard
848	Great place to start work	 Recruitment Coordinator	18 Oct 2022	5.0	Great work culture, many benefits, a lot of opportunity to grow	Culture is kind of for rich people, but high turnover rate
849	Good for learning and growth	 Anonymous Employee	18 Oct 2022	4.0	- Dynamic environment, very fast-paced - Able to learn and grow fast	- Lack of transparency from top management
850	Not a good place to grow or stay longer	 Anonymous Employee	18 Oct 2022	1.0	Nice team lead and members	HR here doesn't care about their employee or do any initiatives much. They no nothing apart waiting for regional to tell them what to do. They don't know how to remain talents and remove all the benefits we used to have. We no longer have options to work from home. It is 100% work from office. They remove the leave benefits that we use to have. Only got 12 days even less that a new start-up company. There is nothing to keep me staying here and every one is leaving because we work with fear that we may get lay-off or company will be backrupt soon. Give back benefits to us coparing to other company or competitor, you are nothing.
851	Solid mentorship, but limited job scope	 Business Intelligence Intern	17 Oct 2022	3.0	Work from home Very solid mentorship	Limited job scope Lack of follow up
852	Already left the company	 Algorithm Engineer	17 Oct 2022	3.0	flexible work time. Convienient traffic. Good facilities	Company strategy is messy. Employees paid for the mistake of the company manager
853	Good start for Tech company	 Key Account Manager	17 Oct 2022	3.0	Willing to have non-experienced workers	Chaotic internal system; overloading sometimes
854	Good	 Business Development	17 Oct 2022	4.0	Good environment and good culture	Need more manpower resources now
855	Good for learning, but sinking ship and poor management planning	 Associate	17 Oct 2022	2.0	"- Fast-paced, projects move fast compared to in other companies, can learn a lot 
- Flexible working style, no dress code"	"- Cost-cutting measures, all the 'cool' benefits are being reduced nowadays
- Zero diversity, unusually high proportion of employees are from China. Most managers are from China. Some meetings conducted in Chinese. 
- Irresponsible in their recent layoff exercises - laid off quite a number of new employees who just joined the company. Just a few months back, the company was still so aggressively hiring. Reflects poor management planning, without regard for people's career."
856	Good job scope but litte WLB	 Machine Learning Engineer	17 Oct 2022	4.0	Interesting projects which have a high impact.	The job load is quite big, with little work-life balance.
857	Sweatshop	 Computer Programmer	17 Oct 2022	3.0	Pay is decent for work load given and experience level.	Have to overtime quite often.
858	Good working environment	 Anonymous Employee	17 Oct 2022	5.0	Everyone would like to share	SOP work flow a bit tedious sometimes
859	Not worth it for growth	 Relationship Manager	16 Oct 2022	2.0	Nice starting company for fresh graduates	They don't care about salary increases and they give you too much work without much compensation
860	Working at Shopee	 Corporate Affairs	16 Oct 2022	4.0	Challenging, exciting, new things everyday	Changes in direction everyday by the top management
861	Company rating	 Fraud Analyst	16 Oct 2022	5.0	Growing company, young and dynamic people.	Still finding there way to the top.
862	Good	 Project Manager	16 Oct 2022	4.0	Soso work environment that drive work	job security is Low doesn’t feel great
863	Salary	 Business Analyst	16 Oct 2022	3.0	Friendly colleagues, good working hours	Difficult to get promoted ..
864	Toxic	 Marketing	15 Oct 2022	2.0	Good place for make ur mental's strong	Toxic environment and bosses, low benefits.
865	Marketing	 Junior Associate	15 Oct 2022	3.0	good work environment and facilities	Low benefits especially entry level
866	A decent place for QA engineers	 Quality Assurance Engineer	15 Oct 2022	5.0	Good office culture In general the people are friendly and helpful	nothing much from my end
867	Despite of	 Operations Analyst	15 Oct 2022	4.0	Open opportunities for internal transfer discount vouchers as perks travel allowance, additional leaves such as family care leave, solo parent leave, birthday leave, 30 days total of vacation and sick leaves, 7 days compassionate leave yearly appraisal 14th month pay based on performance approachable management for questions mental health assistance to employees (free psych session)	Toxic workload despite open door policy, not so much suggestions are heard sudden memo for lay off No disclosure of computation for bonuses
868	Good learning opportunity for fresh grads	 Product Manager	15 Oct 2022	3.0	Good learning opportunity for fresh grads as you got end-to-end ownership on projects	Company team structure and direction could change frequently
869	Doing QC on FE & BE	 Marketing Analyst	15 Oct 2022	4.0	- Shopee big name - Improve your skill - Improve your mental	- Small sallary for entry level - Hard to get sallary adjustment
870	Consulting style company	 Regional Brand Partnerships	15 Oct 2022	3.0	relationship within team member is good and less politics	deep consulting style mind-set and ways of working although being an ecommerce business. Typical chinese culture with heavier traits if hirachy
871	No worklife balance and toxic team culture	 Business Development Associate	15 Oct 2022	2.0	Working environment. Young and agile	No worklife balance. Poor guidance structure. Toxic team culture
872	Product Manager	 Product Manager	14 Oct 2022	1.0	Higher salary than others, more chinese	Over time working hours and layoff
873	Bad work life balance	 Senior Product Manager	14 Oct 2022	3.0	People are nice and easy to work with	Bad work life balance, bad team structure change handling
874	Great Employer	 Marketing Execution Specialist	14 Oct 2022	4.0	Open-minded and supportive team. Excellent company culture and overall package	No work-life balance, but okay overall
875	Good environment	 Merchandiser	14 Oct 2022	4.0	Flexible, WFA, work life balance	not a stable industri, maybe?
876	Good learning environment but lack of company direction	 Product Manager	14 Oct 2022	3.0	Steep learning curve and good learning environment	Poor company culture and lack of management direction
877	Culture in Shopee	 Engineer	13 Oct 2022	4.0	People there are friendly, supportive, and helpful	Can't think of any at the moment
878	Decent place to work	 Expert Engineer	13 Oct 2022	4.0	Nice people Freedom on the directions of projects Relatively good work-life balance	No free meal, your would have to order your own lunch, options would be limited/expensive Cannot walk to work since no residential building is in the walking distance Technical infrastructure is bad, prepare to wait to set up your project or to release your code
879	Good	 Data Analyst	13 Oct 2022	5.0	Good salary with good benefits	I couldn’t find any cons
880	Manager	 Business Development	13 Oct 2022	4.0	good management and nice colleague	Quite stress sometime due to overload
881	Leave faster	 Merchant Operations Associate	13 Oct 2022	1.0	Got pantry Lunch flexible Previously can WFH	Keep changing job scope Benefit is getting lesser and lesser
882	Good culture	 Anonymous Employee	13 Oct 2022	5.0	Culture was good and fair job distribution	lower salary than other e-commerce
883	a very pleasant experience working at shopee	 Recruiter	13 Oct 2022	5.0	the salary is competitive, the employee benefit is also better than another’s company, the environment is good	business uncertainty so it’s not really sustain esp in this economy
884	Culture and environment is A++	 Human Resources	13 Oct 2022	4.0	Good employee engagement and. culture Very enjoyable workplace! Pay is relatively competitive with good benefits	Processes are all over the place - heavily manual and reliant on Google Sheets, trackers, etc. Sometimes, regional and local management are not aligned which leads to different instructions cascaded to team members. Career growth can be slow Overall, VERY fast paced. Needs flexibility and quick adaptability
885	great place to learn	 Product Manager	13 Oct 2022	3.0	new challenges everyday, you wont get bored	no work life balance, unclear direction
886	Top-down structured, nice colleagues	 Business Development Associate	13 Oct 2022	4.0	Structured and clear scope of work	Not much room to move / improve
887	Not bad for fresh grad, but sinking ship	 Product Manager	12 Oct 2022	4.0	"Pretty good salary
Lots of processes in place
Decent new PM onboarding experience"	"Feature factory
Top down decision making
Quarterly OKRs"
888	Good team	 Software Engineer	12 Oct 2022	4.0	Colleagues are really nice, can fit in very well	working arrangement is not flexible
889	Flexibility	 Account Executive	12 Oct 2022	5.0	flexibility at work Supportive team	Rely heavily on gsheet Team objective doesn’t align
890	Business Product Manager	 Anonymous Employee	11 Oct 2022	2.0	slow pacing, not too stressful	messy sops, and R&R. Not a healthy development env.
891	Multimedia	 Multimedia Producer	11 Oct 2022	5.0	Company overall so far so good	no more extra snack and dinner
892	-	 Analyst, Social Media	11 Oct 2022	5.0	Nice facility, salary, workmate, and exposure	Salary, work culture, and office
893	Honest but slightly tough work	 Warehouse Worker	11 Oct 2022	5.0	Task would vary depending on where you are posted on the day itself.	Shift slots may not be always available
894	if you're looking for work life balance, you better stay away from this company	 	11 Oct 2022	3.0	compensation package and monthly incentive up to 1x salary	poor management, poor system, full of incapable and unprofessional people that got promoted
895	Fast paced organization	 Anonymous Employee	11 Oct 2022	3.0	Clear PIC and have authority to drive your project on your own	- Team structure and roles are not transparent - Not diversity
896	Typical start up environment — Fast paced!	 Marketing Associate	11 Oct 2022	4.0	I left after a few months due to personal reasons but: - Learnt more things during my time here than when my previous employment (nearly 2 years) - Got to work with large brands and increase connection - Met Siti Nurhaliza! - Endless campaigns = endless ideation opportunities - OT claims + free dinners during OT - Amazing HR!	- Extremely fast paced. You’ll fall behind if you can’t keep up - Sales sales sales. This is all management cares about - They used to hire questionable employees, made me doubt their competency - You really just eat, sleep, breathe Shopee
897	just joined	 Site Reliability Engineer	11 Oct 2022	5.0	lunch, work laptop, snacks, good wlb (so far), and etc	everything is good so far
898	Good Place to learn	 Business Development	11 Oct 2022	4.0	fun people with good manager who want to develop the team	lack of benefits, many optimization
899	Good place to work	 Associate	11 Oct 2022	4.0	Good pay, good benefits, takes care of employees	fast-turnover rate, fast-paced working environment
900	Poor people management skills + Progression for external hires	 Assistant Manager	11 Oct 2022	3.0	Good pay + benefits (if negotiated)	"- Those who began career in Shopee progress faster (5 years to from associate to assistant manager), while those with experience who enter at Senior Associate can take even longer to progress to Assistant manager. What happens is that while young AMs are capable at work, they are at times less experienced in people management skills (i.e how to relay messages to different parties etc).

- Projects / initiatives are largely dictated by management; leaves little room for exploration / growth. Some initiatives need to be done without question, but are later found to be of little impact. Time, money, resources are wasted, but working level have little say."
901	Under Pressure to Perform	 Data Analyst	11 Oct 2022	4.0	-Benefits are good -Autonomy is given	-Work-life balance taken a hit recently due to pressure to perform
902	Good environment	 Software Engineer	11 Oct 2022	5.0	Good benefits, International team, Lunch covered	Need better insurance Unstable economic growth
903	Good for career growth	 Business Development	10 Oct 2022	4.0	Fast paced, everyone is very helpful, and working environment is nice	Low work life balance, no OT claim for BD Ops.
904	Work Experience	 Senior Associate	10 Oct 2022	4.0	"- Autonomy and ownership
- Collaborative efforts across cross-functional teams
- Openness to experimentation"	"- Long hours
- Can be messy"
905	Healthy work life balance	 Technical Project Manager	10 Oct 2022	5.0	15 annual leaves, and holiday after big campaigns. Competitive salary.	Tightening of WFO policy, increasing steadily from 1 -> 2 -> 3 WFO days / per week
906	good environment but not good for money	 Business Development	10 Oct 2022	4.0	had good working environment, no drama in the company, and people team will give you help whenever it needed	no overtime budget. we change it to additional leave very hard to reach the top sometimes you will not have work life balance especially when it comes in big campaign date
907	I do not recommend working here	 FP&A Associate	10 Oct 2022	1.0	Salary is above average and compensations are ok.	Leadership and management are really bad. The culture they sell to employees only exist in the commercials they have on youtube cause in reality, they dont think about employees and business decisions are made solely on one individual thinks instead of, relying on business data.
908	Good benefits	 Analyst	10 Oct 2022	5.0	Great benefits and understanding bosses	OT not payable for specific role
909	Shopee	 Software Test Engineer	10 Oct 2022	5.0	colleagues all are very nice and easygoing	wrong decision on get mostly all graduated students layoff
910	Great team, very supportive.	 Senior Analyst	10 Oct 2022	5.0	Great benefits, including transport, lunch, and internet data. Good workplace Very supportive co-worker.	Too many steps of approval.
911	Account management	 Business Development	10 Oct 2022	1.0	Toxic environment, no pros, they will literally treat you badly and don’t appreciate employees	EVERYTHING ABOUT THIS COMPANY SCREAMS PTSD TO ME
912	Good place to start your career	 Business Development	10 Oct 2022	4.0	Very good flexibility and learning opportunities	Senior Management do not have much foresight
913	Long mundane hours	 Account Manager	9 Oct 2022	4.0	Work hard and you'll gain visibility and ownership of work	"With the number of campaigns going on, and how old school the backend system is, it takes a long time to execute tasks.
Toxic culture especially in BD."
914	Decent company	 Business Development	9 Oct 2022	3.0	- Good team - People are friendly	- Upper management is not great
915	Experience at Shopee	 Anonymous Employee	9 Oct 2022	4.0	"- good hours
- nice coworkers"	"- company cutting benefits
- sometimes c-level too involved in projects"
916	Awesome	 Marketing Analyst	9 Oct 2022	5.0	Learning-focused, good work culture, Helpful teammates	Heavy Workload, Fast Paced, Lacking of a system
917	No motivation	 Anonymous Employee	9 Oct 2022	5.0	Friendly environment to self growth	Managers seem don’t care what you’re doing so at the end you always feel like your work meaningless
918	QA engineer review	 QA Engineer	9 Oct 2022	3.0	overall work-life balance is there if placed in the right team	not much room for growth
919	Shopee	 Expert Engineer	9 Oct 2022	2.0	Simple and straight forward relationship	Long work time Low payment
920	Good but not long-term	 Relationship Manager	9 Oct 2022	3.0	Good training and environment. My colleagues were very considerate and willing to help all the time. I also learned a lot from my stay here and improved my knowledge about spreadsheets, data analysis, etc.	Compensation is not sustainable, performance bonus is also not satisfying that it no longer motivates you to work hard.
921	Great place because they pay you decent, but not if you want work life balance	 Marketing Associate	9 Oct 2022	3.0	The work is very fast pace, so you learn a lot in a short time. It has a good onboarding structure and overall the work is pretty decent. The manager and team is nice and relatively easy to work with.	Where do I begin? No OT, long hours, terrible workload and high turnover. Prepare to work every holiday and sometimes even on your leave days. If you don't play ball, they will see you as uncooperative. They will also work you to the bone, and since there's such high turnover your work load is irregular to pick up tasks from people leave the company.
922	Good for grads	 Anonymous Employee	9 Oct 2022	4.0	get to work with passionate people	depending on your function, you might not have good work life balance
923	There are always goods and limitations	 Expert Engineer	8 Oct 2022	3.0	Still facing complex problem areas, which allows learning and growing	Unclear boundaries, lack of long term vision and planning on some projects
924	Key Account Manager	 Key Account Manager (KAM)	8 Oct 2022	5.0	Energetic and very exciting working environment	Career progression really takes time
925	Startup	 Anonymous Employee	8 Oct 2022	4.0	- Lots to learn - Never running out of stuff to do - Collaborative environment	- No structure yet so you have to message multiple people to find who you need
926	Environtment	 Analyst	8 Oct 2022	4.0	Comfortable office with some benefits	Transport voucher often can’t be used
927	Overall good company to join	 Anonymous Employee	8 Oct 2022	5.0	flat management and high competitive salary	Unwise high level strategy that costs too much money
928	Lots to learn	 Product Management	7 Oct 2022	4.0	"Easy to switch teams to change things up and learn more
Depending on team, able to find roles that work more with designers/biz teams/developers
Fair amount of cross team collaboration
Opportunities to make initiative and suggestions"	Depending on team, some teams may not have good pm practices and standards vary across members, for such cases performance review/promotions within that team may not necessarily be merit based
929	great experience	 Software Engineer	7 Oct 2022	5.0	I can develop a whole new project even I was a junior engineer, learned a lot of skills during the work.	there's no cons in this company in my point of view
930	Good place	 Business Analyst	7 Oct 2022	5.0	friendly stakeholders from all the teams	manual and busy workload everyday.
931	Avoid if possible	 Software Engineer	7 Oct 2022	2.0	- Coasting possible since not much skilled work involved	"- Minimal welfare benefits and worsening
- No employee development
- Highly political environment amongst middle management impeding actual work"
932	good culture, high workload	 Account Management Associate	7 Oct 2022	4.0	good benefit, salary not too bad	high workload, expensive parking, expensive lunch
933	Good, but can be better	 Key Account Manager	6 Oct 2022	3.0	Horizontal work environment, fast-growing business, good coworkers	Employees quit too often, and too many unnecessary meetings
934	Good Pay Bad Work	 Software Engineer	6 Oct 2022	3.0	Good pay, good ammenities and some benefits	Every decision must be made by Shenzhen and Singapore branch. If you need resources or insights for your situation, youre out of luck if youre not from those branch.
935	.	 Senior Associate	6 Oct 2022	2.0	good benefits, easy working hours and peaceful work environment	mandatory face-to-face work, confusing career path, small possibility of growth and difficult access to company management
936	So far it was fun.	 Associate Key Account Manager	6 Oct 2022	2.0	Steep learning curve and eventually make you grow faster in a short period of time.	Too many labor work, not much of view on top management decision making and make employee have no direction.
937	Very good experience	 User Experience Design Intern	6 Oct 2022	5.0	Learnt a lot from the internship	Nothing much, appreciate the amount of things to learn
938	Challenging	 Marketing Associate	6 Oct 2022	4.0	"fun and challenging environment 
Young vibes and fast moving"	Very independent learning, learning curve quite steep
939	Good for money	 Marketing Associate	6 Oct 2022	4.0	Startup company with dynamic environment, good salary, good benefit	Conservative mindset: layering structure, leveling insurance benefit,
940	Fast Paced and Fast Tracked	 Anonymous Employee	6 Oct 2022	5.0	Fast Paced and Fast Tracked	Need to always keep up
941	Working on Shopee	 Analyst	6 Oct 2022	5.0	Giant company, lots of benefits, good environment	working hour (12 hours, 6 days a week)
942	Awesome employer	 Associate	6 Oct 2022	5.0	Shopee promotes equal opportunities for all employees. Great benefits!	I cannot think of any cons at the moment.
943	Standard	 Relationship Management	6 Oct 2022	4.0	Good and fun environment Good benefits	Salary not competitive enough Quite a lot of technical issues
944	Not very good	 Business Development Associate	6 Oct 2022	2.0	used to have free snacks	overworked and underpaid, progression takes long (1.5-2 years)
945	Good culture	 Recruiting Coordinator	5 Oct 2022	4.0	Good culture, vibrant People are friendly A good start for fresh grads	Start up company , sop tends to change
946	Too much work	 Campaign Execution Analyst	5 Oct 2022	2.0	People and culture are great	Workload is too much for one person
947	Still good prospects	 Product Manager	5 Oct 2022	5.0	Learning opportunities, Range of exposure	Cutting down on staff benefits
948	-	 Associate	5 Oct 2022	4.0	Good benefit, insurance and working space	Must do WFO 3x in a week
949	data analyst	 Data Analyst	5 Oct 2022	2.0	It's fast-paced, you learn a lot	it gets pretty messy during campaign days
