	Summary	Job Title	Date	Overall Rating	Pros	Cons
449	So so	 Parcel Delivery	2 Jan 2022	3.0	A straightforward and easy job	Tiring and dangerous. Long hours too.
450	Operation Excellence and Process Compliance	 Vice President	1 Jan 2022	3.0	Good pay and nice office	Some high position management staff very much lacking management skills.
451	Messy	 Manager	30 Dec 2021	2.0	- Overall company benefit is acceptable	"- No direction
- Conflict between local and regional
- Lack of support"
452	Bad Company	 Analyst	29 Dec 2021	1.0	Nice food in pantry. Surrounded by youth.	"- Low salary for people with years of experience and high education level
- Not professional leader"
453	Fast Paced	 Associate	28 Dec 2021	3.0	Young and vibrant working environment	Lack of career development opportunities
454	Work life balance	 Management	24 Dec 2021	2.0	Exposure to new scope. Changes	"Work life balance. Strong requirement to speak read and write chinese for survival.
Lack of diversity."
455	Messy company	 Product Manager	23 Dec 2021	1.0	Salary is comparatively a little bit higher than other e-commerce company	Messy org chart and company culture , no work life balance.
456	Best Learning Place for Ecommerce with reasonable compensation	 Key Account Manager (KAM)	22 Dec 2021	4.0	"-Amazing people
-Better salary than competitor on the same level
-Very high tec, they have their own platform for everything, less manual labour
- Dynamic and horizontal structure"	"- Campaigns are hectic
- ""you swim or you drown"" Mentality, almost no hand holding, gotta learn fast or sink
- Not for everybody, but once you survive, you almost thrive anywhere afterwards"
457	Failed company, a shadow of its former self	 Vice President	20 Dec 2021	1.0	"Easy to get promoted and reach senior roles if you are Chinese / Alibaba
Attrition is so high that your job is safe because they can't find a replacement
Nice office and food , campaign kits"	"Too many calls
No strategy, irrelevant company with low market share just pretending to be big 
You will be asked to have 2 or 3 roles at the same time
Everyone is frustrated, be ready to spend time hearing complaints
Senior people leaving"
458	Exciting opportunities	 Team Leader	20 Dec 2021	5.0	Lazada was a great place with amazing team. Fast growth and lots of challenges and opportunities to learn new things.	Black Friday was a complicated time for all tech team
459	Best place to work	 Senior Software Engineer	20 Dec 2021	5.0	Lazada is the best place I have ever worked	I don't see any cons of the company so far
460	Not as bad as Glassdoor Review	 VP-HR	20 Dec 2021	5.0	Evolving Company Culture with effort put in by both the management and various levels of employees.	Need time for intervention to change
461	Very good school for learning opportunity and good colleagues	 Anonymous Employee	19 Dec 2021	4.0	"- great school where you can learn anything you want to know
- great colleagues full of passion and energy to work with
- no hierarchy 
- sense of accomplishment"	"- long working hours
- a lot of ad hoc and unplanned projects from regional team
- working with regions can be challenging. 
- having good work-life balance is quite difficult"
462	Good job	 Senior IOS Developer	17 Dec 2021	5.0	Agile environment and great international team.	A lot of legacy code and intense development speed.
463	Good place to learn but no progression	 Finance Analyst	16 Dec 2021	3.0	"Good learning platform in tech, since there are a lot of ambiguity and changes.
Must be able to adapt in fast pace environment"	"No equal opportunity provided, no progression
Bonus and increment quite low
Not much employee perks"
464	Good culture but lack direction	 Product Manager	15 Dec 2021	3.0	"Fun culture
Dynamic and young team"	"Changing direction
Lack of clear strategy"
465	Good learning opportunities	 Traffic Ops	15 Dec 2021	4.0	Good learning opportunities if you are willing to venture beyond your job scope.	Change of direction happens quickly but understandable in a fast paced industry. Bell curve appraisal system.
466	Naaaaa	 Axxount Executive	15 Dec 2021	3.0	Salary quite good. Nice office	Not work life balance, busy.
467	-	 Business Development Associate	15 Dec 2021	4.0	good working condition especially the office	corporate with a startup ambiance
468	Ok	 Manager	14 Dec 2021	3.0	Good environment in between colleagues	Office politics iz too high resulting poor performance
469	Getting better	 Senior Vice President	14 Dec 2021	3.0	Big platform, fast growth, rich daddy(Alibaba)	Complicated structure, long communication process and decision making
470	Fun and vibrant	 Account Manager	14 Dec 2021	4.0	Fun and vibrant place. There’s perks during every mega campaign making it more interesting and fun	Bell curve assessment. Have to be loud enough to have presence
471	Very fast-paced personal growth, however be wary of poor management & team leadership	 Anonymous Employee	13 Dec 2021	3.0	"- Great opportunities to work across different projects outside of your scope of work
- Great visibility with other team and management due to different projects that you can get involved in
- Flat organization where you can approach bosses above you for any idea/project; not big on organizational structure or ranking
- Very clear corporate culture and helpful teammates all around"	"- Very long hours; which is expected in eCommerce
- You tend to do more workload than what is assigned to you, especially since the turnover rate is very high 
- Hiring is very slow for team; making your team overloaded with covering tasks while waiting for replacement
- Management team has no clear strategic direction on where the company is headed to; resulting in change of decision and you spending a lot of time fire-fighting in the organization
- Some teams (including mine) have toxic work culture; where the boss is more interested in office politics and delegating work in spite of the team being overloaded
- Lack of transparency in career growth and promotion; with subjective measurement being used to deny promotions
- Human Resource Department behaves in favour of the management, making it challenging for the staff to bring forward specific feedback for improvement"
472	Best Company	 Talent Acqiustion	13 Dec 2021	5.0	Good people inside and fun work environment	No cons I can say of
473	Chaotic	 Anonymous Employee	9 Dec 2021	3.0	Great environment to learn, stretch, push yourself.	Very chaotic environment. I can't imagine such a big organisation hasn't figured out a lot of processes yet. There's no formal way of doing things. Things just happen randomly all the time. Sometimes people are quite disrespectful to each other. Very Chinese customer-centric model - a lot of people think whatever worked on Taobao would work here, and not being receptive of professional suggestions.
474	Fast Paced, Overworked	 Anonymous Employee	8 Dec 2021	1.0	"People are generally nice except for a few.
Decent employee benefits
Decent salary"	"- everyone is overworked, not enough manpower

- there is no break/end in sight as there is always a new campaign around the corner

- things get rolled out and we are expected to adapt, adopt almost instantly

- tech is atrocious, half of the time spent resolving issues

- new product launches affecting other stakeholders not taken into account, causing more work, no proper alignment between regional and local 

- no proper planning or alignment, even if it gets aligned, things change in the blink of an eye and is expected to be resolved immediately

- ""my way or the highway attitude"" from certain people in management

- only join if you have no life, no family, no outside commitment cause the job is 24/7/365

- certain manager level doesn't seem to know what they are doing

- entitled sellers/brands on the platform"
475	Push and tough job	 Principal Product Manager	7 Dec 2021	3.0	Multi-functionals, tech driven projects, nice local colleagues	Alibaba Team controlled things directly, lot of local things pending develop, oversee the tech structure things instead of local high priority requests.
476	Good	 Sorter	6 Dec 2021	4.0	TEAM WORK is priority,  need rational thinking	Work times is too soon
477	Not great, but can manage things	 Vice President of Design	6 Dec 2021	3.0	The tech driven culture is more down to earth than typical asian corporates	The people and culture within the org can be rather sharky and uncollaborative, immature management
478	Great for fresh graduate	 Anonymous Employee	5 Dec 2021	3.0	"Good working environment
Great for fresh graduate"	"Unclear career ladder 
No peaceful weekend or day off because the team kept calling you as if you're currently working"
479	Good learning place	 Key Account Manager	4 Dec 2021	4.0	Good learning ground for fresh graduate	Can be tiring where each month have to prepare for mega campaigns
480	Fast-paced but manageable	 Key Account Manager	3 Dec 2021	5.0	Company is definitely fast-paced which is expected in the eCommerce industry. Great place to apply for as a Fresh Graduate.	Unstructured as compared to other industries
481	work hard with changeable vibe	 Marketing Communications Specialist	2 Dec 2021	3.0	one of top ecommerce company in SEA (good for reputation)	working process and teams have not been synchronized.
482	Good WOrk Life balance, Terrible Management	 Shift Supervisor	1 Dec 2021	3.0	- Long off days, Work 3 days off 4 days work 4 days off 3 days	"- Very top down management
- Management does not listen to on ground situation and only wants KPI to be achieved regardless of problems facing
- Terrible manages with no people skills
- Favoritism from managers"
483	Great place for growth	 Intern	1 Dec 2021	5.0	"Interns are included in HR programs/activities
Wellness packages every month
Great work environment
Get to lead projects and contribute to the company as an intern"	Really fast paced work environment
484	Toxic work hours	 Manager	30 Nov 2021	1.0	You work with brilliant people	Toxic hours or so called 996
485	no	 QC Operator	30 Nov 2021	3.0	Friendly okay la not bad	Nothing cons about this lazada
486	Helpful with any kinds problems	 Customer Service	30 Nov 2021	5.0	Flexible working hours,bonus,salary on time	transportation systems was't good for me
487	Review	 Data Analyst	28 Nov 2021	5.0	The company is good for fresh grads to learn and grow	a lot of changes happening
488	review	 Data Analyst	28 Nov 2021	5.0	the company is good in terms of development	didn't find anything bad so far
489	Great place for starters to work!	 Senior Associate	27 Nov 2021	4.0	Good learning experience as your first job.	Logan working hours and could be very tiring in the long term
490	A place to sharpen your skill set	 Intern	25 Nov 2021	4.0	Always something worthy learning from!	Will need to figure out problems yourself..,
491	Good Life Working Balance	 Senior Software Engineer	25 Nov 2021	5.0	Not to much pressure on dev team	Some communication issues happens from time to time
492	Good build to your resume	 Anonymous Employee	25 Nov 2021	4.0	"- Good benefits
- Reminders to have WLB eg. calendar invites to remind employees to go for lunch break"	- Nothing to describe at the moment
493	Dictatorship leadership	 Vendor Operations	25 Nov 2021	2.0	Good learning opportunities with cooperation with other teams	Incompetent VPs/people managers who rule by dictatorship, attitude can be quite condescending
494	Exciting workplace	 Senior Key Account Manager	24 Nov 2021	4.0	Good salary headstart for freshgrads	Messy management, but if you manage to stay in the company for 2-3 years, you’ll easily get promoted
495	Good Place for Growth but Long Hours	 Marketing Specialist	24 Nov 2021	4.0	"- Good career progression
- Leading key projects
- Young culture/ great people"	"- unreasonable deadlines
- poor management direction"
496	A++	 Software Developer	23 Nov 2021	5.0	nice salary, great management, generous PTO	Only minor thing would be workload on occasions
497	Cooperative environment	 Legal	20 Nov 2021	3.0	The company is a good environment with a bunch of opportunities for young people to develop their careers.	Employees normally spend long hours at work.
498	Life Below the Powerhouse as Local Software Engineer	 Software Engineer	20 Nov 2021	3.0	"You have the flexibility to do exploration and build your own product as you may have the capability to access the stack to the tech giant even though sometimes it may be limited due to several constraint and especially the scale. You will have the right to analyze, offer, and implement your best solution here which sometimes the simplest solution can lead to big contribution to company and it's exciting.

If you're interested in something, there will be a proper private learning class which you can take and do self development which is super useful, as you can actually learn anything in there from engineering, product, even the non-engineering part is accessible there. 

Most of the time it will be like a startup level bootstrapping as you will have so many discussions and understand the business flow and background properly which makes you not only as an engineer, but also the business / product owner.

You have good allowance for transportation and phone bill which vary on each position / levels and also you have quite good work life balance (unless you will need to have a shift or overtime during events, you may get leave benefit though)"	"At certain point, your skill level will not be a caliber of higher level engineer as the main technological stack is already in place from the parent company / regional and not accessible unless it's related to you. Most of the time you will be a lone wolf as the team is too lean or maybe lackluster which if you don't have the initiative and commitment to grow, you will just be another person that will be easily replaceable and a contributor to the high number of the turnover. There is no such thing as nurturing and pair programming / review, and other beautiful things as you hope in engineering. Do your own stuff, grow yourself, ask someone, find something on the documentation (even though most of them might not be readable, you can use google translate on the documentation page hoping that it's understandable). Some people are helpful, some might just want to do their own business. 

Everyone has their own pride, there will be a case that you build a redundant product instead of working together to achieve something causing the lost of resource of manpower and other imaginable bad things in this case. 

There will be some days that you won't be an engineer, but more like an operation based worker which needs to help low level issue but very long process need to be passed which usually some of the process are actually a pass through process which is quite useless. (if you want to grow as a real software engineer, go apply to regional in Vietnam instead of on local level venture)

Sometimes you will be dragged to some random meeting which has no point and clarity because on venture level and you will be facing so many operation or business minded people instead of tech based people which you might get lost on what you want to build due to some drives from the business. Meaning if you don't do something visible to operation based, you can be regarded as no contribution.

Meeting may happen / most likely to happen right after office hour because there might be too much job for the upper level management which impacting the lower level position from senior -> mid -> junior level might need to follow the higher ups.

It might just be a matter 
of time that the local tech team will be disbanded and absorbed somewhere else."
499	Vibrant working place, am in a good team	 Operations Associate	18 Nov 2021	4.0	Guidance available, decent laptop, flexible work hour	Workload increase faster than headcount hiring
500	Good learning	 Vice President	18 Nov 2021	4.0	It is a mixed culture of Chinese culture in the product team. We have the chance to learn the latest e-commerce technology in the market trend.	Chinese language is an added advantages.
501	Do your research before joining	 Team Member	17 Nov 2021	1.0	"- Opportunities to learn about e-commerce industry
- Internal rotation is not difficult. It is encouraged after 2 years
- Essentially a Chinese company - can be a pro or a con depending on what you are comfortable with"	"- Most of the middle managers do not possess leadership qualities. No holistic performance review system (there is only top-down), which is odd because the company is not that young anymore. Some people managers are really toxic, but no one does anything about it because the upper management is ignoring this problem and likely unable to find solutions anyway... A lot of decent people managers have left the company. Some of the remaining people managers who are pretty decent try their best but the working environment and culture is just not supportive.
- Lack of direction. Lots of the work bring little or no impact to business. A lot of time is spent on meaningless manual work which does not really benefit anyone or the business. Other than the manual work, a significant part of people's time is spent by chasing or being chased over some Excel trackers. The company is still fixing issues that they should have done a few years back (you may now be wondering....what the company is spending time and money on...)
- Strong Chinese culture in the regional team (again, can be a pro or a con). Only a group of people from the parent company are empowered to make decisions, unfortunately these people do not have the time to make all the important decisions. Meanwhile, the middle managers are too afraid to make decisions because they cannot afford to lose their jobs if anything goes south.
- Lack of inclusion. Inability to communicate in Chinese is a huge barrier for progression in certain teams.
- ""Change is the only constant"" is one of the company values. Unfortunately, a lot of people misunderstand what it is supposed to mean. In reality, implementing too many and frequent changes results in inefficiencies and people leaving sooner than expected."
502	Good	 Payable Accountant	17 Nov 2021	4.0	The environment and benefits are good	Some of the procedures are too complicated
503	Flexible and Empowering	 Talent Acquisition Manager	15 Nov 2021	5.0	"Work life balance is emphasized throughout, company has designed weekly chill out seminars and fun activities to make sure we stop work at 5pm every Friday.

Autonomy to work. You are allowed to work from anywhere, so long as you get your job done on time.

Upbeat and fast, one won't feel bored."	eCommerce is like running a shopping mall online and you need to make sure sellers and buyers can get what they need, campaigns and customer care are a norm. Constantly pursuing higher targets could be taxing for some, but which company is easy to get and keep sales?
504	Steep Learning Curve, However High workload with multiple tight deadlines.	 Key Account Manager (KAM)	15 Nov 2021	3.0	"- Allow you to gain various significant experiences from the projects and campaign assigned to you.
- Allow you to gain multiple exposure by involved yourself in working with various departments from local team and global team."	"- Generally high workload with tight deadlines that might caused you to be highly stressed while work.
- Multiple campaign on-going that could caused yourself to be easily get burnout."
505	some small impression	 Anonymous Employee	15 Nov 2021	4.0	work-life balance is very good	the salary is relatively low
506	Bad experience	 Vice President of Design	15 Nov 2021	1.0	"- Good campaign budgets
- Lot of business potential"	"- Bad Management Leaders
- Clique culture, exclusion not inclusive"
507	Could have been a lot better	 Business Development Manager	13 Nov 2021	2.0	"Salary
Shuttle Service
Learning Access such as Udemy"	"High attrition rate
Unclear boundaries of each role"
508	career growth	 Executive, Business Development	13 Nov 2021	5.0	"best career growth 
good environment"	so far no downside working at lazada
509	Good company for gain experience	 Anonymous Employee	13 Nov 2021	4.0	High security of company information	Not very good At organized
510	It all depends on your bosses	 Project Manager	9 Nov 2021	3.0	"Exposure to international ecommerce.
Hands-on experience with projects"	Nepotism, poor management, no personal development (if you are unlucky with bosses)
511	Educational	 Technology Intern	9 Nov 2021	4.0	"People willing to help
Lots of time for employees"	Rigid work environment may get pigeon holed
512	Join only if you know Chinese.	 Software Engineer	8 Nov 2021	2.0	"- Impactful projects. 
- Fast paced = learn a lot.
- Free Udemy.
- Teammates are very nice and helpful.
- Flexible hours.
- High pay."	"- I was in technology and everything that was important was in Chinese. Documentation, dev tools, emails, group chats, etc. There's the google translate button but not everything can be translated.

- A lot of Chinese being used. Most of my group chats had the auto translation on, so it's fine but sometimes during video chats, they even breaks out into Chinese for a good while. You can imagine how it will make the non Chinese feel. And it feels like everything could have been done a lot faster if everyone just spoke Chinese.

- Managers are literally managers, don't expect leaders. They are just there to assign and probe you for your tasks. My voicing out of work concerns are met with deaf ears. Did not feel like I can approach manager for any troubles.

- Disgusting welfare efforts. There's almost no welfare. The most you'll get is an email (in Chinese) about how everyone is working hard and to keep it up. Absolute clownery. 

- Flexible hours also mean you could get pinged during your leave and routine OTs. Say bye bye to your WLB.

- Pay was high for fresher. But you forget about your pay when you're knee deep in stress and anxiety. Unless you're in dire financial needs, trust me, it's not worth it."
513	Best place to learn Ecommerce	 Key Account Manager (KAM)	8 Nov 2021	5.0	Very nice people, always working	work life balance suffer badly
514	Good opportunities for learning and growth.	 Category Manager	6 Nov 2021	4.0	Fast paceed, great place to grow and own initiatives and contribute to business.	Not so many perks given.
515	Fun workplace	 Senior Analyst	5 Nov 2021	5.0	Good work environment and young people.	Don't know if Shopee or Lazada is gonna win the market.
516	Key Account Manager (KAM)	 Key Account Manager (KAM)	4 Nov 2021	4.0	"- training about multi task and time management
- great team, many things to learn"	"- multi task can lead to lack of focus
- a lot of operation for beginner, so if u'r not a patience one, u will find it kind of overload"
517	good	 E-Commerce Manager	4 Nov 2021	5.0	good company, localize, good salary	nothing cons to me so far
518	Company with no direction	 Business Development	2 Nov 2021	1.0	Decent pay, adequate benefits, flexible hours	"Management has no clear direction. What they like to do is take on super big projects and set super high expectations, without first finding out if they have the capabilities or resources to do it.

Employees from different departments are also dragged in and have no idea what's going on in projects."
519	Management with no direction	 Anonymous Employee	27 Oct 2021	2.0	Stable and secure job security	Local management team lead by regional guys with no direction
520	Product Operation	 Senior Manager	27 Oct 2021	3.0	"-Learning opportunities with a lot of in-house tools
-Colleagues are all energetic , young, an environment for competition
-Business travel are a lot if you are at regional team"	"-work life balance is rare 
-Barely had time to chat with colleagues, cos all talks are about job. 
-Had a feeling that everyone is robot in manufacturer 
-Biases culture where people from headquarters ,or males have a better career progression and higher pay"
521	BD team	 Project Manager	27 Oct 2021	4.0	Great place to learn in the company	NOt great place to earn
522	-	 CRM Specialist	26 Oct 2021	4.0	fast paced company but good learnings	usually working long hours everyday.
523	Campaign specialist	 Campaign Specialist	24 Oct 2021	5.0	Good opportunity given and good learning curve	High workload and need to adapt to instant changes
524	fast pace, real responsibility, high stress level	 Anonymous Employee	24 Oct 2021	4.0	good learning opportunity for young people, fast pace, real responsibility from day 1, good salary for entry.	high stress level, stagnant career development
525	Product management	 Intern	22 Oct 2021	5.0	"Flexible work environment 
Nice people"	Hmm haven’t thought about it
526	Toxic	 Category Manager	21 Oct 2021	1.0	Great to learn ecomm experience for your next roles	Toxic environment that don't fire bad managers who treat you badly
527	Great workplace	 Business Development Manager	20 Oct 2021	5.0	"- face pace setting
- good team"	"- lots of work
- no work life balance"
528	good	 Vice President	20 Oct 2021	4.0	had a good time tbh	the lack of sleep during campaign time
529	Salary	 Analyst	19 Oct 2021	3.0	Work from home contributes to flexibility	"Burn out
No work life balance"
530	Good and open culture	 Business Development	19 Oct 2021	4.0	Very amiable colleagues and great working as a team	Need time to get used to the internal systems
531	Regional Commercial	 Anonymous Employee	18 Oct 2021	3.0	Good place to pick up fast on digital solutions and online strategy, as Lazada is constantly focusing on platform efficiency.	Inter-team support is low and constant change of leadership led to unclear direction and missed opportunities.
532	Active working environment, Top salary, Good benefit	 Software Engineer	16 Oct 2021	4.0	Very active working environment, grow very quickly, with a lot of challenges and opportunities	Not suitable for ones that expecting work-live balance
533	Overworked with low salary	 Marketing	16 Oct 2021	2.0	Learning experience is fast because of the fast paced environment.	Work demands require to have fast turn around but internal tools and technology are still not advance. Most of the work still requires to be done manually so you really tend to render overtime due to your deliverables and deadlines.
534	Good	 Senior Software Engineer	14 Oct 2021	5.0	"- Good salary and benefit 
- Great colleagues
- Challenging projects
- Many opportunities to improve
- Multi countries
- Time flexibility"	- Some internal tools only support Chinese (devs have to use Google Translate)
535	Friendly and nice team mates	 Operations	12 Oct 2021	4.0	The operations and commercial teams are generally filled with nice and friendly people, really enjoy working with them!	Campaigns are back to back, rushed work, lack of time to reflect and deep dive for certain tools. Regional controls the resources with little local adaptation. Lack of growth for operations, you probably just become very knowledgable in Lazada's tools.
536	good	 Marketing Manager	12 Oct 2021	4.0	You can get some Ecommerce experience	Low pay, long working hours
537	Ok	 Anonymous Employee	12 Oct 2021	3.0	Ok place to work but challenging if u don’t know chinese	No wlb esp if u r in some team
538	Work as jn	 Operations Analyst	11 Oct 2021	4.0	"Good opportunity
Good environment
Good communication
Well-performed
Friendly
Open for fresh"	"High pressure
Competitive
Full of workload
Communication
Bad work
Bad-performed"
539	Not bad	 Account Manager	10 Oct 2021	3.0	"Can learn a lot
Good stepping stone"	"Overwork
No staff appreciation
Work life balance lacking"
540	Ok	 Analyst	7 Oct 2021	2.0	career stepping stone especially for fresh graduates. annual benefits are ok.	not well compensated. undermanned. half-baked operations
541	Good place for young energetic  people	 Marketing	7 Oct 2021	4.0	Good for learning. You will work with many smart people	a lot of internal tool
542	Fun company!	 Anonymous Employee	6 Oct 2021	5.0	Great team and fast growth	Sometimes too fast growth for it's own good;)
543	Fast paced and challenging	 Anonymous Employee	5 Oct 2021	4.0	Great company for those who want to learn new skills and knowledge. Less to none office politics. Everyone is super helpful. The environment is great.	Frequent changes on the process, must adapt with the changes as soon as possible.
544	Self-serving Senior Management & Toxic Culture	 Regional HRBP	4 Oct 2021	1.0	"Career Opportunities/Compensation and Benefit
- are great if you are a sycophant and consistently perform well in bootlicking
Diversity & Inclusion
- great while Alibaba has yet to get rid of all of the you-know-who's"	"Culture and values
- just read the headlines
Senior Management
- next-to-zero experience in managing any portfolio outside of China, yet adamant that their whatever will work; lack of respect for local cultures and a total disregard of idiosyncrasies of the different markets 
Work/Life Balance
- unnecessary and totally just go-through-the motion and for-the-sake-of-doing it late night/weekend meetings"
545	Nice team	 Anonymous Employee	4 Oct 2021	4.0	Bosses and teammates were very supportive and accommodating	High turnover, slow hiring process, more workload
546	Fast paced environment	 Marketing Manager	2 Oct 2021	3.0	It's a great place to learn. You'll keep challenging yourself to do better. The hours are long, the pay is just ok. You can try to haggle for a higher package. Salary increase yearly.	Monthly package is just okay. People tend to burn out and quit.
547	Good position	 Associate Business Development	2 Oct 2021	5.0	- Diverse background of colleagues	- Short working years of former Lazadian
548	Good environment to learn but consultant background prefer in this com	 Key Account Manager (KAM)	30 Sep 2021	4.0	"Good environment 
Good colleges
Salary ok for fresh graduate"	"Strategy of management change a lot and not good strategy for VN market
They prefer pp with consultant background to be head and c level"
549	Overall good	 Management Associate	29 Sep 2021	4.0	"1. Flexible environment, helpful colleagues
2. Good benefit
3. Nice office"	"1. Large workload, especially in big campaigns
2. Complicated KPIs
3. Some managers are not quite good in people management"
550	Culture	 Project Manager	27 Sep 2021	1.0	Nice people can be friendly	Ppl are not very capable, English is a problem and toxic culture
551	Poor company culture	 Specialist	25 Sep 2021	1.0	"Well stocked pantry
Ability to get promoted quickly if you work extremely hard"	"Politics
High turnover
Lack of direction in the department and company"
552	Museum	 Senior Software Engineer	24 Sep 2021	1.0	If you are young and would like to know what software development looked like in 2010, then you are welcome.	"Complete technological backwardness of alibaba stack.
Lack of documentation in English.
The top management is recruited by lot in head office.
Officially unrecorded overtime hours."
553	Ok company	 Anonymous Employee	23 Sep 2021	3.0	Fast paced and exciting culture. They provide you with laptop and business phone.	Lack of structure, training, and development
554	Flexible working hour	 Manager	22 Sep 2021	4.0	Startup with good management, & system already established	Not welcome from external & shifting work schedule
555	Expect to feel left out in meetings that are often in chinese	 Product Manager	22 Sep 2021	2.0	nothing... just go on linkedin to see the turnover rate. People leave in weeks/months.	"they say they want to localise teams but all the heads of each product domain are constantly hiring chinese locals in china who do not even use lazada app to work on lazada product. Worse still, PRDs are done in chinese some times for convenience and local teams need to translate it to understand what is going on.

In meetings, if they see a none chinese name, they will try to speak in english but their level of english is so poor that they just start transitioning to chinese the whole meeting and you have to ask your colleagues afterwards on the details that were discussed."
556	Good place to learn	 Human Resources Manager	21 Sep 2021	3.0	You are able to learn a lot at Lazada	Change is the only constant
557	Analyst, Category management	 Key Account Management	21 Sep 2021	3.0	Get to learn about E-com	"A lot of OT, especially during mega campaigns
Zero work-life balance, you'll work like 10+ hours/day 6-7 days a week to meet certain (rather ridiculous) KPIs"
558	n/a	 Key Account Manager	20 Sep 2021	3.0	no best reason to work here.	stress, no balance, bad people
559	Rooms for growth	 Category Manager	20 Sep 2021	4.0	Rooms for growth personally and professionally in a fast growing industry. Friendly, young, and energetic colleagues.	Management changes, consolidation of power, organization politics, poorly designed org chart and structure, Alibaba's top down direction
560	Key Account Manager	 Key Account Manager	20 Sep 2021	4.0	"Good to learn about ECommerce industry 
Good Working Culture
Good Team
Decent Pay"	Very Long Hours , especially during Campaign Days
561	Work	 Business Development	17 Sep 2021	3.0	Expand learning curve. Good reputation. Use English	Hard-work, work overtime, High turnover
562	Good place to build foundation about eCommerce industry	 Anonymous Employee	15 Sep 2021	2.0	A great place to start from ground 0 especially for fresh graduates. There is at least 1 re-organisation a year which might affect your scope of work (silver lining is you learn new skill set). Company encourages internal opportunities (e.g. employee can switch to another dept after staying in their current role for a certain period).	Long working hours and not easy to get promotion (typically 2-5 years) for an average joe.
563	Fast paced tech company	 Category Team Leader	15 Sep 2021	5.0	Fast paced tech company with lots of oppoortunity to grow and prove oneself.	Sometimes the stress and pressure can be a bit much, not for the faint hearted.
564	Lazada job	 Analyst	15 Sep 2021	4.0	Exposure to different fields, have autonomy in your work	Fast-paced, lack of work life balance
565	Worth working	 Associate	14 Sep 2021	5.0	Fast-paced environment, creative, talented colleague	unstructured, not uniform, subject to change without careful thought
566	OK	 Anonymous Employee	14 Sep 2021	4.0	learn a lot of new things	need to work till so late
567	:)	 Anonymous Employee	14 Sep 2021	5.0	Great company to work for	Lots of growth and hard work
568	Fun and Challenging, but too Chinese	 Anonymous Employee	14 Sep 2021	3.0	Work with Alibaba best systems, and some good co-workers from Alibaba	Filled with Chinese in leadership position without local inputs
569	Competitive salary but repetitive work	 Manager	13 Sep 2021	4.0	Competitive salary, flexible working hours, friendly relationship between upper management	Long tedious working hours, ignorant culture for sick leave. Ignorant bosses, extremely young upper management that might not have much experience. Have to rely on yourself to learn because the workforce average age is so young
570	Toxic environment	 Vice President	13 Sep 2021	1.0	"- Good salary
- Chinese speaking is a big plus"	"- Very political from top management to middle
- You will never get ESOP payment when it dues"
571	Development	 Tech Lead	13 Sep 2021	4.0	Best environment. Good salary, great team and flexible working hours	Cross department function not coorporTive as well, hard to communicate
572	Great Company	 Anonymous Employee	10 Sep 2021	5.0	Great team and learning culture	Nothing much, just great overall
573	OKAY LAH	 Accounting Manager	8 Sep 2021	2.0	office is quite fine and it's clean	there is no food and drink
574	Best training ground for ecommerce	 Key Account Manager	7 Sep 2021	4.0	"- Young, vibrant workforce that make a solid support system
- Start-up culture
- Different opportunities for growth 
- Allows you to be an entrepreneur of your own category"	"- Work overload
- Unclear career progression and development
- Undefined ways of working; unstructured
- Unjust performance review and promotion scheme
- ""Firefighting""
- Rigid top-down management approach"
575	A good place to work	 Key Account Manager	4 Sep 2021	4.0	Has a lot of positive values in the company.	No cons at all. A good company to work
576	Company is drifting, no vision, no direction .....  so I left	 Senior Vice President Operations	2 Sep 2021	1.0	"The people of Lazada remain the best thing about the company - smart, enthusiastic, hardworking and fun. 

The internal environment is free of politics. It is fast paced and the attitude is to get things done, quickly."	The leadership of Lazada is in shambles. The current group CEO - Chun Li - seems to be on not able to set the vision or provide a clear strategy. The company performance has been slipping over the past 12 months, losing share to competitors who are executing well. Chun doesn't seem to have any ideas nor the energy or charisma to lead the organization forward against this loss to competition. Attrition is very high, most people are leaving due to lack of direction and winning spirit. Lazada Indonesia (where Chun Li is also the CEO) is in a worse shape than rest of Lazada Group.
577	Awesome Singapore team & spirit	 All Categories	1 Sep 2021	4.0	A lot of work, but team spirit is there.	Hard work, but team spirit is there!
578	Very stressful	 Analyst	30 Aug 2021	3.0	"- Good working environment
- Good colleagues"	"- WFH so it's very hard to communicate (Miscommunications happen a lot)
- Very short of staff
- Stop competing with your competitor, know your aim
- Totally no work life balance, you will get burn out very fast..."
579	KPI-driven, fast paced	 Business Analyst	30 Aug 2021	4.0	"Autonomy to drive projects
Data-driven mindset"	"No clear strategy
Top down kpi setting
Collaboration only occurs when kpis are aligned"
580	draining	 Anonymous Employee	30 Aug 2021	2.0	- Fairly high salary & WFH.	"- Over worked
- Toxic, shady work environment
- Claim to be a non-hierarchy company, but this is far from the truth."
581	One of the Best Company to Work	 Finance Associate	30 Aug 2021	5.0	Open to express your opinion, trust each other, good benefit	Its normal to have cons but it depend how you see & manage it
